"chillutah1","siteslist","year","lat","long","lat.long","winter","lo","num.years","cc","mat1","chillutah2","mat2","chillutah3","mat3","chillutah4","mat4","chillutah5","mat5"
NA,10,1956,48.9,12.0167,"48.9 12.0167",0,117,6,"apre",NA,NA,NA,2016,10.7921975609734,NA,NA,NA,NA
NA,10,1957,48.9,12.0167,"48.9 12.0167",0,115,6,"apre",NA,NA,NA,2640,11.5585711702172,NA,NA,NA,NA
NA,10,1958,48.9,12.0167,"48.9 12.0167",0,128,6,"apre",NA,NA,NA,1860,11.7723074291761,NA,NA,NA,NA
NA,10,1959,48.9,12.0167,"48.9 12.0167",0,73,6,"apre",NA,NA,NA,2340,12.7242854298758,NA,NA,NA,NA
NA,10,1960,48.9,12.0167,"48.9 12.0167",0,118,6,"apre",NA,NA,NA,2364,12.753735978668,NA,NA,NA,NA
NA,1,2000,51.1333,9.01667,"51.1333 9.01667",0,102,6,"post",NA,NA,NA,2976,13.1808788262635,NA,NA,NA,NA
NA,1,2001,51.1333,9.01667,"51.1333 9.01667",0,105,6,"post",NA,NA,NA,2352,11.7002195186995,NA,NA,NA,NA
NA,1,2002,51.1333,9.01667,"51.1333 9.01667",0,97,6,"post",NA,NA,NA,3036,12.4667030180508,NA,NA,NA,NA
NA,1,2003,51.1333,9.01667,"51.1333 9.01667",0,105,6,"post",NA,NA,NA,2592,13.5234062911349,NA,NA,NA,NA
NA,1,2004,51.1333,9.01667,"51.1333 9.01667",NA,NA,NA,NA,NA,NA,NA,2136,NA,NA,NA,NA,NA
NA,1,2005,51.1333,9.01667,"51.1333 9.01667",NA,NA,NA,NA,NA,NA,NA,2028,NA,NA,NA,NA,NA
NA,1,2006,51.1333,9.01667,"51.1333 9.01667",0,114,6,"post",NA,NA,NA,1560,11.8295601751492,NA,NA,NA,NA
NA,1,2007,51.1333,9.01667,"51.1333 9.01667",NA,NA,NA,NA,NA,NA,NA,3324,NA,NA,NA,NA,NA
NA,1,2008,51.1333,9.01667,"51.1333 9.01667",NA,NA,NA,NA,NA,NA,NA,2820,NA,NA,NA,NA,NA
NA,1,2009,51.1333,9.01667,"51.1333 9.01667",0,100,6,"post",NA,NA,NA,2508,12.9854942152461,NA,NA,NA,NA
NA,1,2010,51.1333,9.01667,"51.1333 9.01667",NA,NA,NA,NA,NA,NA,NA,1896,NA,NA,NA,NA,NA
NA,2,2000,50.2,9.83333,"50.2 9.83333",0,99,11,"post",NA,NA,NA,2976,13.9182414471448,NA,NA,NA,NA
NA,2,2001,50.2,9.83333,"50.2 9.83333",0,102,11,"post",NA,NA,NA,2316,12.3772524705996,NA,NA,NA,NA
NA,2,2002,50.2,9.83333,"50.2 9.83333",0,95,11,"post",NA,NA,NA,3120,13.1183513551336,NA,NA,NA,NA
NA,2,2003,50.2,9.83333,"50.2 9.83333",0,109,11,"post",NA,NA,NA,2448,14.448900775943,NA,NA,NA,NA
NA,2,2004,50.2,9.83333,"50.2 9.83333",0,104,11,"post",NA,NA,NA,1968,12.2179118148205,NA,NA,NA,NA
NA,2,2005,50.2,9.83333,"50.2 9.83333",0,107,11,"post",NA,NA,NA,1692,12.9025271841335,NA,NA,NA,NA
NA,2,2006,50.2,9.83333,"50.2 9.83333",0,114,11,"post",NA,NA,NA,1584,12.6005491689052,NA,NA,NA,NA
NA,2,2007,50.2,9.83333,"50.2 9.83333",0,96,11,"post",NA,NA,NA,3336,14.5930765968962,NA,NA,NA,NA
NA,2,2008,50.2,9.83333,"50.2 9.83333",0,110,11,"post",NA,NA,NA,2856,13.4584612376415,NA,NA,NA,NA
NA,2,2009,50.2,9.83333,"50.2 9.83333",0,100,11,"post",NA,NA,NA,2268,13.7699996922165,NA,NA,NA,NA
NA,2,2010,50.2,9.83333,"50.2 9.83333",0,100,11,"post",NA,NA,NA,1788,12.2087909359035,NA,NA,NA,NA
NA,3,2000,53.1167,11.2,"53.1167 11.2",0,104,7,"post",NA,NA,NA,3096,14.0617579274535,NA,NA,NA,NA
NA,3,2001,53.1167,11.2,"53.1167 11.2",0,106,7,"post",NA,NA,NA,2052,12.0538458844217,NA,NA,NA,NA
NA,3,2002,53.1167,11.2,"53.1167 11.2",0,91,7,"post",NA,NA,NA,2508,13.3702194813721,NA,NA,NA,NA
NA,3,2003,53.1167,11.2,"53.1167 11.2",0,107,7,"post",NA,NA,NA,2460,13.9299996886402,NA,NA,NA,NA
NA,3,2004,53.1167,11.2,"53.1167 11.2",0,95,7,"post",NA,NA,NA,2268,12.3712085146907,NA,NA,NA,NA
NA,3,2005,53.1167,11.2,"53.1167 11.2",0,98,7,"post",NA,NA,NA,1884,12.7038458698931,NA,NA,NA,NA
NA,3,2006,53.1167,11.2,"53.1167 11.2",0,115,7,"post",NA,NA,NA,1356,12.8051645489471,NA,NA,NA,NA
NA,3,2007,53.1167,11.2,"53.1167 11.2",NA,NA,NA,NA,NA,NA,NA,3228,NA,NA,NA,NA,NA
NA,3,2008,53.1167,11.2,"53.1167 11.2",NA,NA,NA,NA,NA,NA,NA,3120,NA,NA,NA,NA,NA
NA,3,2009,53.1167,11.2,"53.1167 11.2",NA,NA,NA,NA,NA,NA,NA,2484,NA,NA,NA,NA,NA
NA,3,2010,53.1167,11.2,"53.1167 11.2",NA,NA,NA,NA,NA,NA,NA,1680,NA,NA,NA,NA,NA
NA,4,2000,49.45,10.3167,"49.45 10.3167",0,92,11,"post",NA,NA,NA,2880,14.0345051808099,NA,NA,NA,NA
NA,4,2001,49.45,10.3167,"49.45 10.3167",0,94,11,"post",NA,NA,NA,2220,12.0539557745291,NA,NA,NA,NA
NA,4,2002,49.45,10.3167,"49.45 10.3167",0,92,11,"post",NA,NA,NA,3012,12.9673623475195,NA,NA,NA,NA
NA,4,2003,49.45,10.3167,"49.45 10.3167",0,104,11,"post",NA,NA,NA,2304,14.5885711024914,NA,NA,NA,NA
NA,4,2004,49.45,10.3167,"49.45 10.3167",0,105,11,"post",NA,NA,NA,1752,11.9928568747959,NA,NA,NA,NA
NA,4,2005,49.45,10.3167,"49.45 10.3167",0,100,11,"post",NA,NA,NA,1536,12.9361535570083,NA,NA,NA,NA
NA,4,2006,49.45,10.3167,"49.45 10.3167",0,116,11,"post",NA,NA,NA,1368,12.6845052109847,NA,NA,NA,NA
NA,4,2007,49.45,10.3167,"49.45 10.3167",0,94,11,"post",NA,NA,NA,3156,14.3637359426817,NA,NA,NA,NA
NA,4,2008,49.45,10.3167,"49.45 10.3167",0,108,11,"post",NA,NA,NA,2688,13.0386810272441,NA,NA,NA,NA
NA,4,2009,49.45,10.3167,"49.45 10.3167",0,99,11,"post",NA,NA,NA,2064,13.3405491523649,NA,NA,NA,NA
NA,4,2010,49.45,10.3167,"49.45 10.3167",0,104,11,"post",NA,NA,NA,1824,11.8802195146762,NA,NA,NA,NA
NA,5,2000,51.5333,9.95,"51.5333 9.95",0,103,10,"post",NA,NA,NA,2940,13.3369227788196,NA,NA,NA,NA
NA,5,2001,51.5333,9.95,"51.5333 9.95",0,113,10,"post",NA,NA,NA,2256,11.3552744714646,NA,NA,NA,NA
NA,5,2002,51.5333,9.95,"51.5333 9.95",0,96,10,"post",NA,NA,NA,2904,12.3113184061393,NA,NA,NA,NA
NA,5,2003,51.5333,9.95,"51.5333 9.95",0,110,10,"post",NA,NA,NA,2484,13.2286810229973,NA,NA,NA,NA
NA,5,2004,51.5333,9.95,"51.5333 9.95",0,104,10,"post",NA,NA,NA,2100,11.4582415021301,NA,NA,NA,NA
NA,5,2005,51.5333,9.95,"51.5333 9.95",0,106,10,"post",NA,NA,NA,2040,12.0339557749762,NA,NA,NA,NA
NA,5,2006,51.5333,9.95,"51.5333 9.95",0,116,10,"post",NA,NA,NA,1476,12.0860436858998,NA,NA,NA,NA
NA,5,2007,51.5333,9.95,"51.5333 9.95",0,104,10,"post",NA,NA,NA,3396,13.7204392537638,NA,NA,NA,NA
NA,5,2008,51.5333,9.95,"51.5333 9.95",0,114,10,"post",NA,NA,NA,3000,12.555164554535,NA,NA,NA,NA
NA,5,2009,51.5333,9.95,"51.5333 9.95",0,105,10,"post",NA,NA,NA,2496,12.9830766328825,NA,NA,NA,NA
NA,5,2010,51.5333,9.95,"51.5333 9.95",NA,NA,NA,NA,NA,NA,NA,1848,NA,NA,NA,NA,NA
NA,6,2000,48.9,10.9333,"48.9 10.9333",0,114,11,"post",NA,NA,NA,2724,13.9041755133933,NA,NA,NA,NA
NA,6,2001,48.9,10.9333,"48.9 10.9333",0,120,11,"post",NA,NA,NA,2244,12.0158239072496,NA,NA,NA,NA
NA,6,2002,48.9,10.9333,"48.9 10.9333",0,107,11,"post",NA,NA,NA,3108,13.0147249838235,NA,NA,NA,NA
NA,6,2003,48.9,10.9333,"48.9 10.9333",0,113,11,"post",NA,NA,NA,2124,14.4748348412974,NA,NA,NA,NA
NA,6,2004,48.9,10.9333,"48.9 10.9333",0,115,11,"post",NA,NA,NA,1608,11.867252481999,NA,NA,NA,NA
NA,6,2005,48.9,10.9333,"48.9 10.9333",0,117,11,"post",NA,NA,NA,1440,12.9592304795694,NA,NA,NA,NA
NA,6,2006,48.9,10.9333,"48.9 10.9333",0,121,11,"post",NA,NA,NA,1380,12.4603293918196,NA,NA,NA,NA
NA,6,2007,48.9,10.9333,"48.9 10.9333",0,104,11,"post",NA,NA,NA,3036,14.5487908836004,NA,NA,NA,NA
NA,6,2008,48.9,10.9333,"48.9 10.9333",0,122,11,"post",NA,NA,NA,2712,13.2746150879046,NA,NA,NA,NA
NA,6,2009,48.9,10.9333,"48.9 10.9333",0,103,11,"post",NA,NA,NA,1908,13.6765931008977,NA,NA,NA,NA
NA,6,2010,48.9,10.9333,"48.9 10.9333",0,110,11,"post",NA,NA,NA,1776,12.0514283020582,NA,NA,NA,NA
NA,7,2000,50.5667,9.35,"50.5667 9.35",0,109,6,"post",NA,NA,NA,3024,13.1215381682492,NA,NA,NA,NA
NA,7,2001,50.5667,9.35,"50.5667 9.35",0,116,6,"post",NA,NA,NA,2364,11.3716480974722,NA,NA,NA,NA
NA,7,2002,50.5667,9.35,"50.5667 9.35",0,106,6,"post",NA,NA,NA,3156,12.1769228047476,NA,NA,NA,NA
NA,7,2003,50.5667,9.35,"50.5667 9.35",NA,NA,NA,NA,NA,NA,NA,2472,NA,NA,NA,NA,NA
NA,7,2004,50.5667,9.35,"50.5667 9.35",0,111,6,"post",NA,NA,NA,1908,11.2735162315338,NA,NA,NA,NA
NA,7,2005,50.5667,9.35,"50.5667 9.35",0,118,6,"post",NA,NA,NA,1692,12.2307689573902,NA,NA,NA,NA
NA,7,2006,50.5667,9.35,"50.5667 9.35",0,119,6,"post",NA,NA,NA,1464,11.8072524833401,NA,NA,NA,NA
NA,7,2007,50.5667,9.35,"50.5667 9.35",NA,NA,NA,NA,NA,NA,NA,3324,NA,NA,NA,NA,NA
NA,7,2008,50.5667,9.35,"50.5667 9.35",NA,NA,NA,NA,NA,NA,NA,2832,NA,NA,NA,NA,NA
NA,7,2009,50.5667,9.35,"50.5667 9.35",NA,NA,NA,NA,NA,NA,NA,2328,NA,NA,NA,NA,NA
NA,7,2010,50.5667,9.35,"50.5667 9.35",NA,NA,NA,NA,NA,NA,NA,1812,NA,NA,NA,NA,NA
NA,8,2000,50.3667,9.15,"50.3667 9.15",NA,NA,NA,NA,NA,NA,NA,2952,NA,NA,NA,NA,NA
NA,8,2001,50.3667,9.15,"50.3667 9.15",0,123,9,"post",NA,NA,NA,2472,12.4585711501007,NA,NA,NA,NA
NA,8,2002,50.3667,9.15,"50.3667 9.15",0,99,9,"post",NA,NA,NA,3180,13.291428274342,NA,NA,NA,NA
NA,8,2003,50.3667,9.15,"50.3667 9.15",0,107,9,"post",NA,NA,NA,2544,14.3649447338635,NA,NA,NA,NA
NA,8,2004,50.3667,9.15,"50.3667 9.15",NA,NA,NA,NA,NA,NA,NA,2016,NA,NA,NA,NA,NA
NA,8,2005,50.3667,9.15,"50.3667 9.15",0,109,9,"post",NA,NA,NA,1644,13.2239557483776,NA,NA,NA,NA
NA,8,2006,50.3667,9.15,"50.3667 9.15",0,121,9,"post",NA,NA,NA,1428,12.836043669136,NA,NA,NA,NA
NA,8,2007,50.3667,9.15,"50.3667 9.15",0,105,9,"post",NA,NA,NA,3312,14.8286809872345,NA,NA,NA,NA
NA,8,2008,50.3667,9.15,"50.3667 9.15",0,118,9,"post",NA,NA,NA,2856,13.6935161774425,NA,NA,NA,NA
NA,8,2009,50.3667,9.15,"50.3667 9.15",0,103,9,"post",NA,NA,NA,2388,14.0647249603542,NA,NA,NA,NA
NA,8,2010,50.3667,9.15,"50.3667 9.15",0,113,9,"post",NA,NA,NA,1800,12.2906590659417,NA,NA,NA,NA
NA,9,2000,48.4333,8.2,"48.4333 8.2",0,107,5,"post",NA,NA,NA,2892,14.0669227625028,NA,NA,NA,NA
NA,9,2001,48.4333,8.2,"48.4333 8.2",0,92,5,"post",NA,NA,NA,2400,12.3774722508145,NA,NA,NA,NA
NA,9,2002,48.4333,8.2,"48.4333 8.2",0,95,5,"post",NA,NA,NA,3156,13.2269227812783,NA,NA,NA,NA
NA,9,2003,48.4333,8.2,"48.4333 8.2",NA,NA,NA,NA,NA,NA,NA,2484,NA,NA,NA,NA,NA
NA,9,2004,48.4333,8.2,"48.4333 8.2",NA,NA,NA,NA,NA,NA,NA,1848,NA,NA,NA,NA,NA
NA,9,2005,48.4333,8.2,"48.4333 8.2",NA,NA,NA,NA,NA,NA,NA,1548,NA,NA,NA,NA,NA
NA,9,2006,48.4333,8.2,"48.4333 8.2",NA,NA,NA,NA,NA,NA,NA,1512,NA,NA,NA,NA,NA
NA,9,2007,48.4333,8.2,"48.4333 8.2",NA,NA,NA,NA,NA,NA,NA,3252,NA,NA,NA,NA,NA
NA,9,2008,48.4333,8.2,"48.4333 8.2",NA,NA,NA,NA,NA,NA,NA,2736,NA,NA,NA,NA,NA
NA,9,2009,48.4333,8.2,"48.4333 8.2",0,104,5,"post",NA,NA,NA,2184,13.827362328297,NA,NA,NA,NA
NA,9,2010,48.4333,8.2,"48.4333 8.2",0,97,5,"post",NA,NA,NA,1992,12.130659069518,NA,NA,NA,NA
NA,10,2000,48.9,12.0167,"48.9 12.0167",0,96,11,"post",NA,NA,NA,2784,14.469670006248,NA,NA,NA,NA
NA,10,2001,48.9,12.0167,"48.9 12.0167",0,93,11,"post",NA,NA,NA,2040,12.6742854309934,NA,NA,NA,NA
NA,10,2002,48.9,12.0167,"48.9 12.0167",0,111,11,"post",NA,NA,NA,3036,13.9035161727487,NA,NA,NA,NA
NA,10,2003,48.9,12.0167,"48.9 12.0167",0,105,11,"post",NA,NA,NA,2160,15.1608787820071,NA,NA,NA,NA
NA,10,2004,48.9,12.0167,"48.9 12.0167",0,106,11,"post",NA,NA,NA,1716,12.6935161997943,NA,NA,NA,NA
NA,10,2005,48.9,12.0167,"48.9 12.0167",0,106,11,"post",NA,NA,NA,1512,13.4508788202285,NA,NA,NA,NA
NA,10,2006,48.9,12.0167,"48.9 12.0167",0,106,11,"post",NA,NA,NA,1524,13.371208492339,NA,NA,NA,NA
NA,10,2007,48.9,12.0167,"48.9 12.0167",0,100,11,"post",NA,NA,NA,3204,14.7225271434533,NA,NA,NA,NA
NA,10,2008,48.9,12.0167,"48.9 12.0167",0,100,11,"post",NA,NA,NA,2628,13.7739557360841,NA,NA,NA,NA
NA,10,2009,48.9,12.0167,"48.9 12.0167",0,98,11,"post",NA,NA,NA,1920,14.1593403428547,NA,NA,NA,NA
NA,10,2010,48.9,12.0167,"48.9 12.0167",0,103,11,"post",NA,NA,NA,1860,12.4908788416862,NA,NA,NA,NA
NA,1,1950,49.45,10.6,"49.45 10.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,2436,NA,NA,NA
NA,1,1951,49.45,10.6,"49.45 10.6",0,134,9,"apre",NA,NA,NA,NA,NA,2460,11.2836261214177,NA,NA
NA,1,1952,49.45,10.6,"49.45 10.6",0,111,9,"apre",NA,NA,NA,NA,NA,2064,12.7564832313539,NA,NA
NA,1,1953,49.45,10.6,"49.45 10.6",0,114,9,"apre",NA,NA,NA,NA,NA,2064,12.7527469677011,NA,NA
NA,1,1954,49.45,10.6,"49.45 10.6",0,119,9,"apre",NA,NA,NA,NA,NA,2196,11.0376920609807,NA,NA
NA,1,1955,49.45,10.6,"49.45 10.6",0,132,9,"apre",NA,NA,NA,NA,NA,1644,10.7182415186704,NA,NA
NA,1,1956,49.45,10.6,"49.45 10.6",0,118,9,"apre",NA,NA,NA,NA,NA,1992,10.239450320581,NA,NA
NA,1,1957,49.45,10.6,"49.45 10.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,2580,NA,NA,NA
NA,1,1958,49.45,10.6,"49.45 10.6",0,122,9,"apre",NA,NA,NA,NA,NA,2028,11.2942854618388,NA,NA
NA,1,1959,49.45,10.6,"49.45 10.6",0,96,9,"apre",NA,NA,NA,NA,NA,2472,12.5068129072641,NA,NA
NA,1,1960,49.45,10.6,"49.45 10.6",0,120,9,"apre",NA,NA,NA,NA,NA,2472,12.8064832302363,NA,NA
NA,2,1950,50.7667,6.08333,"50.7667 6.08333",NA,NA,NA,NA,NA,NA,NA,NA,NA,2748,NA,NA,NA
NA,2,1951,50.7667,6.08333,"50.7667 6.08333",0,108,10,"apre",NA,NA,NA,NA,NA,3276,11.7887909452912,NA,NA
NA,2,1952,50.7667,6.08333,"50.7667 6.08333",0,100,10,"apre",NA,NA,NA,NA,NA,2916,13.829889800768,NA,NA
NA,2,1953,50.7667,6.08333,"50.7667 6.08333",0,93,10,"apre",NA,NA,NA,NA,NA,2568,13.2567030003929,NA,NA
NA,2,1954,50.7667,6.08333,"50.7667 6.08333",0,110,10,"apre",NA,NA,NA,NA,NA,2628,11.922966766468,NA,NA
NA,2,1955,50.7667,6.08333,"50.7667 6.08333",0,116,10,"apre",NA,NA,NA,NA,NA,2064,11.7247250126572,NA,NA
NA,2,1956,50.7667,6.08333,"50.7667 6.08333",0,113,10,"apre",NA,NA,NA,NA,NA,2112,10.9829667874786,NA,NA
NA,2,1957,50.7667,6.08333,"50.7667 6.08333",0,82,10,"apre",NA,NA,NA,NA,NA,2988,11.9574722602022,NA,NA
NA,2,1958,50.7667,6.08333,"50.7667 6.08333",0,115,10,"apre",NA,NA,NA,NA,NA,2448,11.6385711684291,NA,NA
NA,2,1959,50.7667,6.08333,"50.7667 6.08333",0,92,10,"apre",NA,NA,NA,NA,NA,2580,13.6435161785601,NA,NA
NA,2,1960,50.7667,6.08333,"50.7667 6.08333",0,97,10,"apre",NA,NA,NA,NA,NA,2916,13.1280216845878,NA,NA
NA,3,1950,48.45,11.35,"48.45 11.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,2340,NA,NA,NA
NA,3,1951,48.45,11.35,"48.45 11.35",0,112,6,"apre",NA,NA,NA,NA,NA,2100,11.725164573087,NA,NA
NA,3,1952,48.45,11.35,"48.45 11.35",0,109,6,"apre",NA,NA,NA,NA,NA,2196,13.0032964126504,NA,NA
NA,3,1953,48.45,11.35,"48.45 11.35",0,107,6,"apre",NA,NA,NA,NA,NA,1704,12.492087632868,NA,NA
NA,3,1954,48.45,11.35,"48.45 11.35",0,126,6,"apre",NA,NA,NA,NA,NA,2148,10.8090107474108,NA,NA
NA,3,1955,48.45,11.35,"48.45 11.35",0,119,6,"apre",NA,NA,NA,NA,NA,1692,11.1595601901248,NA,NA
NA,3,1956,48.45,11.35,"48.45 11.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,1896,NA,NA,NA
NA,3,1957,48.45,11.35,"48.45 11.35",0,121,6,"apre",NA,NA,NA,NA,NA,2640,11.2903294179711,NA,NA
NA,3,1958,48.45,11.35,"48.45 11.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,1884,NA,NA,NA
NA,3,1959,48.45,11.35,"48.45 11.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,2316,NA,NA,NA
NA,3,1960,48.45,11.35,"48.45 11.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,2364,NA,NA,NA
NA,4,1950,52.3,8.91667,"52.3 8.91667",NA,NA,NA,NA,NA,NA,NA,NA,NA,2688,NA,NA,NA
NA,4,1951,52.3,8.91667,"52.3 8.91667",0,115,8,"apre",NA,NA,NA,NA,NA,3012,11.7604392975733,NA,NA
NA,4,1952,52.3,8.91667,"52.3 8.91667",0,100,8,"apre",NA,NA,NA,NA,NA,2640,13.1047249818118,NA,NA
NA,4,1953,52.3,8.91667,"52.3 8.91667",0,100,8,"apre",NA,NA,NA,NA,NA,2676,13.2631865167315,NA,NA
NA,4,1954,52.3,8.91667,"52.3 8.91667",0,120,8,"apre",NA,NA,NA,NA,NA,2316,12.1247250037165,NA,NA
NA,4,1955,52.3,8.91667,"52.3 8.91667",0,119,8,"apre",NA,NA,NA,NA,NA,1920,11.1507689815301,NA,NA
NA,4,1956,52.3,8.91667,"52.3 8.91667",NA,NA,NA,NA,NA,NA,NA,NA,NA,2256,NA,NA,NA
NA,4,1957,52.3,8.91667,"52.3 8.91667",0,111,8,"apre",NA,NA,NA,NA,NA,3096,11.9786810509369,NA,NA
NA,4,1958,52.3,8.91667,"52.3 8.91667",NA,NA,NA,NA,NA,NA,NA,NA,NA,2208,NA,NA,NA
NA,4,1959,52.3,8.91667,"52.3 8.91667",0,103,8,"apre",NA,NA,NA,NA,NA,2580,13.5942854104297,NA,NA
NA,4,1960,52.3,8.91667,"52.3 8.91667",0,110,8,"apre",NA,NA,NA,NA,NA,2604,12.7891205932618,NA,NA
NA,5,1950,48.75,13.8167,"48.75 13.8167",NA,NA,NA,NA,NA,NA,NA,NA,NA,1884,NA,NA,NA
NA,5,1951,48.75,13.8167,"48.75 13.8167",0,132,8,"apre",NA,NA,NA,NA,NA,1728,10.6306591030456,NA,NA
NA,5,1952,48.75,13.8167,"48.75 13.8167",0,112,8,"apre",NA,NA,NA,NA,NA,1716,11.5997799605049,NA,NA
NA,5,1953,48.75,13.8167,"48.75 13.8167",0,103,8,"apre",NA,NA,NA,NA,NA,1656,11.5336261158297,NA,NA
NA,5,1954,48.75,13.8167,"48.75 13.8167",0,132,8,"apre",NA,NA,NA,NA,NA,1848,9.54736242396245,NA,NA
NA,5,1955,48.75,13.8167,"48.75 13.8167",0,125,8,"apre",NA,NA,NA,NA,NA,1596,8.9279118883577,NA,NA
NA,5,1956,48.75,13.8167,"48.75 13.8167",0,126,8,"apre",NA,NA,NA,NA,NA,1476,9.19043935501723,NA,NA
NA,5,1957,48.75,13.8167,"48.75 13.8167",0,120,8,"apre",NA,NA,NA,NA,NA,2496,9.72769209026144,NA,NA
NA,5,1958,48.75,13.8167,"48.75 13.8167",0,131,8,"apre",NA,NA,NA,NA,NA,1536,10.1514283445265,NA,NA
NA,5,1959,48.75,13.8167,"48.75 13.8167",NA,NA,NA,NA,NA,NA,NA,NA,NA,2160,NA,NA,NA
NA,5,1960,48.75,13.8167,"48.75 13.8167",NA,NA,NA,NA,NA,NA,NA,NA,NA,2232,NA,NA,NA
NA,6,1950,53.0333,9.83333,"53.0333 9.83333",NA,NA,NA,NA,NA,NA,NA,NA,NA,2484,NA,NA,NA
NA,6,1951,53.0333,9.83333,"53.0333 9.83333",0,145,9,"apre",NA,NA,NA,NA,NA,2880,10.9795601941481,NA,NA
NA,6,1952,53.0333,9.83333,"53.0333 9.83333",0,111,9,"apre",NA,NA,NA,NA,NA,2280,12.1749447828138,NA,NA
NA,6,1953,53.0333,9.83333,"53.0333 9.83333",0,120,9,"apre",NA,NA,NA,NA,NA,2568,12.7129667488101,NA,NA
NA,6,1954,53.0333,9.83333,"53.0333 9.83333",NA,NA,NA,NA,NA,NA,NA,NA,NA,2292,NA,NA,NA
NA,6,1955,53.0333,9.83333,"53.0333 9.83333",0,119,9,"apre",NA,NA,NA,NA,NA,1944,9.93494483288173,NA,NA
NA,6,1956,53.0333,9.83333,"53.0333 9.83333",0,118,9,"apre",NA,NA,NA,NA,NA,2244,10.0372525229027,NA,NA
NA,6,1957,53.0333,9.83333,"53.0333 9.83333",0,97,9,"apre",NA,NA,NA,NA,NA,3084,11.0095601934776,NA,NA
NA,6,1958,53.0333,9.83333,"53.0333 9.83333",0,127,9,"apre",NA,NA,NA,NA,NA,2004,10.6172525099387,NA,NA
NA,6,1959,53.0333,9.83333,"53.0333 9.83333",0,101,9,"apre",NA,NA,NA,NA,NA,2664,12.6395601570442,NA,NA
NA,6,1960,53.0333,9.83333,"53.0333 9.83333",0,110,9,"apre",NA,NA,NA,NA,NA,2568,11.6953843539724,NA,NA
NA,7,1950,47.8333,10.8,"47.8333 10.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,2184,NA,NA,NA
NA,7,1951,47.8333,10.8,"47.8333 10.8",0,126,9,"apre",NA,NA,NA,NA,NA,2124,10.2067030685657,NA,NA
NA,7,1952,47.8333,10.8,"47.8333 10.8",0,105,9,"apre",NA,NA,NA,NA,NA,2136,11.6126371030747,NA,NA
NA,7,1953,47.8333,10.8,"47.8333 10.8",0,102,9,"apre",NA,NA,NA,NA,NA,1956,11.1837360137603,NA,NA
NA,7,1954,47.8333,10.8,"47.8333 10.8",0,130,9,"apre",NA,NA,NA,NA,NA,2064,9.38714264732386,NA,NA
NA,7,1955,47.8333,10.8,"47.8333 10.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,1908,NA,NA,NA
NA,7,1956,47.8333,10.8,"47.8333 10.8",0,127,9,"apre",NA,NA,NA,NA,NA,1728,9.17934045416641,NA,NA
NA,7,1957,47.8333,10.8,"47.8333 10.8",0,113,9,"apre",NA,NA,NA,NA,NA,2616,9.45703275565181,NA,NA
NA,7,1958,47.8333,10.8,"47.8333 10.8",0,126,9,"apre",NA,NA,NA,NA,NA,1824,10.2273624087633,NA,NA
NA,7,1959,47.8333,10.8,"47.8333 10.8",0,98,9,"apre",NA,NA,NA,NA,NA,2268,10.9872525016685,NA,NA
NA,7,1960,47.8333,10.8,"47.8333 10.8",0,107,9,"apre",NA,NA,NA,NA,NA,2556,10.8637360209128,NA,NA
NA,8,1950,49.0167,8.5,"49.0167 8.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,2532,NA,NA,NA
NA,8,1951,49.0167,8.5,"49.0167 8.5",0,94,8,"apre",NA,NA,NA,NA,NA,3108,12.9579117982802,NA,NA
NA,8,1952,49.0167,8.5,"49.0167 8.5",0,102,8,"apre",NA,NA,NA,NA,NA,2604,14.6297798927791,NA,NA
NA,8,1953,49.0167,8.5,"49.0167 8.5",0,93,8,"apre",NA,NA,NA,NA,NA,2316,14.1835161664902,NA,NA
NA,8,1954,49.0167,8.5,"49.0167 8.5",0,110,8,"apre",NA,NA,NA,NA,NA,2460,12.6383513658625,NA,NA
NA,8,1955,49.0167,8.5,"49.0167 8.5",0,117,8,"apre",NA,NA,NA,NA,NA,1872,12.5416480713207,NA,NA
NA,8,1956,49.0167,8.5,"49.0167 8.5",0,107,8,"apre",NA,NA,NA,NA,NA,2160,12.0256041268112,NA,NA
NA,8,1957,49.0167,8.5,"49.0167 8.5",0,87,8,"apre",NA,NA,NA,NA,NA,2652,12.6681315849771,NA,NA
NA,8,1958,49.0167,8.5,"49.0167 8.5",0,109,8,"apre",NA,NA,NA,NA,NA,2268,12.7018678479593,NA,NA
NA,8,1959,49.0167,8.5,"49.0167 8.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,2484,NA,NA,NA
NA,8,1960,49.0167,8.5,"49.0167 8.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,2808,NA,NA,NA
NA,9,1950,47.4,10.2833,"47.4 10.2833",NA,NA,NA,NA,NA,NA,NA,NA,NA,1668,NA,NA,NA
