"","C_UTM","X","Y","AREA","BetPen","FagSyl"
"416","33WXQ2",18.0443937723,66.8786254861,3078.736664,1,0
"417","34WDV1",19.2846929523,67.3473169596,2447.31984748,0,0
"418","34WDV2",19.3156553636,66.9007694868,2450.33678566,1,0
"419","34WDV3",20.4413992506,67.3542821365,2456.38096724,1,0
"420","34WDV4",20.441363492,66.9089827017,2490.77673039,1,0
"421","34WEV1",21.5952574083,67.354676273,2462.00278668,1,0
"422","34WEV2",21.5818519024,66.9071407142,2506.48933168,1,0
"423","34WEV3",22.7506355703,67.3439785103,2445.88431962,1,0
"424","34WEV4",22.7080956702,66.8955725508,2489.67623354,1,0
"425","34WFV1",23.9822011593,67.3264752625,2877.85303235,1,0
"426","34WFV2",23.9867291608,66.8798149033,3083.45734719,1,0
"427","35WMQ1",25.2297062274,67.3465134168,2499.76594643,1,0
"428","35WMQ2",25.268487486,66.8976645328,2517.346946,1,0
"429","35WMQ3",26.395082425,67.3520924066,2497.68836329,1,0
"430","35WMQ4",26.4061639338,66.902018697,2514.46525568,1,0
"431","35WNQ1",27.5567262412,67.3498768839,2501.40323234,1,0
"432","35WNQ2",27.5442395263,66.9055500055,2460.26135875,1,0
"433","35WNQ3",28.7241508954,67.3438611732,2511.07758726,1,0
"434","35WNQ4",28.6913232519,66.8955708489,2474.66079494,1,0
"436","33WVP1",13.4064423824,66.4487709461,1686.67258909,0,0
"437","33WVP2",13.4274894899,65.9975089965,2262.75869295,0,0
"438","33WVP3",14.518048221,66.455341442,2441.09684817,0,0
"439","33WVP4",14.5175441376,66.0029624112,2499.81314701,0,0
"440","33WWP1",15.6331572819,66.4511696205,2478.90417005,0,0
"441","33WWP2",15.6067889459,66.004190666,2487.4915678,0,0
"442","33WWP3",16.7401858311,66.4432917697,2504.92823793,0,0
"443","33WWP4",16.7002830124,65.9949918228,2420.36855383,0,0
"444","33WXP1",17.6632324825,66.4285012503,1678.53875986,0,0
"445","33WXP2",17.635410821,65.9780614458,1797.28794556,1,0
"448","34WDU1",19.3406557658,66.4496191155,2519.2508077,1,0
"449","34WDU2",19.366993162,65.9954200961,2523.03519737,1,0
"450","34WDU3",20.4511226738,66.4567614532,2520.66606743,1,0
"451","34WDU4",20.4613429145,66.0034101297,2494.68588284,1,0
"452","34WEU1",21.5654526263,66.4531348548,2521.52941078,1,0
"453","34WEU2",21.5500546255,66.0021963925,2456.88727349,1,0
"454","34WEU3",22.6775990646,66.4425513578,2538.17458056,1,0
"455","34WEU4",22.6476210532,65.9911161479,2288.57845712,1,0
"456","34WFU1",23.6156698712,66.4284951701,1716.26706523,1,0
"457","34WFU2",23.5907620267,65.979397815,1676.60759328,1,0
"460","35WMP1",25.2957868381,66.448831022,2496.03463216,1,0
"461","35WMP2",25.3358397999,66.0002312974,2499.08174415,1,0
"462","35WMP3",26.4232141932,66.4548152097,2462.1861876,1,0
"463","35WMP4",26.4327979376,66.0069276461,2540.49689037,1,0
"464","35WNP1",27.5424845744,66.458704065,2507.86368089,1,0
"465","35WNP2",27.5328286249,66.0071329422,2514.96559453,1,0
"466","35WNP3",28.6560993791,66.4481132502,2520.78968894,1,0
"467","35WNP4",28.6304295319,65.9985046689,2463.69961227,1,0
"468","35WPP1",29.5956689593,66.4228349848,1692.3858996,1,0
"469","35WPP2",29.5848651487,65.9762541633,1847.15410067,1,0
"471","33WVN1",13.4480053469,65.5460853897,2493.73017135,0,0
"472","33WVN2",13.4704628206,65.0989268335,2481.81458328,0,0
"473","33WVN3",14.5196448855,65.5545724967,2442.70113379,0,0
"474","33WVN4",14.5243283287,65.1092848409,2425.14334351,0,0
"475","33WWN1",15.5955168926,65.5550574407,2505.66399448,0,0
"476","33WWN2",15.577444363,65.1081258111,2481.50221188,0,0
"477","33WWN3",16.6609279619,65.5479862758,2460.2760502,1,0
"478","33WWN4",16.6317017272,65.0991923943,2438.47380594,1,0
"479","33WXN1",17.6074963352,65.5322114816,1923.58823082,1,0
"480","33WNX2",17.5852436391,65.0837983271,2037.37505048,1,0
"483","34WDT1",19.3948113045,65.5435552123,2492.42470847,1,0
"484","34WDT2",19.4149565962,65.0952923219,2465.53982721,1,0
"485","34WDT3",20.469889343,65.5524095164,2494.01533156,1,0
"486","34WDT4",20.4747983616,65.103391067,2494.33898251,1,0
"487","34WET1",21.5415121873,65.553355177,2151.67492526,1,0
"488","35WMN1",25.3608003384,65.5490446997,1789.66978808,1,0
"489","35WMN2",25.3946883592,65.0992784635,1471.06059181,1,0
"490","35WMN3",26.4403636246,65.5566682417,2472.84575549,1,0
"491","35WMN4",26.4512989501,65.1082105912,2510.44149134,1,0
"492","35WNN1",27.5275514182,65.5559948688,2522.36455764,1,0
"493","35WNN2",27.5167876567,65.1047813394,2519.11410762,1,0
"494","35WNN3",28.6051650206,65.5472088047,2549.86703844,1,0
"495","35WNN4",28.5785550301,65.0920916294,2525.53498185,1,0
"496","35WPN1",29.5659288939,65.5261540248,1963.26771324,1,0
"497","35WPN2",29.549175261,65.075173576,2069.39612722,1,0
"498","32WNS4",10.6097913593,64.2047219648,2080.01690839,1,0
"499","32WPS1",11.6198735235,64.6450250526,1487.12648637,1,0
"500","32WPS2",11.5921449237,64.1900715776,2127.92184868,1,0
"503","33WVM1",13.4860526792,64.656550633,2477.11753472,0,0
"504","33WVM2",13.4987756743,64.2064967957,2519.90747765,0,0
"505","33WVM3",14.5250219354,64.6588581127,2492.9800123,0,0
"506","33WVM4",14.5176638665,64.2077764754,2454.70017602,1,0
"507","33WWM1",15.5562793033,64.6567400918,2555.28443907,0,0
"508","33WWM2",15.5456603005,64.205761464,2481.75267396,1,0
"509","33WWM3",16.59996332,64.6496368577,2491.30434761,1,0
"510","33WWM4",16.5653683379,64.2008449212,2462.49157242,1,0
"511","33WXM1",17.5625365717,64.6340645927,2164.50316098,1,0
"512","33WXM2",17.5452909397,64.1870758023,2234.56218603,1,0
"515","34WDS1",19.4356410608,64.6470760758,2496.63919649,1,0
"516","34WDS2",19.4594871489,64.1957018894,2511.62267626,1,0
"517","34WDS3",20.4744087598,64.654592132,2488.88238048,1,0
"518","34WDS4",20.4815539296,64.2044617003,2422.57038893,1,0
"520","35WMM1",25.4159398477,64.6513353584,2460.47600039,1,0
"521","35WMM2",25.4413949228,64.2021875766,2550.65118635,1,0
"522","35WMM3",26.4696006663,64.6567341402,2498.66671679,1,0
"523","35WMM4",26.4778288264,64.2071814471,2519.25617164,1,0
"524","35WNM1",27.5089423252,64.6551457237,2494.2423924,1,0
"525","35WNM2",27.5091757162,64.2030471593,2541.64768298,1,0
"526","35WNM3",28.5597080078,64.6444364567,2471.17441203,1,0
"527","35WNM4",28.5376276082,64.1955195086,2557.946342,1,0
"528","35WPM1",29.5358666749,64.6281869549,2150.64748687,1,0
"529","35WPM2",29.5247261893,64.1788374632,2293.13238424,1,0
"532","32VNR2",9.54909723192,63.3111995025,2239.15907813,1,0
"533","32VNR3",10.5744422367,63.7508129282,1974.63509723,1,0
"534","32VNR4",10.5441508456,63.3039550576,2072.71058698,1,0
"535","32VPR1",11.562763764,63.7404822202,2134.17582953,1,0
"536","32VPR2",11.5392071749,63.2946832631,2490.93850607,1,0
"539","33VVL1",13.516829189,63.7545833555,2477.57147398,0,0
"540","33VVL2",13.5314613825,63.3044649507,2509.20805826,1,0
"541","33VVL3",14.5186525584,63.760928142,2489.01023002,1,0
"542","33VVL4",14.5209883196,63.3091249312,2506.09882653,1,0
"543","33VWL1",15.5274867705,63.7586389554,2482.30965391,1,0
"544","33VWL2",15.5108518366,63.3097851035,2490.89832648,1,0
"545","33VWL3",16.5370176442,63.7505270768,2529.20915332,0,0
"546","33VWL4",16.507431148,63.3010132437,2498.40621381,1,0
"547","33VXL1",17.5250850441,63.7398961107,2429.51092538,1,0
"548","33VXL2",17.505017483,63.2872788475,2500.36143119,1,0
"551","34VDR1",19.4822586759,63.7477925838,2362.8109979,1,0
"552","34VER4",22.4831790642,63.3006305804,2002.37016967,1,0
"553","34VFR1",23.4986020881,63.7360296975,2256.51483072,1,0
"554","34VFR2",23.4819680414,63.2842482727,2522.22516336,1,0
"557","35VML1",25.4667916482,63.7520940954,2532.36170393,1,0
"558","35VML2",25.4897794456,63.3000423477,2538.16617804,1,0
"559","35VML3",26.4839497364,63.7557575435,2508.64981658,1,0
"560","35VML4",26.486794501,63.308836764,2468.53626488,1,0
"561","35VNL1",27.4963961242,63.749666943,2513.17827039,1,0
"562","35VNL2",27.4847821245,63.306225701,2433.97860528,1,0
"563","35VNL3",28.5136985185,63.7410412364,2546.25428523,1,0
"564","35VNL4",28.491582367,63.2963651678,2460.12803859,1,0
"565","35VPL1",29.5073283197,63.7303248518,2392.14645683,1,0
"566","35VPL2",29.494171562,63.2818464407,2520.45136438,1,0
"570","32VLQ4",6.6333731183,62.4076299733,1911.09905584,1,0
"571","32VMQ1",7.58026064912,62.867920462,1569.94175598,1,0
"572","32VMQ2",7.58866622661,62.4180603881,2383.369481,1,0
"573","32VMQ3",8.55813066457,62.8706945472,2173.4201235,1,0
"574","32VMQ4",8.55855831582,62.422101387,2523.27090104,1,0
"575","32VNQ1",9.53735424879,62.8698680467,2443.36038537,0,0
"576","32VNQ2",9.5217855427,62.421412693,2534.09571926,1,0
"577","32VNQ3",10.5151641264,62.8616934851,2462.58329007,1,0
"578","32VNQ4",10.4814808505,62.4152022166,2481.65734939,0,0
"579","32VPQ1",11.5162112527,62.8468247939,2628.38612293,0,0
"580","32VPQ2",11.4980302349,62.399439319,2731.15914711,0,0
"583","33VVK1",13.5439682669,62.8565351387,2472.55009204,0,0
"584","33VVK2",13.5633030616,62.4094637238,2500.45869229,1,0
"585","33VVK3",14.5250049843,62.8601421818,2464.93808626,1,0
"586","33VVK4",14.5263094849,62.4130728754,2502.14823984,1,0
"587","33VWK1",15.5004459147,62.8607344436,2484.31013495,1,0
"588","33VWK2",15.4879556142,62.411736471,2471.3377992,1,0
"589","33VWK3",16.473055059,62.855051801,2470.8923517,1,0
"590","33VWK4",16.4502321042,62.4075647274,2493.1405536,1,0
"591","33VXK1",17.4803134188,62.8430451293,2496.46085795,1,0
"592","33VXK2",17.4675298519,62.3977359368,1702.01551479,1,0
"595","32VLP3",6.65240841088,61.955079666,2407.0603455,1,0
"596","32VLP4",6.67971910914,61.5062947516,2458.75358387,1,0
"597","32VMP1",7.60542304579,61.9676215666,2484.47839983,0,0
"598","32VMP",7.62070479951,61.5224776713,2433.53732775,1,0
"599","32VMP3",8.55637261994,61.9737314406,2482.27003767,1,0
"600","32VMP4",8.55726971153,61.5272872666,2472.88271496,0,0
"601","32VNP1",9.50628192979,61.9698946805,2464.46190181,0,0
"602","32VNP2",9.49158981824,61.5234307851,2467.70478624,1,0
"603","32VNP3",10.4551855329,61.9669086198,2499.6472102,0,0
"604","32VNP4",10.4248982277,61.5171880334,2503.67319505,1,0
"605","32VPP1",11.4726618431,61.950940635,2865.25034473,0,0
"606","32VPP2",11.4497238979,61.5011756482,2978.74978556,1,0
"609","33VVJ1",13.5851864825,61.9572938717,2500.43139054,1,0
"610","33VVJ2",13.5993266295,61.5095759913,2474.87171902,1,0
"611","33VVJ3",14.5305769019,61.9646676594,2471.38468951,1,0
"612","33VVJ4",14.5356955513,61.5171353478,2449.05276271,1,0
"613","33VWJ1",15.4756511995,61.965183359,2467.89558147,1,0
"614","33VWJ2",15.4639180405,61.5183509719,2477.18295796,1,0
"615","33VWJ3",16.427930091,61.9587799467,2506.93416915,1,0
"616","33VWJ4",16.401314117,61.5100860936,2503.83497035,1,0
"617","33VXJ1",17.4477911545,61.9454165768,1340.71423693,1,0
"620","32VLN3",6.70764523501,61.0582498494,2227.36258645,1,0
"621","32VLN4",6.73382495146,60.6083160545,2332.18138825,1,0
"622","32VMN1",7.63317520902,61.0714224663,2461.86923925,1,0
"623","32VMN2",7.64406448205,60.6210294794,2463.39003935,1,0
"624","32VMN3",8.55277681822,61.0786734089,2512.43461937,1,0
"625","32VMN4",8.56135839478,60.630798824,2471.51172177,1,0
"626","32VNN1",9.47890885066,61.0774329613,2459.3533768,0,0
"627","32VNN2",9.46563284286,60.6307959495,2484.68239729,1,0
"628","32VNN3",10.4012769506,61.0658888362,2512.07336233,1,0
"629","32VNN4",10.3770339725,60.6189841433,2470.93095769,1,0
"630","32VPN1",11.4293391153,61.0517417811,3093.32018189,1,0
"631","32VPN2",11.4213886494,60.6006441996,3209.34324545,1,0
"634","33VVH1",13.6173268266,61.0656692903,2463.82814121,1,0
"635","33VVH2",13.6301519867,60.6185902296,2495.11134578,1,0
"636","33VVH3",14.5377274557,61.0712046439,2487.6105728,1,0
"637","33VVH4",14.5402191658,60.6222314907,2506.99521121,1,0
"638","33VWH1",15.4578080437,61.0702416144,2469.1594405,1,0
"639","33VWH2",15.4499171183,60.6224258767,2462.75982743,1,0
"640","33VWH3",16.3784164769,61.0632591739,2492.8634847,1,0
"641","33VWH4",16.3586862192,60.6163605432,2498.96385166,1,0
"642","33VXH2",17.3999613321,60.6001235572,2265.29172568,1,0
"645","32VLM3",6.75826368431,60.1625970027,2398.63796566,1,0
"646","32VLM4",6.7810545383,59.7172469747,2502.31308285,1,0
"647","32VMM1",7.66408008967,60.1751304559,2516.7617911,0,0
"648","32VMM2",7.6733167878,59.7258190607,2498.15974373,0,0
"649","32VMM3",8.55902500708,60.181519374,2512.03097593,1,0
"650","32VMM4",8.55996273447,59.7294629834,2491.24134021,1,0
"651","32VNM1",9.45600970333,60.1820928361,2480.0828521,1,0
"652","32VNM2",9.44564940287,59.7357047655,2487.42054497,1,0
"653","32VNM3",10.3584751698,60.1728077187,2515.19125671,1,0
"654","32VNM4",10.3338872157,59.7263186835,2113.88072267,1,0
"655","32VPM1",11.2545390228,60.1532444022,2515.23806211,1,0
"656","32VPM2",11.2216412004,59.7065139492,2448.36891536,1,0
"659","33VVG1",13.6441702539,60.166903511,2507.7389539,1,0
"660","33VVG2",13.6627372929,59.7181720977,2454.06153681,1,0
"661","33VVG3",14.5444361776,60.1735409434,2509.69346073,1,0
"662","33VVG4",14.545804957,59.7230268349,2520.82606495,1,0
"663","33VWG1",15.4405237245,60.1757609993,2461.49169302,1,0
"664","33VWG2",15.4343280636,59.7253310415,2500.92281011,1,0
"665","33VWG3",16.3386647472,60.1694153724,2488.81386992,1,0
"666","33VWG4",16.3206388479,59.7222852705,2409.89726343,1,0
"667","33VXG1",17.2368175185,60.1544153212,2465.79290594,1,0
"668","33VXG2",17.2083313102,59.7124332306,2070.90397059,1,0
"672","32VLL3",6.80655259615,59.2676919001,2481.87304646,0,0
"673","32VLL4",6.83173254758,58.8159058464,2498.30575299,0,0
"674","32VML1",7.68119811823,59.2789542298,2475.80810371,1,0
"675","32VML2",7.69200433907,58.8290855688,2520.70024459,0,0
"676","32VML3",8.56147703526,59.2800031492,2517.82744332,1,0
"677","32VML4",8.56169861248,58.8316206109,2520.71151194,1,0
"678","32VNL1",9.43735264148,59.2842594955,2487.53292352,1,1
"679","32VNL2",9.42683108194,58.8310319208,1272.56261574,1,1
"680","32VNL3",10.3115905618,59.2772528342,1603.13620023,1,1
"681","32VPL1",11.1911486208,59.2610084464,2184.95585509,1,0
"682","32VPL3",11.9931452192,59.2422814017,2084.71864681,1,0
"683","32VPL4",11.9926647372,58.7949340078,2295.78746168,1,1
"685","33VVF3",14.5499739953,59.2737471528,2509.51893338,1,0
"686","33VVF4",14.5532618571,58.8247289101,2461.17611465,1,0
"687","33VWF1",15.4239204436,59.2729371464,2514.6304506,1,0
"688","33VWF2",15.4156063738,58.8223881165,2495.51420413,1,0
"689","33VWF3",16.305702959,59.2677767255,2458.91397454,1,0
"690","33VWF4",16.2809364381,58.8168930776,2374.27451645,1,0
"691","33VFX1",17.178756755,59.2602487169,1849.86278559,1,0
"692","33VFX2",17.1473584328,58.8066264951,1800.33254433,1,0
"693","33VFX3",17.978989409,59.2462925744,1372.81493093,1,0
"694","32VLK3",6.85652489217,58.3681065755,2305.81720103,1,0
"695","32VMK1",7.70878094444,58.3791137899,2500.24675921,1,0
"696","32VMK3",8.5650308314,58.3816590948,1490.55287343,1,1
"697","32VPK3",11.9917700868,58.3457089121,2167.8136523,1,1
"698","32VPK4",11.9852253346,57.8925490205,2073.85865402,1,1
"701","33VVE1",13.7044641352,58.374592562,2480.77655135,1,0
"702","33VVE2",13.7160854323,57.9241596683,2560.1841655,1,1
"703","33VVE3",14.5562536152,58.3785895982,2475.75787951,1,1
"704","33VVE4",14.5609164312,57.9282930588,2523.87100114,1,1
"705","33VWE1",15.4093118389,58.378774489,2461.45555933,1,0
"706","33VWE2",15.4024034606,57.9296138232,2514.77717194,1,0
"707","33VWE3",16.2637074566,58.3722597242,2436.4190369,1,0
"708","33VWE4",16.2477707675,57.9262013072,2403.04604725,1,0
"709","32VNJ2",9.39227077104,57.0337497226,1707.27776984,1,1
"710","32VNJ3",10.2358211544,57.4802519216,1584.65799208,1,1
"711","32VNJ4",10.2154428297,57.0310800774,1612.0819345,1,1
"712","32VPJ3",11.9833416195,57.4429618021,1452.70923114,1,1
"713","33VUD3",12.8957753886,57.4632478661,2501.30906587,1,1
"714","33VUD4",12.9230038128,57.0168012581,2443.3807737,1,1
"715","33VVD1",13.7306944356,57.4722842399,2490.53435916,1,1
"716","33VVD2",13.7474846966,57.0276270175,2487.48275063,1,1
"717","33VVD3",14.5655104359,57.477745529,2474.51767441,1,1
"718","33VVD4",14.5691227346,57.0320689803,2470.49207322,1,1
"719","33VWD1",15.3966111581,57.479717737,2501.23562757,1,1
"720","33VWD2",15.3899730557,57.0282540823,2496.37214935,1,1
"721","33VWD3",16.2302307417,57.4724754525,2372.88056709,1,1
"722","33VWD4",16.2165699893,57.0242771848,2056.95785488,1,1
"723","32VMH3",8.57135739331,56.5835683814,1885.67395507,1,1
"724","32VMH4",8.57649759452,56.1376429441,2299.1815107,1,1
"725","32VNH1",9.38895348015,56.5843968718,2248.75883732,1,1
"726","32VNH2",9.38225096413,56.1362460535,2532.99291421,1,1
"727","32VNH3",10.200368764,56.5816223387,1866.80942756,1,1
"728","32VNH4",10.1856103919,56.1310280473,1865.05939838,1,1
"729","33VUC3",12.9518125152,56.569727419,1844.53150316,1,1
"730","33VUC4",12.9720926155,56.1167899051,2083.58630423,1,1
"731","33VVC1",13.7591283894,56.5786751352,2502.68259725,1,1
"732","33VVC2",13.7743722983,56.126331442,2485.09479723,1,1
"733","33VVC3",14.570655403,56.5859470789,2470.79504483,1,1
"734","33VVC4",14.5771435493,56.1354827543,1839.49335448,1,1
"735","33VWC1",15.3879656184,56.5849990081,2458.92932122,1,1
"736","33VWC3",16.2051045359,56.5763874986,1312.2688064,1,1
"737","32UMG3",8.58449587749,55.6880057728,2332.25864548,1,1
"738","32UNG1",9.37490201131,55.6875154711,2409.59178412,1,1
"739","32UNG2",9.3730811458,55.2371908908,2021.79584764,1,1
"740","33UUB3",12.9957089921,55.6645617699,1347.80389444,1,1
"741","33UVB1",13.785120222,55.673097748,2529.90788428,1,1
"742","32UNF1",9.36437803457,54.7842074685,2369.78531797,1,1
"743","32UNF2",9.35796724532,54.3349416528,2491.33261138,1,1
"744","32UNF4",10.1273571015,54.3306960011,2071.55421664,1,1
"745","33UXA2",16.9101993086,54.3140802884,2510.09356976,1,1
"746","33UXA4",17.6395258669,54.3043435944,2223.48423978,1,1
"747","32ULE2",6.34300115311,53.4133462475,1289.06083591,1,1
"748","32ULE4",7.09470552393,53.4317494553,1698.3205851,1,1
"749","32UME2",7.8444553787,53.4390442273,2303.65707411,1,1
"750","32UME4",8.59914374123,53.4379260753,2220.83538981,1,1
"751","32UNE1",9.35561012998,53.8874463386,2328.91800103,1,1
"752","32UNE2",9.35320116198,53.4374708418,2502.21018057,1,1
"753","32UNE3",10.1163927516,53.8819355978,2497.41448616,1,1
"754","32UNE4",10.1021780895,53.4330975878,2464.23193822,1,1
"755","32UPE1",10.8742396332,53.8698312786,2156.67268668,1,1
"756","32UPE2",10.8589671378,53.4217515783,2488.84279702,1,1
"757","32UPE3",11.6192206651,53.8565668227,2090.1223164,1,1
"758","32UPE4",11.6041340458,53.4074157521,2435.18035162,1,1
"759","33UUV1",12.339075412,53.8546544151,2404.28835528,1,1
"760","33UUV2",12.3500739072,53.4067421919,2450.8442769,1,1
"761","33UUV3",13.0798960715,53.8674769457,2486.72079961,1,1
"762","33UUV4",13.1038290524,53.4212859817,2511.12477581,1,1
"764","33UVV2",13.8554727248,53.4292862917,2512.71453523,1,1
"765","33UVV3",14.6049970398,53.8829578516,1390.80497296,1,1
"766","33UVV4",14.6102194341,53.4337238096,2520.94679965,1,1
"767","33UWV1",15.3701551814,53.8833157876,2482.83318514,1,1
"768","33UWV2",15.3654429505,53.4341778345,2523.39198391,1,1
"769","33UWV3",16.1298464469,53.8763228474,2464.89077535,1,1
"770","33UWV4",16.1192453564,53.4280489053,2516.88444316,1,1
"771","33UXV1",16.8930195413,53.8661263557,2488.73811823,1,1
"772","33UXV2",16.8722420187,53.4191996741,2515.78485595,1,1
"773","33UXV3",17.6308890579,53.8547647864,2369.39276318,1,1
"774","33UXV4",17.6179178878,53.402014638,2460.58335867,1,1
"775","31UFU2",4.81700698058,52.5251789839,1905.44143851,1,1
"776","31UFU3",5.5904298909,52.962197759,1757.72750143,1,1
"777","31UFU4",5.58238859902,52.510576486,2260.8506,1,1
"778","32ULD1",6.35891665913,52.9618720438,2569.03413461,1,1
"779","32ULD2",6.37143471427,52.5092188054,2708.76081165,1,1
"780","32ULD3",7.11184268298,52.9762401616,2556.08195968,1,1
"781","32ULD4",7.12954828076,52.5242587714,2464.13146138,1,1
"782","32UMD1",7.85675980132,52.9852729298,2532.43799443,1,1
"783","32UMD2",7.86834246147,52.5346330773,2512.30169647,1,1
"784","32UMD3",8.60298940591,52.9896165003,2495.78138215,1,1
"785","32UMD4",8.60696538562,52.539947538,2507.23678387,1,1
"786","32UND1",9.34909713134,52.9877969979,2488.36775446,1,1
"787","32UND2",9.34575813877,52.5406280126,2512.40070165,1,1
"788","32UND3",10.0940205573,52.9856264393,2467.4141054,1,1
"789","32UND4",10.0834054075,52.53607261,2500.34855149,1,1
"790","32UPD1",10.8376045149,52.9732420768,2551.00375626,1,1
"791","32UPD2",10.8195577223,52.5219271535,2508.85385321,1,1
"792","32UPD3",11.5948578529,52.9570546957,2609.77914746,1,1
"793","32UPD4",11.5847749861,52.5071655678,2656.53182506,1,1
"794","33UUU1",12.3635570151,52.9599940689,2612.21766106,1,1
"795","33UUU2",12.3738023574,52.5100389696,2668.38935087,1,1
"796","33UUU3",13.1209499372,52.9720060529,2504.14707223,1,1
"797","33UUU4",13.1398955241,52.5212581596,2515.31218561,1,1
"798","33UVU1",13.8683448717,52.9790610193,2508.23908092,1,1
"799","33UVU2",13.8752782993,52.5283521726,2539.18609276,1,1
"800","33UVU3",14.6148270006,52.9817894767,2517.77421203,1,1
"801","33UVU4",14.6128930463,52.5330151135,2465.94880247,1,1
"802","33UWU1",15.3588811528,52.9803112966,2542.12223588,1,1
"803","33UWU2",15.3559191729,52.5310762519,2490.18037204,1,1
"804","33UWU3",16.1054066892,52.9750872252,2535.87341194,1,1
"805","33UWU4",16.0919758235,52.5249777899,2458.0879433,1,1
"806","33UXU1",16.8502705376,52.9656739667,2537.59870354,1,1
"807","33UXU2",16.8312091875,52.515723995,2514.17961365,1,1
"808","33UXU3",17.6029544449,52.9517018848,2561.0992692,1,1
"809","33UXU4",17.5913257155,52.5009032149,2644.8123534,1,1
"810","31UET4",4.05830321952,51.6392606273,1780.82936958,1,1
"811","31UFT1",4.80090348755,52.0750208463,2504.59438324,1,1
"812","31UFT2",4.78081478485,51.6292043375,2468.90227359,1,1
"813","31UFT3",5.56941253655,52.0588905147,2757.61878388,1,1
"814","31UFT4",5.55874078175,51.6127564315,2807.31250323,1,1
"815","31ULC1",6.38051941522,52.0593310739,2767.01697053,1,1
"816","32ULC2",6.38649973984,51.613050848,2848.34728482,1,1
"817","32ULC3",7.14885330228,52.0744754246,2483.50697764,1,1
"818","32ULC4",7.16751579943,51.6286024799,2503.18419384,1,1
"819","32UMC1",7.8786569625,52.0873192538,2517.11443779,1,1
"820","32UMC2",7.89412185663,51.6353023737,2540.37687087,1,1
"821","32UMC3",8.61186186676,52.0899405727,2498.92999006,1,1
"822","32UMC4",8.6114133453,51.6389173368,2503.44688683,1,1
"823","32UNC1",9.34095857222,52.0894917225,2521.84237448,1,1
"824","32UNC2",9.33758973737,51.6377389229,2517.63513833,1,1
"825","32UNC3",10.0731996828,52.0833381271,2551.81373009,1,1
"826","32UNC4",10.0626795592,51.6317832885,2509.2174059,1,1
"827","32UPC1",10.8037073249,52.0714776449,2520.93523571,1,1
"828","32UPC2",10.7863921146,51.6206142119,2489.79975907,1,1
"829","32UPC3",11.5767080898,52.0549041099,2828.57473501,1,1
"830","32UPC4",11.5641964763,51.6047954047,2871.39370388,1,1
"831","33UUT1",12.3871002731,52.0567014626,2865.77021117,1,1
"832","33UUT2",12.3999142227,51.6016655938,2888.39198939,1,1
"833","33UUT3",13.155184439,52.0703769403,2495.53284601,1,1
"834","33UUT4",13.1770165059,51.6160563988,2538.97123327,1,1
"835","33UVT1",13.8865464775,52.0778039311,2489.17484812,1,1
"836","33UVT2",13.8971492775,51.6289196749,2513.17516624,1,1
"837","33UVT3",14.6182146045,52.0844903562,2530.14490204,1,1
"838","33UVT4",14.6232817155,51.6326521752,2534.52629111,1,1
"839","33UWT1",15.3503469911,52.0841718303,2542.01835478,1,1
"840","33UWT2",15.3478439636,51.6315441168,2505.52098397,1,1
"841","33UWT3",16.0832382175,52.0750252591,2511.77513785,1,1
"842","33UWT4",16.068659912,51.6256518269,2497.22160423,1,1
"843","33UXT1",16.8116688894,52.0660099821,2533.40040077,1,1
"844","33UXT2",16.7961824831,51.6181141122,2490.24914122,1,1
"845","33UXT3",17.5846865644,52.0531596351,2777.90763656,1,1
"846","33UXT4",17.5731495036,51.6040548547,2844.01603491,1,1
"847","31UES1",3.32980431977,51.1910434554,2196.35477521,1,1
"848","31UES2",3.32779686929,50.7407670748,2505.19547612,1,1
"849","31UES3",4.04808163111,51.1860600521,2318.19708564,1,1
"850","31UES4",4.03959669241,50.735593993,2496.55202306,1,1
"851","31UFS1",4.766218127,51.1792067392,2540.80432374,1,1
"852","31UFS2",4.74830881653,50.7283449686,2480.64324356,1,1
"853","31UFS3",5.54937656518,51.1597378722,3091.36527014,1,1
"854","31UFS4",5.54060821736,50.7055858075,3075.44215146,1,1
"855","32ULB1",6.40194022729,51.1613585868,3068.01508757,1,1
"856","32ULB2",6.41948729774,50.7071689868,3068.58386386,1,1
"857","32ULB3",7.18813634166,51.1805905486,2510.98578537,1,1
"858","32ULB4",7.20859456669,50.730794493,2511.40637993,1,1
"859","32UMB1",7.90362311484,51.1858217402,2465.77866633,1,1
"860","32UMB2",7.91819518619,50.7387735056,2493.25750744,1,1
"861","32UMB3",8.61813385998,51.1892372848,2460.3438571,1,1
"862","32UMB4",8.62513798734,50.7414775441,2511.48582492,1,1
"863","32UNB1",9.33381216789,51.191293377,2519.9428119,1,1
"864","32UNB2",9.33557165443,50.7413943283,2517.44251359,1,1
"865","32UNB3",10.0535941119,51.1836600151,2472.9512424,1,1
"866","32UNB4",10.0447470654,50.7358149126,2519.70465576,1,1
"867","32UPB1",10.770310523,51.1731994607,2505.20472745,1,1
"868","32UPB2",10.7547071683,50.7245857514,2491.55333568,1,1
"869","32UPB3",11.5507292886,51.1566066434,2979.04616909,1,1
"870","32UPB4",11.5440976467,50.7043875881,3125.59440076,1,1
"871","33UUS1",12.4093092956,51.15656902,2939.56357172,1,1
"872","33UUS2",12.4196519076,50.7129758893,3104.08979604,1,1
"873","33UUS3",13.1962077489,51.1673855708,2484.37251438,1,1
