"","uniqueid","trayloc","substrate","germdate","doy","daysfromstart","sp","strat","temp","individual","location","origin","germinated","treatment","uniqind"
"1326","25e11Soil","25e11","Soil",2015-12-03,337,10,"PLALAN",60,11.3,"EU77","Europe--Grenoble, France","Europe",1,"11.3_60","PLALAN_EU77"
"1327","25e1Soil","25e1","Soil",NA,NA,NA,"PLALAN",60,11.3,"EU02","Europe--Bois de Boulogne, Paris, France","Europe",0,"11.3_60","PLALAN_EU02"
"1328","25e2Soil","25e2","Soil",2015-12-11,345,18,"PLALAN",60,11.3,"EU08","Europe--Vlieland, The Netherlands","Europe",1,"11.3_60","PLALAN_EU08"
"1329","25e3Soil","25e3","Soil",2015-12-07,341,14,"PLALAN",60,11.3,"EU15","Europe--Leer, Germany","Europe",1,"11.3_60","PLALAN_EU15"
"1330","25e4Soil","25e4","Soil",2015-12-17,351,24,"PLALAN",60,11.3,"EU22","Europe--Copenhagen, Denmark","Europe",1,"11.3_60","PLALAN_EU22"
"1331","25e5Soil","25e5","Soil",NA,NA,NA,"PLALAN",60,11.3,"EU28","Europe--Zell Am See, Austria","Europe",0,"11.3_60","PLALAN_EU28"
"1332","25e6Soil","25e6","Soil",2016-01-11,11,49,"PLALAN",60,11.3,"EU39","Europe--Just below Enzianhutte, above Zell Am See, Austria","Europe",1,"11.3_60","PLALAN_EU39"
"1333","25e7Soil","25e7","Soil",2015-12-07,341,14,"PLALAN",60,11.3,"EU46","Europe--Podhom, Slovenia","Europe",1,"11.3_60","PLALAN_EU46"
"1334","25e8Soil","25e8","Soil",2015-12-15,349,22,"PLALAN",60,11.3,"EU57","Europe--Divaca Kras, Slovenia","Europe",1,"11.3_60","PLALAN_EU57"
"1335","25e9Soil","25e9","Soil",2015-12-05,339,12,"PLALAN",60,11.3,"EU60","Europe--Divaca Kras, Slovenia","Europe",1,"11.3_60","PLALAN_EU60"
"1336","25f10Soil","25f10","Soil",NA,NA,NA,"PLALAN",60,11.3,"EU73","Europe--Le Tretien, Switzerland","Europe",0,"11.3_60","PLALAN_EU73"
"1337","25f11Soil","25f11","Soil",2016-01-11,11,49,"PLALAN",60,11.3,"EU78","Europe--Grenoble, France","Europe",1,"11.3_60","PLALAN_EU78"
"1338","25f1Soil","25f1","Soil",2015-12-26,360,33,"PLALAN",60,11.3,"EU03","Europe--Bois de Boulogne, Paris, France","Europe",1,"11.3_60","PLALAN_EU03"
"1339","25f2Soil","25f2","Soil",2015-12-05,339,12,"PLALAN",60,11.3,"EU09","Europe--Vlieland, The Netherlands","Europe",1,"11.3_60","PLALAN_EU09"
"1340","25f3Soil","25f3","Soil",NA,NA,NA,"PLALAN",60,11.3,"EU17","Europe--Leer, Germany","Europe",0,"11.3_60","PLALAN_EU17"
"1341","25f4Soil","25f4","Soil",2015-12-07,341,14,"PLALAN",60,11.3,"EU22","Europe--Copenhagen, Denmark","Europe",1,"11.3_60","PLALAN_EU22"
"1342","25f5Soil","25f5","Soil",NA,NA,NA,"PLALAN",60,11.3,"EU29","Europe--Zell Am See, Austria","Europe",0,"11.3_60","PLALAN_EU29"
"1343","25f6Soil","25f6","Soil",2016-01-11,11,49,"PLALAN",60,11.3,"EU40","Europe--Just below Enzianhutte, above Zell Am See, Austria","Europe",1,"11.3_60","PLALAN_EU40"
"1344","25f7Soil","25f7","Soil",2016-01-11,11,49,"PLALAN",60,11.3,"EU49","Europe--Podhom, Slovenia","Europe",1,"11.3_60","PLALAN_EU49"
"1345","25f8Soil","25f8","Soil",2015-12-11,345,18,"PLALAN",60,11.3,"EU60","Europe--Divaca Kras, Slovenia","Europe",1,"11.3_60","PLALAN_EU60"
"1346","25f9Soil","25f9","Soil",2015-12-13,347,20,"PLALAN",60,11.3,"EU61","Europe--Schaan, Liechtenstein","Europe",1,"11.3_60","PLALAN_EU61"
"1347","26a10Soil","26a10","Soil",2015-12-01,335,8,"PLALAN",60,16,"EU61","Europe--Schaan, Liechtenstein","Europe",1,"16_60","PLALAN_EU61"
"1348","26a11Soil","26a11","Soil",2015-12-01,335,8,"PLALAN",60,16,"EU74","Europe--Le Tretien, Switzerland","Europe",1,"16_60","PLALAN_EU74"
"1349","26a12Soil","26a12","Soil",2015-12-01,335,8,"PLALAN",60,16,"EU79","Europe--Grenoble, France","Europe",1,"16_60","PLALAN_EU79"
"1350","26a2Soil","26a2","Soil",NA,NA,NA,"PLALAN",60,16,"EU04","Europe--Bois de Boulogne, Paris, France","Europe",0,"16_60","PLALAN_EU04"
"1351","26a3Soil","26a3","Soil",2015-12-01,335,8,"PLALAN",60,16,"EU11","Europe--Vlieland, The Netherlands","Europe",1,"16_60","PLALAN_EU11"
"1352","26a4Soil","26a4","Soil",NA,NA,NA,"PLALAN",60,16,"EU18","Europe--Copenhagen, Denmark","Europe",0,"16_60","PLALAN_EU18"
"1353","26a5Soil","26a5","Soil",NA,NA,NA,"PLALAN",60,16,"EU22","Europe--Copenhagen, Denmark","Europe",0,"16_60","PLALAN_EU22"
"1354","26a6Soil","26a6","Soil",NA,NA,NA,"PLALAN",60,16,"EU34","Europe--Zell Am See, Austria","Europe",0,"16_60","PLALAN_EU34"
"1355","26a7Soil","26a7","Soil",2015-11-29,333,6,"PLALAN",60,16,"EU41","Europe--Just below Enzianhutte, above Zell Am See, Austria","Europe",1,"16_60","PLALAN_EU41"
"1356","26a8Soil","26a8","Soil",2015-11-29,333,6,"PLALAN",60,16,"EU49","Europe--Podhom, Slovenia","Europe",1,"16_60","PLALAN_EU49"
"1357","26a9Soil","26a9","Soil",2015-11-29,333,6,"PLALAN",60,16,"EU60","Europe--Divaca Kras, Slovenia","Europe",1,"16_60","PLALAN_EU60"
"1358","26b10Soil","26b10","Soil",2015-11-29,333,6,"PLALAN",60,16,"EU62","Europe--Schaan, Liechtenstein","Europe",1,"16_60","PLALAN_EU62"
"1359","26b11Soil","26b11","Soil",2015-12-01,335,8,"PLALAN",60,16,"EU74","Europe--Le Tretien, Switzerland","Europe",1,"16_60","PLALAN_EU74"
"1360","26b12Soil","26b12","Soil",2015-11-29,333,6,"PLALAN",60,16,"EU80","Europe--Grenoble, France","Europe",1,"16_60","PLALAN_EU80"
"1361","26b2Soil","26b2","Soil",2015-11-29,333,6,"PLALAN",60,16,"EU05","Europe--Bois de Boulogne, Paris, France","Europe",1,"16_60","PLALAN_EU05"
"1362","26b3Soil","26b3","Soil",NA,NA,NA,"PLALAN",60,16,"EU13","Europe--Leer, Germany","Europe",0,"16_60","PLALAN_EU13"
"1363","26b4Soil","26b4","Soil",2015-11-29,333,6,"PLALAN",60,16,"EU19","Europe--Copenhagen, Denmark","Europe",1,"16_60","PLALAN_EU19"
"1364","26b5Soil","26b5","Soil",2015-11-29,333,6,"PLALAN",60,16,"EU22","Europe--Copenhagen, Denmark","Europe",1,"16_60","PLALAN_EU22"
"1365","26b6Soil","26b6","Soil",2015-12-01,335,8,"PLALAN",60,16,"EU35","Europe--Zell Am See, Austria","Europe",1,"16_60","PLALAN_EU35"
"1366","26b7Soil","26b7","Soil",2015-12-05,339,12,"PLALAN",60,16,"EU42","Europe--Just below Enzianhutte, above Zell Am See, Austria","Europe",1,"16_60","PLALAN_EU42"
"1367","26b8Soil","26b8","Soil",2015-11-29,333,6,"PLALAN",60,16,"EU52","Europe--Divaca Kras, Slovenia","Europe",1,"16_60","PLALAN_EU52"
"1368","26b9Soil","26b9","Soil",2015-11-29,333,6,"PLALAN",60,16,"EU60","Europe--Divaca Kras, Slovenia","Europe",1,"16_60","PLALAN_EU60"
"1369","26c10Soil","26c10","Soil",2015-12-05,339,12,"PLALAN",60,16,"EU63","Europe--Schaan, Liechtenstein","Europe",1,"16_60","PLALAN_EU63"
"1370","26c11Soil","26c11","Soil",2015-11-29,333,6,"PLALAN",60,16,"EU75","Europe--Le Tretien, Switzerland","Europe",1,"16_60","PLALAN_EU75"
"1371","26c2Soil","26c2","Soil",2015-12-03,337,10,"PLALAN",60,16,"EU06","Europe--Vlieland, The Netherlands","Europe",1,"16_60","PLALAN_EU06"
"1372","26c3Soil","26c3","Soil",2015-12-21,355,28,"PLALAN",60,16,"EU14","Europe--Leer, Germany","Europe",1,"16_60","PLALAN_EU14"
"1373","26c4Soil","26c4","Soil",NA,NA,NA,"PLALAN",60,16,"EU20","Europe--Copenhagen, Denmark","Europe",0,"16_60","PLALAN_EU20"
"1374","26c5Soil","26c5","Soil",2015-12-07,341,14,"PLALAN",60,16,"EU22","Europe--Copenhagen, Denmark","Europe",1,"16_60","PLALAN_EU22"
"1375","26c6Soil","26c6","Soil",NA,NA,NA,"PLALAN",60,16,"EU37","Europe--Zell Am See, Austria","Europe",0,"16_60","PLALAN_EU37"
"1376","26c7Soil","26c7","Soil",2015-12-03,337,10,"PLALAN",60,16,"EU44","Europe--Podhom, Slovenia","Europe",1,"16_60","PLALAN_EU44"
"1377","26c8Soil","26c8","Soil",2015-11-29,333,6,"PLALAN",60,16,"EU53","Europe--Divaca Kras, Slovenia","Europe",1,"16_60","PLALAN_EU53"
"1378","26c9Soil","26c9","Soil",2015-11-29,333,6,"PLALAN",60,16,"EU60","Europe--Divaca Kras, Slovenia","Europe",1,"16_60","PLALAN_EU60"
"1379","26d10Soil","26d10","Soil",2015-11-29,333,6,"PLALAN",60,16,"EU64","Europe--Schaan, Liechtenstein","Europe",1,"16_60","PLALAN_EU64"
"1380","26d11Soil","26d11","Soil",2015-11-29,333,6,"PLALAN",60,16,"EU76","Europe--Grenoble, France","Europe",1,"16_60","PLALAN_EU76"
"1381","26d1Soil","26d1","Soil",NA,NA,NA,"PLALAN",60,16,"EU01","Europe--Bois de Boulogne, Paris, France","Europe",0,"16_60","PLALAN_EU01"
"1382","26d2Soil","26d2","Soil",2015-11-29,333,6,"PLALAN",60,16,"EU07","Europe--Vlieland, The Netherlands","Europe",1,"16_60","PLALAN_EU07"
"1383","26d3Soil","26d3","Soil",2015-12-05,339,12,"PLALAN",60,16,"EU15","Europe--Leer, Germany","Europe",1,"16_60","PLALAN_EU15"
"1384","26d4Soil","26d4","Soil",NA,NA,NA,"PLALAN",60,16,"EU21","Europe--Copenhagen, Denmark","Europe",0,"16_60","PLALAN_EU21"
"1385","26d5Soil","26d5","Soil",2015-12-01,335,8,"PLALAN",60,16,"EU22","Europe--Copenhagen, Denmark","Europe",1,"16_60","PLALAN_EU22"
"1386","26d6Soil","26d6","Soil",NA,NA,NA,"PLALAN",60,16,"EU38","Europe--Just below Enzianhutte, above Zell Am See, Austria","Europe",0,"16_60","PLALAN_EU38"
"1387","26d7Soil","26d7","Soil",2015-12-05,339,12,"PLALAN",60,16,"EU45","Europe--Podhom, Slovenia","Europe",1,"16_60","PLALAN_EU45"
"1388","26d8Soil","26d8","Soil",2015-12-01,335,8,"PLALAN",60,16,"EU54","Europe--Divaca Kras, Slovenia","Europe",1,"16_60","PLALAN_EU54"
"1389","26d9Soil","26d9","Soil",2015-11-29,333,6,"PLALAN",60,16,"EU60","Europe--Divaca Kras, Slovenia","Europe",1,"16_60","PLALAN_EU60"
"1390","26e10Soil","26e10","Soil",2015-11-29,333,6,"PLALAN",60,16,"EU70","Europe--Le Tretien, Switzerland","Europe",1,"16_60","PLALAN_EU70"
"1391","26e11Soil","26e11","Soil",2015-11-29,333,6,"PLALAN",60,16,"EU77","Europe--Grenoble, France","Europe",1,"16_60","PLALAN_EU77"
"1392","26e1Soil","26e1","Soil",NA,NA,NA,"PLALAN",60,16,"EU02","Europe--Bois de Boulogne, Paris, France","Europe",0,"16_60","PLALAN_EU02"
"1393","26e2Soil","26e2","Soil",2015-11-29,333,6,"PLALAN",60,16,"EU08","Europe--Vlieland, The Netherlands","Europe",1,"16_60","PLALAN_EU08"
"1394","26e3Soil","26e3","Soil",2015-12-01,335,8,"PLALAN",60,16,"EU15","Europe--Leer, Germany","Europe",1,"16_60","PLALAN_EU15"
"1395","26e4Soil","26e4","Soil",2015-11-29,333,6,"PLALAN",60,16,"EU22","Europe--Copenhagen, Denmark","Europe",1,"16_60","PLALAN_EU22"
"1396","26e5Soil","26e5","Soil",NA,NA,NA,"PLALAN",60,16,"EU28","Europe--Zell Am See, Austria","Europe",0,"16_60","PLALAN_EU28"
"1397","26e6Soil","26e6","Soil",2015-12-05,339,12,"PLALAN",60,16,"EU39","Europe--Just below Enzianhutte, above Zell Am See, Austria","Europe",1,"16_60","PLALAN_EU39"
"1398","26e7Soil","26e7","Soil",2015-11-29,333,6,"PLALAN",60,16,"EU46","Europe--Podhom, Slovenia","Europe",1,"16_60","PLALAN_EU46"
"1399","26e8Soil","26e8","Soil",2015-12-05,339,12,"PLALAN",60,16,"EU57","Europe--Divaca Kras, Slovenia","Europe",1,"16_60","PLALAN_EU57"
"1400","26e9Soil","26e9","Soil",2015-11-29,333,6,"PLALAN",60,16,"EU60","Europe--Divaca Kras, Slovenia","Europe",1,"16_60","PLALAN_EU60"
"1401","26f10Soil","26f10","Soil",2015-12-01,335,8,"PLALAN",60,16,"EU73","Europe--Le Tretien, Switzerland","Europe",1,"16_60","PLALAN_EU73"
"1402","26f11Soil","26f11","Soil",2015-12-05,339,12,"PLALAN",60,16,"EU78","Europe--Grenoble, France","Europe",1,"16_60","PLALAN_EU78"
"1403","26f1Soil","26f1","Soil",2015-11-29,333,6,"PLALAN",60,16,"EU03","Europe--Bois de Boulogne, Paris, France","Europe",1,"16_60","PLALAN_EU03"
"1404","26f2Soil","26f2","Soil",2015-12-01,335,8,"PLALAN",60,16,"EU09","Europe--Vlieland, The Netherlands","Europe",1,"16_60","PLALAN_EU09"
"1405","26f3Soil","26f3","Soil",2015-12-01,335,8,"PLALAN",60,16,"EU17","Europe--Leer, Germany","Europe",1,"16_60","PLALAN_EU17"
"1406","26f4Soil","26f4","Soil",2015-12-03,337,10,"PLALAN",60,16,"EU22","Europe--Copenhagen, Denmark","Europe",1,"16_60","PLALAN_EU22"
"1407","26f5Soil","26f5","Soil",NA,NA,NA,"PLALAN",60,16,"EU29","Europe--Zell Am See, Austria","Europe",0,"16_60","PLALAN_EU29"
"1408","26f6Soil","26f6","Soil",2015-12-11,345,18,"PLALAN",60,16,"EU40","Europe--Just below Enzianhutte, above Zell Am See, Austria","Europe",1,"16_60","PLALAN_EU40"
"1409","26f7Soil","26f7","Soil",2015-12-07,341,14,"PLALAN",60,16,"EU49","Europe--Podhom, Slovenia","Europe",1,"16_60","PLALAN_EU49"
"1410","26f8Soil","26f8","Soil",2015-11-29,333,6,"PLALAN",60,16,"EU60","Europe--Divaca Kras, Slovenia","Europe",1,"16_60","PLALAN_EU60"
"1411","26f9Soil","26f9","Soil",2015-11-29,333,6,"PLALAN",60,16,"EU61","Europe--Schaan, Liechtenstein","Europe",1,"16_60","PLALAN_EU61"
"1412","27a10Soil","27a10","Soil",2015-12-01,335,8,"PLALAN",60,20.7,"EU61","Europe--Schaan, Liechtenstein","Europe",1,"20.7_60","PLALAN_EU61"
"1413","27a11Soil","27a11","Soil",2015-12-03,337,10,"PLALAN",60,20.7,"EU74","Europe--Le Tretien, Switzerland","Europe",1,"20.7_60","PLALAN_EU74"
"1414","27a12Soil","27a12","Soil",2015-11-27,331,4,"PLALAN",60,20.7,"EU79","Europe--Grenoble, France","Europe",1,"20.7_60","PLALAN_EU79"
"1415","27a2Soil","27a2","Soil",NA,NA,NA,"PLALAN",60,20.7,"EU04","Europe--Bois de Boulogne, Paris, France","Europe",0,"20.7_60","PLALAN_EU04"
"1416","27a3Soil","27a3","Soil",NA,NA,NA,"PLALAN",60,20.7,"EU11","Europe--Vlieland, The Netherlands","Europe",0,"20.7_60","PLALAN_EU11"
"1417","27a4Soil","27a4","Soil",2015-11-29,333,6,"PLALAN",60,20.7,"EU18","Europe--Copenhagen, Denmark","Europe",1,"20.7_60","PLALAN_EU18"
"1418","27a5Soil","27a5","Soil",2015-11-27,331,4,"PLALAN",60,20.7,"EU22","Europe--Copenhagen, Denmark","Europe",1,"20.7_60","PLALAN_EU22"
"1419","27a6Soil","27a6","Soil",NA,NA,NA,"PLALAN",60,20.7,"EU34","Europe--Zell Am See, Austria","Europe",0,"20.7_60","PLALAN_EU34"
"1420","27a7Soil","27a7","Soil",NA,NA,NA,"PLALAN",60,20.7,"EU41","Europe--Just below Enzianhutte, above Zell Am See, Austria","Europe",0,"20.7_60","PLALAN_EU41"
"1421","27a8Soil","27a8","Soil",2015-12-01,335,8,"PLALAN",60,20.7,"EU49","Europe--Podhom, Slovenia","Europe",1,"20.7_60","PLALAN_EU49"
"1422","27a9Soil","27a9","Soil",2015-11-29,333,6,"PLALAN",60,20.7,"EU60","Europe--Divaca Kras, Slovenia","Europe",1,"20.7_60","PLALAN_EU60"
"1423","27b10Soil","27b10","Soil",2015-12-03,337,10,"PLALAN",60,20.7,"EU62","Europe--Schaan, Liechtenstein","Europe",1,"20.7_60","PLALAN_EU62"
"1424","27b11Soil","27b11","Soil",2015-12-03,337,10,"PLALAN",60,20.7,"EU74","Europe--Le Tretien, Switzerland","Europe",1,"20.7_60","PLALAN_EU74"
"1425","27b12Soil","27b12","Soil",2015-11-27,331,4,"PLALAN",60,20.7,"EU80","Europe--Grenoble, France","Europe",1,"20.7_60","PLALAN_EU80"
"1426","27b2Soil","27b2","Soil",2015-11-29,333,6,"PLALAN",60,20.7,"EU05","Europe--Bois de Boulogne, Paris, France","Europe",1,"20.7_60","PLALAN_EU05"
"1427","27b3Soil","27b3","Soil",NA,NA,NA,"PLALAN",60,20.7,"EU13","Europe--Leer, Germany","Europe",0,"20.7_60","PLALAN_EU13"
"1428","27b4Soil","27b4","Soil",2015-12-05,339,12,"PLALAN",60,20.7,"EU19","Europe--Copenhagen, Denmark","Europe",1,"20.7_60","PLALAN_EU19"
"1429","27b5Soil","27b5","Soil",NA,NA,NA,"PLALAN",60,20.7,"EU22","Europe--Copenhagen, Denmark","Europe",0,"20.7_60","PLALAN_EU22"
"1430","27b6Soil","27b6","Soil",2015-12-03,337,10,"PLALAN",60,20.7,"EU35","Europe--Zell Am See, Austria","Europe",1,"20.7_60","PLALAN_EU35"
"1431","27b7Soil","27b7","Soil",2006-01-11,11,49,"PLALAN",60,20.7,"EU42","Europe--Just below Enzianhutte, above Zell Am See, Austria","Europe",1,"20.7_60","PLALAN_EU42"
"1432","27b8Soil","27b8","Soil",2016-01-11,11,49,"PLALAN",60,20.7,"EU52","Europe--Divaca Kras, Slovenia","Europe",1,"20.7_60","PLALAN_EU52"
"1433","27b9Soil","27b9","Soil",2016-01-11,11,49,"PLALAN",60,20.7,"EU60","Europe--Divaca Kras, Slovenia","Europe",1,"20.7_60","PLALAN_EU60"
"1434","27c10Soil","27c10","Soil",2015-12-01,335,8,"PLALAN",60,20.7,"EU63","Europe--Schaan, Liechtenstein","Europe",1,"20.7_60","PLALAN_EU63"
"1435","27c11Soil","27c11","Soil",2015-12-01,335,8,"PLALAN",60,20.7,"EU75","Europe--Le Tretien, Switzerland","Europe",1,"20.7_60","PLALAN_EU75"
"1436","27c2Soil","27c2","Soil",2015-11-29,333,6,"PLALAN",60,20.7,"EU06","Europe--Vlieland, The Netherlands","Europe",1,"20.7_60","PLALAN_EU06"
"1437","27c3Soil","27c3","Soil",NA,NA,NA,"PLALAN",60,20.7,"EU14","Europe--Leer, Germany","Europe",0,"20.7_60","PLALAN_EU14"
"1438","27c4Soil","27c4","Soil",NA,NA,NA,"PLALAN",60,20.7,"EU20","Europe--Copenhagen, Denmark","Europe",0,"20.7_60","PLALAN_EU20"
"1439","27c5Soil","27c5","Soil",NA,NA,NA,"PLALAN",60,20.7,"EU22","Europe--Copenhagen, Denmark","Europe",0,"20.7_60","PLALAN_EU22"
"1440","27c6Soil","27c6","Soil",NA,NA,NA,"PLALAN",60,20.7,"EU37","Europe--Zell Am See, Austria","Europe",0,"20.7_60","PLALAN_EU37"
"1441","27c7Soil","27c7","Soil",2015-12-05,339,12,"PLALAN",60,20.7,"EU44","Europe--Podhom, Slovenia","Europe",1,"20.7_60","PLALAN_EU44"
"1442","27c8Soil","27c8","Soil",2016-01-11,11,49,"PLALAN",60,20.7,"EU53","Europe--Divaca Kras, Slovenia","Europe",1,"20.7_60","PLALAN_EU53"
"1443","27c9Soil","27c9","Soil",2015-12-01,335,8,"PLALAN",60,20.7,"EU60","Europe--Divaca Kras, Slovenia","Europe",1,"20.7_60","PLALAN_EU60"
"1444","27d10Soil","27d10","Soil",2015-11-27,331,4,"PLALAN",60,20.7,"EU64","Europe--Schaan, Liechtenstein","Europe",1,"20.7_60","PLALAN_EU64"
"1445","27d11Soil","27d11","Soil",2015-11-27,331,4,"PLALAN",60,20.7,"EU76","Europe--Grenoble, France","Europe",1,"20.7_60","PLALAN_EU76"
"1446","27d1Soil","27d1","Soil",NA,NA,NA,"PLALAN",60,20.7,"EU01","Europe--Bois de Boulogne, Paris, France","Europe",0,"20.7_60","PLALAN_EU01"
"1447","27d2Soil","27d2","Soil",2015-12-01,335,8,"PLALAN",60,20.7,"EU07","Europe--Vlieland, The Netherlands","Europe",1,"20.7_60","PLALAN_EU07"
"1448","27d3Soil","27d3","Soil",2015-12-05,339,12,"PLALAN",60,20.7,"EU15","Europe--Leer, Germany","Europe",1,"20.7_60","PLALAN_EU15"
"1449","27d4Soil","27d4","Soil",NA,NA,NA,"PLALAN",60,20.7,"EU21","Europe--Copenhagen, Denmark","Europe",0,"20.7_60","PLALAN_EU21"
"1450","27d5Soil","27d5","Soil",NA,NA,NA,"PLALAN",60,20.7,"EU22","Europe--Copenhagen, Denmark","Europe",0,"20.7_60","PLALAN_EU22"
"1451","27d6Soil","27d6","Soil",2015-12-01,335,8,"PLALAN",60,20.7,"EU38","Europe--Just below Enzianhutte, above Zell Am See, Austria","Europe",1,"20.7_60","PLALAN_EU38"
"1452","27d7Soil","27d7","Soil",NA,NA,NA,"PLALAN",60,20.7,"EU45","Europe--Podhom, Slovenia","Europe",0,"20.7_60","PLALAN_EU45"
"1453","27d8Soil","27d8","Soil",NA,NA,NA,"PLALAN",60,20.7,"EU54","Europe--Divaca Kras, Slovenia","Europe",0,"20.7_60","PLALAN_EU54"
"1454","27d9Soil","27d9","Soil",2015-12-03,337,10,"PLALAN",60,20.7,"EU60","Europe--Divaca Kras, Slovenia","Europe",1,"20.7_60","PLALAN_EU60"
"1455","27e10Soil","27e10","Soil",2015-11-27,331,4,"PLALAN",60,20.7,"EU70","Europe--Le Tretien, Switzerland","Europe",1,"20.7_60","PLALAN_EU70"
"1456","27e11Soil","27e11","Soil",2015-11-29,333,6,"PLALAN",60,20.7,"EU77","Europe--Grenoble, France","Europe",1,"20.7_60","PLALAN_EU77"
"1457","27e1Soil","27e1","Soil",NA,NA,NA,"PLALAN",60,20.7,"EU02","Europe--Bois de Boulogne, Paris, France","Europe",0,"20.7_60","PLALAN_EU02"
"1458","27e2Soil","27e2","Soil",NA,NA,NA,"PLALAN",60,20.7,"EU08","Europe--Vlieland, The Netherlands","Europe",0,"20.7_60","PLALAN_EU08"
"1459","27e3Soil","27e3","Soil",NA,NA,NA,"PLALAN",60,20.7,"EU15","Europe--Leer, Germany","Europe",0,"20.7_60","PLALAN_EU15"
"1460","27e4Soil","27e4","Soil",NA,NA,NA,"PLALAN",60,20.7,"EU22","Europe--Copenhagen, Denmark","Europe",0,"20.7_60","PLALAN_EU22"
"1461","27e5Soil","27e5","Soil",NA,NA,NA,"PLALAN",60,20.7,"EU28","Europe--Zell Am See, Austria","Europe",0,"20.7_60","PLALAN_EU28"
"1462","27e6Soil","27e6","Soil",2015-12-01,335,8,"PLALAN",60,20.7,"EU39","Europe--Just below Enzianhutte, above Zell Am See, Austria","Europe",1,"20.7_60","PLALAN_EU39"
"1463","27e7Soil","27e7","Soil",2015-12-01,335,8,"PLALAN",60,20.7,"EU46","Europe--Podhom, Slovenia","Europe",1,"20.7_60","PLALAN_EU46"
"1464","27e8Soil","27e8","Soil",2016-01-11,11,49,"PLALAN",60,20.7,"EU57","Europe--Divaca Kras, Slovenia","Europe",1,"20.7_60","PLALAN_EU57"
"1465","27e9Soil","27e9","Soil",2015-11-29,333,6,"PLALAN",60,20.7,"EU60","Europe--Divaca Kras, Slovenia","Europe",1,"20.7_60","PLALAN_EU60"
"1466","27f10Soil","27f10","Soil",2015-12-05,339,12,"PLALAN",60,20.7,"EU73","Europe--Le Tretien, Switzerland","Europe",1,"20.7_60","PLALAN_EU73"
"1467","27f11Soil","27f11","Soil",2015-11-29,333,6,"PLALAN",60,20.7,"EU78","Europe--Grenoble, France","Europe",1,"20.7_60","PLALAN_EU78"
"1468","27f1Soil","27f1","Soil",2015-11-29,333,6,"PLALAN",60,20.7,"EU03","Europe--Bois de Boulogne, Paris, France","Europe",1,"20.7_60","PLALAN_EU03"
"1469","27f2Soil","27f2","Soil",2015-12-01,335,8,"PLALAN",60,20.7,"EU09","Europe--Vlieland, The Netherlands","Europe",1,"20.7_60","PLALAN_EU09"
"1470","27f3Soil","27f3","Soil",NA,NA,NA,"PLALAN",60,20.7,"EU17","Europe--Leer, Germany","Europe",0,"20.7_60","PLALAN_EU17"
"1471","27f4Soil","27f4","Soil",NA,NA,NA,"PLALAN",60,20.7,"EU22","Europe--Copenhagen, Denmark","Europe",0,"20.7_60","PLALAN_EU22"
"1472","27f5Soil","27f5","Soil",NA,NA,NA,"PLALAN",60,20.7,"EU29","Europe--Zell Am See, Austria","Europe",0,"20.7_60","PLALAN_EU29"
"1473","27f6Soil","27f6","Soil",2015-12-01,335,8,"PLALAN",60,20.7,"EU40","Europe--Just below Enzianhutte, above Zell Am See, Austria","Europe",1,"20.7_60","PLALAN_EU40"
"1474","27f7Soil","27f7","Soil",2016-01-29,29,67,"PLALAN",60,20.7,"EU49","Europe--Podhom, Slovenia","Europe",1,"20.7_60","PLALAN_EU49"
"1475","27f8Soil","27f8","Soil",2015-12-05,339,12,"PLALAN",60,20.7,"EU60","Europe--Divaca Kras, Slovenia","Europe",1,"20.7_60","PLALAN_EU60"
"1476","27f9Soil","27f9","Soil",2015-11-29,333,6,"PLALAN",60,20.7,"EU61","Europe--Schaan, Liechtenstein","Europe",1,"20.7_60","PLALAN_EU61"
"1477","28a10Soil","28a10","Soil",2015-12-03,337,10,"PLALAN",60,25.3,"EU61","Europe--Schaan, Liechtenstein","Europe",1,"25.3_60","PLALAN_EU61"
"1478","28a11Soil","28a11","Soil",2015-11-29,333,6,"PLALAN",60,25.3,"EU74","Europe--Le Tretien, Switzerland","Europe",1,"25.3_60","PLALAN_EU74"
"1479","28a12Soil","28a12","Soil",NA,NA,NA,"PLALAN",60,25.3,"EU79","Europe--Grenoble, France","Europe",0,"25.3_60","PLALAN_EU79"
"1480","28a2Soil","28a2","Soil",NA,NA,NA,"PLALAN",60,25.3,"EU04","Europe--Bois de Boulogne, Paris, France","Europe",0,"25.3_60","PLALAN_EU04"
"1481","28a3Soil","28a3","Soil",NA,NA,NA,"PLALAN",60,25.3,"EU11","Europe--Vlieland, The Netherlands","Europe",0,"25.3_60","PLALAN_EU11"
"1482","28a4Soil","28a4","Soil",NA,NA,NA,"PLALAN",60,25.3,"EU18","Europe--Copenhagen, Denmark","Europe",0,"25.3_60","PLALAN_EU18"
"1483","28a5Soil","28a5","Soil",2015-12-05,339,12,"PLALAN",60,25.3,"EU22","Europe--Copenhagen, Denmark","Europe",1,"25.3_60","PLALAN_EU22"
"1484","28a6Soil","28a6","Soil",NA,NA,NA,"PLALAN",60,25.3,"EU34","Europe--Zell Am See, Austria","Europe",0,"25.3_60","PLALAN_EU34"
"1485","28a7Soil","28a7","Soil",NA,NA,NA,"PLALAN",60,25.3,"EU41","Europe--Just below Enzianhutte, above Zell Am See, Austria","Europe",0,"25.3_60","PLALAN_EU41"
