"","uniqueid","trayloc","substrate","germdate","doy","daysfromstart","sp","strat","temp","individual","location","origin","germinated","treatment","uniqind"
"213","11e3Soil","11e3","Soil",2015-12-01,335,8,"PLALAN",30,20.7,"EU22","Europe--Copenhagen, Denmark","Europe",1,"20.7_30","PLALAN_EU22"
"215","11e4Soil","11e4","Soil",NA,NA,NA,"PLALAN",30,20.7,"EU52","Europe--Podhom, Slovenia","Europe",0,"20.7_30","PLALAN_EU52"
"217","11e5Soil","11e5","Soil",NA,NA,NA,"CHEMAJ",30,20.7,"EU29","Europe--Grenoble, France","Europe",0,"20.7_30","CHEMAJ_EU29"
"223","11e6Soil","11e6","Soil",2015-12-23,357,30,"RUMCRI",30,20.7,"EU05","Europe--Grenoble, France","Europe",1,"20.7_30","RUMCRI_EU05"
"225","11e7Soil","11e7","Soil",NA,NA,NA,"TAROFF",30,20.7,"EU01","Europe--Grenoble, France","Europe",0,"20.7_30","TAROFF_EU01"
"226","11e8Soil","11e8","Soil",2015-11-29,333,6,"TAROFF",30,20.7,"EU11","Europe--Arna, Norway","Europe",1,"20.7_30","TAROFF_EU11"
"227","11e9Soil","11e9","Soil",2015-11-29,333,6,"PLAMAJ",30,20.7,"US25","USA--Walden","USA",1,"20.7_30","PLAMAJ_US25"
"228","11f10Soil","11f10","Soil",2015-11-29,333,6,"PLAMAJ",30,20.7,"EU01","Europe--Schaan, Liechtenstein","Europe",1,"20.7_30","PLAMAJ_EU01"
"230","11f1Soil","11f1","Soil",NA,NA,NA,"PLALAN",30,20.7,"EU34","Europe--Zell Am See, Austria","Europe",0,"20.7_30","PLALAN_EU34"
"236","11f2Soil","11f2","Soil",2015-11-27,331,4,"PLALAN",30,20.7,"EU41","Europe--Just below Enzianhutte, above Zell Am See, Austria","Europe",1,"20.7_30","PLALAN_EU41"
"238","11f3Soil","11f3","Soil",2015-11-29,333,6,"PLALAN",30,20.7,"EU42","Europe--Just below Enzianhutte, above Zell Am See, Austria","Europe",1,"20.7_30","PLALAN_EU42"
"240","11f4Soil","11f4","Soil",2015-11-27,331,4,"PLALAN",30,20.7,"EU53","Europe--Divaca Kras, Slovenia","Europe",1,"20.7_30","PLALAN_EU53"
"242","11f5Soil","11f5","Soil",NA,NA,NA,"RUMCRI",30,20.7,"EU03","Europe--Grenoble, France","Europe",0,"20.7_30","RUMCRI_EU03"
"244","11f6Soil","11f6","Soil",2015-12-03,337,10,"RUMCRI",30,20.7,"EU05","Europe--Grenoble, France","Europe",1,"20.7_30","RUMCRI_EU05"
"246","11f7Soil","11f7","Soil",2015-12-03,337,10,"TAROFF",30,20.7,"EU01","Europe--Grenoble, France","Europe",1,"20.7_30","TAROFF_EU01"
"247","11f8Soil","11f8","Soil",NA,NA,NA,"TAROFF",30,20.7,"EU11","Europe--Arna, Norway","Europe",0,"20.7_30","TAROFF_EU11"
"248","11f9Soil","11f9","Soil",2015-12-01,335,8,"PLAMAJ",30,20.7,"US25","USA--Walden","USA",1,"20.7_30","PLAMAJ_US25"
"262","12a10Soil","12a10","Soil",2015-11-29,333,6,"PLAMAJ",30,25.3,"US205","USA--Arnold Arboretum ","USA",1,"25.3_30","PLAMAJ_US205"
"263","12a11Soil","12a11","Soil",2015-12-03,337,10,"PLAMAJ",30,25.3,"EU01","Europe--Schaan, Liechtenstein","Europe",1,"25.3_30","PLAMAJ_EU01"
"265","12a1Soil","12a1","Soil",NA,NA,NA,"PLALAN",30,25.3,"EU20","Europe--Copenhagen, Denmark","Europe",0,"25.3_30","PLALAN_EU20"
"267","12a2Soil","12a2","Soil",NA,NA,NA,"PLALAN",30,25.3,"EU35","Europe--Zell Am See, Austria","Europe",0,"25.3_30","PLALAN_EU35"
"269","12a3Soil","12a3","Soil",2015-12-01,335,8,"PLALAN",30,25.3,"EU22","Europe--Copenhagen, Denmark","Europe",1,"25.3_30","PLALAN_EU22"
"271","12a4Soil","12a4","Soil",NA,NA,NA,"PLALAN",30,25.3,"EU44","Europe--Podhom, Slovenia","Europe",0,"25.3_30","PLALAN_EU44"
"273","12a5Soil","12a5","Soil",2015-12-13,347,20,"CHEMAJ",30,25.3,"EU29","Europe--Grenoble, France","Europe",1,"25.3_30","CHEMAJ_EU29"
"275","12a6Soil","12a6","Soil",2016-01-01,1,39,"RUMCRI",30,25.3,"EU03","Europe--Grenoble, France","Europe",1,"25.3_30","RUMCRI_EU03"
"277","12a7Soil","12a7","Soil",2015-12-05,339,12,"RUMCRI",30,25.3,"EU05","Europe--Grenoble, France","Europe",1,"25.3_30","RUMCRI_EU05"
"278","12a8Soil","12a8","Soil",2015-12-03,337,10,"TAROFF",30,25.3,"EU01","Europe--Grenoble, France","Europe",1,"25.3_30","TAROFF_EU01"
"279","12a9Soil","12a9","Soil",2015-12-03,337,10,"TAROFF",30,25.3,"EU11","Europe--Arna, Norway","Europe",1,"25.3_30","TAROFF_EU11"
"280","12b10Soil","12b10","Soil",2015-12-01,335,8,"PLAMAJ",30,25.3,"US205","USA--Arnold Arboretum ","USA",1,"25.3_30","PLAMAJ_US205"
"281","12b11Soil","12b11","Soil",2015-12-01,335,8,"PLAMAJ",30,25.3,"EU01","Europe--Schaan, Liechtenstein","Europe",1,"25.3_30","PLAMAJ_EU01"
"283","12b1Soil","12b1","Soil",NA,NA,NA,"PLALAN",30,25.3,"EU21","Europe--Copenhagen, Denmark","Europe",0,"25.3_30","PLALAN_EU21"
"285","12b2Soil","12b2","Soil",NA,NA,NA,"PLALAN",30,25.3,"EU37","Europe--Zell Am See, Austria","Europe",0,"25.3_30","PLALAN_EU37"
"287","12b3Soil","12b3","Soil",2015-12-03,337,10,"PLALAN",30,25.3,"EU22","Europe--Copenhagen, Denmark","Europe",1,"25.3_30","PLALAN_EU22"
"289","12b4Soil","12b4","Soil",2015-12-01,335,8,"PLALAN",30,25.3,"EU45","Europe--Podhom, Slovenia","Europe",1,"25.3_30","PLALAN_EU45"
"291","12b5Soil","12b5","Soil",2015-12-13,347,20,"CHEMAJ",30,25.3,"EU29","Europe--Grenoble, France","Europe",1,"25.3_30","CHEMAJ_EU29"
"293","12b6Soil","12b6","Soil",2015-12-07,341,14,"RUMCRI",30,25.3,"EU03","Europe--Grenoble, France","Europe",1,"25.3_30","RUMCRI_EU03"
"295","12b7Soil","12b7","Soil",2015-12-05,339,12,"RUMCRI",30,25.3,"EU05","Europe--Grenoble, France","Europe",1,"25.3_30","RUMCRI_EU05"
"296","12b8Soil","12b8","Soil",2015-12-03,337,10,"TAROFF",30,25.3,"EU01","Europe--Grenoble, France","Europe",1,"25.3_30","TAROFF_EU01"
"297","12b9Soil","12b9","Soil",NA,NA,NA,"PLAMAJ",30,25.3,"US25","USA--Walden","USA",0,"25.3_30","PLAMAJ_US25"
"298","12c10Soil","12c10","Soil",2015-11-29,333,6,"PLAMAJ",30,25.3,"US205","USA--Arnold Arboretum ","USA",1,"25.3_30","PLAMAJ_US205"
"299","12c11Soil","12c11","Soil",2015-11-29,333,6,"PLAMAJ",30,25.3,"EU01","Europe--Schaan, Liechtenstein","Europe",1,"25.3_30","PLAMAJ_EU01"
"301","12c1Soil","12c1","Soil",2015-12-05,339,12,"PLALAN",30,25.3,"EU22","Europe--Copenhagen, Denmark","Europe",1,"25.3_30","PLALAN_EU22"
"303","12c2Soil","12c2","Soil",2015-12-03,337,10,"PLALAN",30,25.3,"EU38","Europe--Just below Enzianhutte, above Zell Am See, Austria","Europe",1,"25.3_30","PLALAN_EU38"
"305","12c3Soil","12c3","Soil",NA,NA,NA,"PLALAN",30,25.3,"EU22","Europe--Copenhagen, Denmark","Europe",0,"25.3_30","PLALAN_EU22"
"307","12c4Soil","12c4","Soil",2015-12-03,337,10,"PLALAN",30,25.3,"EU46","Europe--Podhom, Slovenia","Europe",1,"25.3_30","PLALAN_EU46"
"309","12c5Soil","12c5","Soil",2015-12-13,347,20,"CHEMAJ",30,25.3,"EU29","Europe--Grenoble, France","Europe",1,"25.3_30","CHEMAJ_EU29"
"311","12c6Soil","12c6","Soil",2015-12-09,343,16,"RUMCRI",30,25.3,"EU03","Europe--Grenoble, France","Europe",1,"25.3_30","RUMCRI_EU03"
"313","12c7Soil","12c7","Soil",2015-12-17,351,24,"RUMCRI",30,25.3,"EU05","Europe--Grenoble, France","Europe",1,"25.3_30","RUMCRI_EU05"
"314","12c8Soil","12c8","Soil",NA,NA,NA,"TAROFF",30,25.3,"EU11","Europe--Arna, Norway","Europe",0,"25.3_30","TAROFF_EU11"
"315","12c9Soil","12c9","Soil",2015-12-01,335,8,"PLAMAJ",30,25.3,"US25","USA--Walden","USA",1,"25.3_30","PLAMAJ_US25"
"316","12d10Soil","12d10","Soil",2015-11-29,333,6,"PLAMAJ",30,25.3,"US205","USA--Arnold Arboretum ","USA",1,"25.3_30","PLAMAJ_US205"
"317","12d11Soil","12d11","Soil",NA,NA,NA,"PLAMAJ",30,25.3,"EU01","Europe--Schaan, Liechtenstein","Europe",0,"25.3_30","PLAMAJ_EU01"
"319","12d1Soil","12d1","Soil",2015-12-05,339,12,"PLALAN",30,25.3,"EU28","Europe--Zell Am See, Austria","Europe",1,"25.3_30","PLALAN_EU28"
"321","12d2Soil","12d2","Soil",2015-11-29,333,6,"PLALAN",30,25.3,"EU39","Europe--Just below Enzianhutte, above Zell Am See, Austria","Europe",1,"25.3_30","PLALAN_EU39"
"323","12d3Soil","12d3","Soil",2015-12-11,345,18,"PLALAN",30,25.3,"EU22","Europe--Copenhagen, Denmark","Europe",1,"25.3_30","PLALAN_EU22"
"325","12d4Soil","12d4","Soil",2015-11-29,333,6,"PLALAN",30,25.3,"EU49","Europe--Podhom, Slovenia","Europe",1,"25.3_30","PLALAN_EU49"
"327","12d5Soil","12d5","Soil",NA,NA,NA,"CHEMAJ",30,25.3,"EU29","Europe--Grenoble, France","Europe",0,"25.3_30","CHEMAJ_EU29"
"329","12d6Soil","12d6","Soil",2015-12-07,341,14,"RUMCRI",30,25.3,"EU03","Europe--Grenoble, France","Europe",1,"25.3_30","RUMCRI_EU03"
"331","12d7Soil","12d7","Soil",2015-12-03,337,10,"TAROFF",30,25.3,"EU01","Europe--Grenoble, France","Europe",1,"25.3_30","TAROFF_EU01"
"332","12d8Soil","12d8","Soil",NA,NA,NA,"TAROFF",30,25.3,"EU11","Europe--Arna, Norway","Europe",0,"25.3_30","TAROFF_EU11"
"333","12d9Soil","12d9","Soil",2015-12-01,335,8,"PLAMAJ",30,25.3,"US25","USA--Walden","USA",1,"25.3_30","PLAMAJ_US25"
"334","12e10Soil","12e10","Soil",2015-12-03,337,10,"PLAMAJ",30,25.3,"US205","USA--Arnold Arboretum ","USA",1,"25.3_30","PLAMAJ_US205"
"336","12e1Soil","12e1","Soil",2015-12-07,341,14,"PLALAN",30,25.3,"EU29","Europe--Zell Am See, Austria","Europe",1,"25.3_30","PLALAN_EU29"
"342","12e2Soil","12e2","Soil",2015-12-05,339,12,"PLALAN",30,25.3,"EU40","Europe--Just below Enzianhutte, above Zell Am See, Austria","Europe",1,"25.3_30","PLALAN_EU40"
"344","12e3Soil","12e3","Soil",2015-12-05,339,12,"PLALAN",30,25.3,"EU22","Europe--Copenhagen, Denmark","Europe",1,"25.3_30","PLALAN_EU22"
"346","12e4Soil","12e4","Soil",2015-11-29,333,6,"PLALAN",30,25.3,"EU52","Europe--Podhom, Slovenia","Europe",1,"25.3_30","PLALAN_EU52"
"348","12e5Soil","12e5","Soil",2015-12-17,351,24,"CHEMAJ",30,25.3,"EU29","Europe--Grenoble, France","Europe",1,"25.3_30","CHEMAJ_EU29"
"354","12e6Soil","12e6","Soil",NA,NA,NA,"RUMCRI",30,25.3,"EU05","Europe--Grenoble, France","Europe",0,"25.3_30","RUMCRI_EU05"
"356","12e7Soil","12e7","Soil",2015-12-01,335,8,"TAROFF",30,25.3,"EU01","Europe--Grenoble, France","Europe",1,"25.3_30","TAROFF_EU01"
"357","12e8Soil","12e8","Soil",2015-12-03,337,10,"TAROFF",30,25.3,"EU11","Europe--Arna, Norway","Europe",1,"25.3_30","TAROFF_EU11"
"358","12e9Soil","12e9","Soil",NA,NA,NA,"PLAMAJ",30,25.3,"US25","USA--Walden","USA",0,"25.3_30","PLAMAJ_US25"
"359","12f10Soil","12f10","Soil",2015-12-03,337,10,"PLAMAJ",30,25.3,"EU01","Europe--Schaan, Liechtenstein","Europe",1,"25.3_30","PLAMAJ_EU01"
"361","12f1Soil","12f1","Soil",NA,NA,NA,"PLALAN",30,25.3,"EU34","Europe--Zell Am See, Austria","Europe",0,"25.3_30","PLALAN_EU34"
"367","12f2Soil","12f2","Soil",2015-12-05,339,12,"PLALAN",30,25.3,"EU41","Europe--Just below Enzianhutte, above Zell Am See, Austria","Europe",1,"25.3_30","PLALAN_EU41"
"369","12f3Soil","12f3","Soil",2015-12-07,341,14,"PLALAN",30,25.3,"EU42","Europe--Just below Enzianhutte, above Zell Am See, Austria","Europe",1,"25.3_30","PLALAN_EU42"
"371","12f4Soil","12f4","Soil",2015-12-03,337,10,"PLALAN",30,25.3,"EU53","Europe--Divaca Kras, Slovenia","Europe",1,"25.3_30","PLALAN_EU53"
"373","12f5Soil","12f5","Soil",2015-12-09,343,16,"RUMCRI",30,25.3,"EU03","Europe--Grenoble, France","Europe",1,"25.3_30","RUMCRI_EU03"
"375","12f6Soil","12f6","Soil",2016-01-01,1,39,"RUMCRI",30,25.3,"EU05","Europe--Grenoble, France","Europe",1,"25.3_30","RUMCRI_EU05"
"377","12f7Soil","12f7","Soil",2015-12-07,341,14,"TAROFF",30,25.3,"EU01","Europe--Grenoble, France","Europe",1,"25.3_30","TAROFF_EU01"
"378","12f8Soil","12f8","Soil",2015-12-07,341,14,"TAROFF",30,25.3,"EU11","Europe--Arna, Norway","Europe",1,"25.3_30","TAROFF_EU11"
"379","12f9Soil","12f9","Soil",2015-12-03,337,10,"PLAMAJ",30,25.3,"US25","USA--Walden","USA",1,"25.3_30","PLAMAJ_US25"
"393","13a10Soil","13a10","Soil",2015-12-03,337,10,"DACGLO",30,11.3,"US01","USA--Harvard Forest","USA",1,"11.3_30","DACGLO_US01"
"394","13a11Soil","13a11","Soil",NA,NA,NA,"DACGLO",30,11.3,"US22","USA--Arnold Arboretum ","USA",0,"11.3_30","DACGLO_US22"
"395","13a12Soil","13a12","Soil",2015-12-03,337,10,"CAPBUR",30,11.3,"EU07","Europe--Leer, Germany","Europe",1,"11.3_30","CAPBUR_EU07"
"396","13a1Soil","13a1","Soil",2016-01-11,11,49,"PLALAN",30,11.3,"EU54","Europe--Divaca Kras, Slovenia","Europe",1,"11.3_30","PLALAN_EU54"
"397","13a2Soil","13a2","Soil",2015-12-03,337,10,"PLALAN",30,11.3,"EU60","Europe--Divaca Kras, Slovenia","Europe",1,"11.3_30","PLALAN_EU60"
"398","13a3Soil","13a3","Soil",2015-12-03,337,10,"PLALAN",30,11.3,"EU64","Europe--Schaan, Liechtenstein","Europe",1,"11.3_30","PLALAN_EU64"
"399","13a4Soil","13a4","Soil",2015-12-17,351,24,"PLALAN",30,11.3,"EU76","Europe--Le Tretien, Switzerland","Europe",1,"11.3_30","PLALAN_EU76"
"400","13a5Soil","13a5","Soil",2016-01-11,11,49,"CHEMAJ",30,11.3,"US06","USA--Walden","USA",1,"11.3_30","CHEMAJ_US06"
"401","13a6Soil","13a6","Soil",2015-12-29,363,36,"CHEMAJ",30,11.3,"US20","USA--Arnold Arboretum ","USA",1,"11.3_30","CHEMAJ_US20"
"402","13a7Soil","13a7","Soil",2015-12-03,337,10,"RUMCRI",30,11.3,"US01","USA--Walden","USA",1,"11.3_30","RUMCRI_US01"
"403","13a8Soil","13a8","Soil",2015-12-03,337,10,"RUMCRI",30,11.3,"US24","USA--Arnold Arboretum ","USA",1,"11.3_30","RUMCRI_US24"
"404","13a9Soil","13a9","Soil",2015-12-01,335,8,"TAROFF",30,11.3,"US21","USA--Arnold Arboretum ","USA",1,"11.3_30","TAROFF_US21"
"405","13b10Soil","13b10","Soil",2015-12-03,337,10,"DACGLO",30,11.3,"US01","USA--Harvard Forest","USA",1,"11.3_30","DACGLO_US01"
"406","13b11Soil","13b11","Soil",NA,NA,NA,"DACGLO",30,11.3,"US22","USA--Arnold Arboretum ","USA",0,"11.3_30","DACGLO_US22"
"407","13b12Soil","13b12","Soil",2015-12-03,337,10,"CAPBUR",30,11.3,"EU07","Europe--Leer, Germany","Europe",1,"11.3_30","CAPBUR_EU07"
"408","13b1Soil","13b1","Soil",2015-12-29,363,36,"PLALAN",30,11.3,"EU57","Europe--Divaca Kras, Slovenia","Europe",1,"11.3_30","PLALAN_EU57"
"409","13b2Soil","13b2","Soil",NA,NA,NA,"PLALAN",30,11.3,"EU60","Europe--Divaca Kras, Slovenia","Europe",0,"11.3_30","PLALAN_EU60"
"410","13b3Soil","13b3","Soil",2015-12-05,339,12,"PLALAN",30,11.3,"EU70","Europe--Schaan, Liechtenstein","Europe",1,"11.3_30","PLALAN_EU70"
"411","13b4Soil","13b4","Soil",2015-12-03,337,10,"PLALAN",30,11.3,"EU77","Europe--Grenoble, France","Europe",1,"11.3_30","PLALAN_EU77"
"412","13b5Soil","13b5","Soil",2016-01-11,11,49,"CHEMAJ",30,11.3,"US06","USA--Walden","USA",1,"11.3_30","CHEMAJ_US06"
"413","13b6Soil","13b6","Soil",2015-12-26,360,33,"CHEMAJ",30,11.3,"US20","USA--Arnold Arboretum ","USA",1,"11.3_30","CHEMAJ_US20"
"414","13b7Soil","13b7","Soil",2015-12-03,337,10,"RUMCRI",30,11.3,"US01","USA--Walden","USA",1,"11.3_30","RUMCRI_US01"
"415","13b8Soil","13b8","Soil",2015-12-01,335,8,"TAROFF",30,11.3,"US02","USA--Harvard Forest","USA",1,"11.3_30","TAROFF_US02"
"416","13b9Soil","13b9","Soil",NA,NA,NA,"TAROFF",30,11.3,"US21","USA--Arnold Arboretum ","USA",0,"11.3_30","TAROFF_US21"
"417","13c10Soil","13c10","Soil",2015-12-03,337,10,"DACGLO",30,11.3,"US01","USA--Harvard Forest","USA",1,"11.3_30","DACGLO_US01"
"418","13c11Soil","13c11","Soil",2015-12-05,339,12,"DACGLO",30,11.3,"US22","USA--Arnold Arboretum ","USA",1,"11.3_30","DACGLO_US22"
"419","13c12Soil","13c12","Soil",2015-12-03,337,10,"CAPBUR",30,11.3,"EU07","Europe--Leer, Germany","Europe",1,"11.3_30","CAPBUR_EU07"
"420","13c1Soil","13c1","Soil",2015-12-03,337,10,"PLALAN",30,11.3,"EU60","Europe--Divaca Kras, Slovenia","Europe",1,"11.3_30","PLALAN_EU60"
"421","13c2Soil","13c2","Soil",2015-12-03,337,10,"PLALAN",30,11.3,"EU61","Europe--Divaca Kras, Slovenia","Europe",1,"11.3_30","PLALAN_EU61"
"422","13c3Soil","13c3","Soil",2015-12-15,349,22,"PLALAN",30,11.3,"EU73","Europe--Le Tretien, Switzerland","Europe",1,"11.3_30","PLALAN_EU73"
"423","13c4Soil","13c4","Soil",2015-12-29,363,36,"PLALAN",30,11.3,"EU78","Europe--Grenoble, France","Europe",1,"11.3_30","PLALAN_EU78"
"424","13c5Soil","13c5","Soil",2016-01-11,11,49,"CHEMAJ",30,11.3,"US06","USA--Walden","USA",1,"11.3_30","CHEMAJ_US06"
"425","13c6Soil","13c6","Soil",2015-12-26,360,33,"CHEMAJ",30,11.3,"US20","USA--Arnold Arboretum ","USA",1,"11.3_30","CHEMAJ_US20"
"426","13c7Soil","13c7","Soil",2015-12-03,337,10,"RUMCRI",30,11.3,"US24","USA--Arnold Arboretum ","USA",1,"11.3_30","RUMCRI_US24"
"427","13c8Soil","13c8","Soil",2015-11-29,333,6,"TAROFF",30,11.3,"US02","USA--Harvard Forest","USA",1,"11.3_30","TAROFF_US02"
"428","13c9Soil","13c9","Soil",2015-11-29,333,6,"TAROFF",30,11.3,"US21","USA--Arnold Arboretum ","USA",1,"11.3_30","TAROFF_US21"
"429","13d10Soil","13d10","Soil",2015-12-03,337,10,"DACGLO",30,11.3,"US01","USA--Harvard Forest","USA",1,"11.3_30","DACGLO_US01"
"430","13d12Soil","13d12","Soil",2015-11-29,333,6,"CAPBUR",30,11.3,"EU07","Europe--Leer, Germany","Europe",1,"11.3_30","CAPBUR_EU07"
"431","13d1Soil","13d1","Soil",2015-12-03,337,10,"PLALAN",30,11.3,"EU60","Europe--Divaca Kras, Slovenia","Europe",1,"11.3_30","PLALAN_EU60"
"432","13d2Soil","13d2","Soil",2015-12-01,335,8,"PLALAN",30,11.3,"EU61","Europe--Schaan, Liechtenstein","Europe",1,"11.3_30","PLALAN_EU61"
"433","13d3Soil","13d3","Soil",2015-12-03,337,10,"PLALAN",30,11.3,"EU74","Europe--Le Tretien, Switzerland","Europe",1,"11.3_30","PLALAN_EU74"
"434","13d4Soil","13d4","Soil",2015-12-03,337,10,"PLALAN",30,11.3,"EU79","Europe--Grenoble, France","Europe",1,"11.3_30","PLALAN_EU79"
"435","13d5Soil","13d5","Soil",2015-12-17,351,24,"CHEMAJ",30,11.3,"US06","USA--Walden","USA",1,"11.3_30","CHEMAJ_US06"
"436","13d6Soil","13d6","Soil",2015-12-03,337,10,"RUMCRI",30,11.3,"US01","USA--Walden","USA",1,"11.3_30","RUMCRI_US01"
"437","13d7Soil","13d7","Soil",2015-12-03,337,10,"RUMCRI",30,11.3,"US24","USA--Arnold Arboretum ","USA",1,"11.3_30","RUMCRI_US24"
"438","13d8Soil","13d8","Soil",2015-12-01,335,8,"TAROFF",30,11.3,"US02","USA--Harvard Forest","USA",1,"11.3_30","TAROFF_US02"
"439","13d9Soil","13d9","Soil",2015-11-29,333,6,"TAROFF",30,11.3,"US21","USA--Arnold Arboretum ","USA",1,"11.3_30","TAROFF_US21"
"440","13e10Soil","13e10","Soil",2015-11-29,333,6,"TAROFF",30,11.3,"US21","USA--Arnold Arboretum ","USA",1,"11.3_30","TAROFF_US21"
"441","13e12Soil","13e12","Soil",2015-12-01,335,8,"CAPBUR",30,11.3,"EU07","Europe--Leer, Germany","Europe",1,"11.3_30","CAPBUR_EU07"
"442","13e1Soil","13e1","Soil",2015-12-03,337,10,"PLALAN",30,11.3,"EU60","Europe--Divaca Kras, Slovenia","Europe",1,"11.3_30","PLALAN_EU60"
"443","13e2Soil","13e2","Soil",2015-12-01,335,8,"PLALAN",30,11.3,"EU62","Europe--Schaan, Liechtenstein","Europe",1,"11.3_30","PLALAN_EU62"
"444","13e3Soil","13e3","Soil",2015-12-03,337,10,"PLALAN",30,11.3,"EU74","Europe--Le Tretien, Switzerland","Europe",1,"11.3_30","PLALAN_EU74"
"445","13e4Soil","13e4","Soil",2015-12-03,337,10,"PLALAN",30,11.3,"EU80","Europe--Grenoble, France","Europe",1,"11.3_30","PLALAN_EU80"
"446","13e5Soil","13e5","Soil",NA,NA,NA,"CHEMAJ",30,11.3,"US20","USA--Arnold Arboretum ","USA",0,"11.3_30","CHEMAJ_US20"
"447","13e6Soil","13e6","Soil",2015-12-07,341,14,"RUMCRI",30,11.3,"US01","USA--Walden","USA",1,"11.3_30","RUMCRI_US01"
"448","13e7Soil","13e7","Soil",2015-12-03,337,10,"RUMCRI",30,11.3,"US24","USA--Arnold Arboretum ","USA",1,"11.3_30","RUMCRI_US24"
"449","13e8Soil","13e8","Soil",2015-11-29,333,6,"TAROFF",30,11.3,"US02","USA--Harvard Forest","USA",1,"11.3_30","TAROFF_US02"
"450","13e9Soil","13e9","Soil",2015-11-29,333,6,"DACGLO",30,11.3,"US01","USA--Harvard Forest","USA",1,"11.3_30","DACGLO_US01"
"451","13f1Soil","13f1","Soil",2015-12-09,343,16,"PLALAN",30,11.3,"EU60","Europe--Divaca Kras, Slovenia","Europe",1,"11.3_30","PLALAN_EU60"
"452","13f2Soil","13f2","Soil",NA,NA,NA,"PLALAN",30,11.3,"EU63","Europe--Schaan, Liechtenstein","Europe",0,"11.3_30","PLALAN_EU63"
"453","13f3Soil","13f3","Soil",2015-12-01,335,8,"PLALAN",30,11.3,"EU75","Europe--Le Tretien, Switzerland","Europe",1,"11.3_30","PLALAN_EU75"
"454","13f4Soil","13f4","Soil",2016-01-01,1,39,"CHEMAJ",30,11.3,"US06","USA--Walden","USA",1,"11.3_30","CHEMAJ_US06"
"455","13f5Soil","13f5","Soil",2016-01-11,11,49,"CHEMAJ",30,11.3,"US20","USA--Arnold Arboretum ","USA",1,"11.3_30","CHEMAJ_US20"
"456","13f6Soil","13f6","Soil",2015-12-03,337,10,"RUMCRI",30,11.3,"US01","USA--Walden","USA",1,"11.3_30","RUMCRI_US01"
"457","13f7Soil","13f7","Soil",2015-12-03,337,10,"RUMCRI",30,11.3,"US24","USA--Arnold Arboretum ","USA",1,"11.3_30","RUMCRI_US24"
"458","13f8Soil","13f8","Soil",2015-11-29,333,6,"TAROFF",30,11.3,"US02","USA--Harvard Forest","USA",1,"11.3_30","TAROFF_US02"
"459","13f9Soil","13f9","Soil",2015-11-27,331,4,"DACGLO",30,11.3,"US01","USA--Harvard Forest","USA",1,"11.3_30","DACGLO_US01"
"460","14a10Soil","14a10","Soil",2015-11-29,333,6,"DACGLO",30,16,"US01","USA--Harvard Forest","USA",1,"16_30","DACGLO_US01"
"461","14a11Soil","14a11","Soil",2015-11-29,333,6,"DACGLO",30,16,"US22","USA--Arnold Arboretum ","USA",1,"16_30","DACGLO_US22"
"462","14a12Soil","14a12","Soil",2015-12-01,335,8,"CAPBUR",30,16,"EU07","Europe--Leer, Germany","Europe",1,"16_30","CAPBUR_EU07"
"463","14a1Soil","14a1","Soil",2015-11-29,333,6,"PLALAN",30,16,"EU54","Europe--Divaca Kras, Slovenia","Europe",1,"16_30","PLALAN_EU54"
"464","14a2Soil","14a2","Soil",2015-11-29,333,6,"PLALAN",30,16,"EU60","Europe--Divaca Kras, Slovenia","Europe",1,"16_30","PLALAN_EU60"
"465","14a3Soil","14a3","Soil",2015-12-01,335,8,"PLALAN",30,16,"EU64","Europe--Schaan, Liechtenstein","Europe",1,"16_30","PLALAN_EU64"
"466","14a4Soil","14a4","Soil",2015-12-05,339,12,"PLALAN",30,16,"EU76","Europe--Le Tretien, Switzerland","Europe",1,"16_30","PLALAN_EU76"
"467","14a5Soil","14a5","Soil",2015-12-11,345,18,"CHEMAJ",30,16,"US06","USA--Walden","USA",1,"16_30","CHEMAJ_US06"
"468","14a6Soil","14a6","Soil",2015-12-11,345,18,"CHEMAJ",30,16,"US20","USA--Arnold Arboretum ","USA",1,"16_30","CHEMAJ_US20"
"469","14a7Soil","14a7","Soil",2015-12-05,339,12,"RUMCRI",30,16,"US01","USA--Walden","USA",1,"16_30","RUMCRI_US01"
"470","14a8Soil","14a8","Soil",2015-12-01,335,8,"RUMCRI",30,16,"US24","USA--Arnold Arboretum ","USA",1,"16_30","RUMCRI_US24"
"471","14a9Soil","14a9","Soil",2015-11-27,331,4,"TAROFF",30,16,"US21","USA--Arnold Arboretum ","USA",1,"16_30","TAROFF_US21"
"472","14b10Soil","14b10","Soil",NA,NA,NA,"DACGLO",30,16,"US01","USA--Harvard Forest","USA",0,"16_30","DACGLO_US01"
"473","14b11Soil","14b11","Soil",2015-11-29,333,6,"DACGLO",30,16,"US22","USA--Arnold Arboretum ","USA",1,"16_30","DACGLO_US22"
"474","14b12Soil","14b12","Soil",2015-11-29,333,6,"CAPBUR",30,16,"EU07","Europe--Leer, Germany","Europe",1,"16_30","CAPBUR_EU07"
"475","14b1Soil","14b1","Soil",2015-12-01,335,8,"PLALAN",30,16,"EU57","Europe--Divaca Kras, Slovenia","Europe",1,"16_30","PLALAN_EU57"
"476","14b2Soil","14b2","Soil",2015-11-29,333,6,"PLALAN",30,16,"EU60","Europe--Divaca Kras, Slovenia","Europe",1,"16_30","PLALAN_EU60"
