daysfromstart,sp,strat,temp,individual,location,origin,germinated,uniqind
NA,PLALAN,30,25.3,EU03,"Europe--Bois de Boulogne, Paris, France",Europe,0,PLALAN_EU03
30,PLALAN,30,25.3,EU09,"Europe--Vlieland, The Netherlands",Europe,1,PLALAN_EU09
12,PLALAN,30,25.3,EU18,"Europe--Copenhagen, Denmark",Europe,1,PLALAN_EU18
16,PLAMAJ,30,25.3,EU08,"Europe--Grenoble, France",Europe,1,PLAMAJ_EU08
NA,PLAMED,30,25.3,EU12,"Europe--Le Tretien, Switzerland",Europe,0,PLAMED_EU12
4,TAROFF,60,25.3,EU11,"Europe--Arna, Norway",Europe,1,TAROFF_EU11
33,CAPBUR,30,25.3,EU13,"Europe--Copenhagen, Denmark",Europe,1,CAPBUR_EU13
12,PLACOR,30,25.3,EU01,"Europe--Vlieland, The Netherlands",Europe,1,PLACOR_EU01
10,PLACOR,30,25.3,EU04,"Europe--Vlieland, The Netherlands",Europe,1,PLACOR_EU04
8,PLALAN,60,11.3,EU61,"Europe--Schaan, Liechtenstein",Europe,1,PLALAN_EU61
33,PLALAN,60,11.3,EU74,"Europe--Le Tretien, Switzerland",Europe,1,PLALAN_EU74
49,PLALAN,60,11.3,EU79,"Europe--Grenoble, France",Europe,1,PLALAN_EU79
NA,PLALAN,60,11.3,EU04,"Europe--Bois de Boulogne, Paris, France",Europe,0,PLALAN_EU04
NA,PLALAN,60,11.3,EU11,"Europe--Vlieland, The Netherlands",Europe,0,PLALAN_EU11
49,PLALAN,60,11.3,EU18,"Europe--Copenhagen, Denmark",Europe,1,PLALAN_EU18
33,PLALAN,60,11.3,EU22,"Europe--Copenhagen, Denmark",Europe,1,PLALAN_EU22
NA,PLALAN,60,11.3,EU34,"Europe--Zell Am See, Austria",Europe,0,PLALAN_EU34
16,PLALAN,60,11.3,EU41,"Europe--Just below Enzianhutte, above Zell Am See, Austria",Europe,1,PLALAN_EU41
14,PLALAN,60,11.3,EU49,"Europe--Podhom, Slovenia",Europe,1,PLALAN_EU49
6,PLALAN,60,11.3,EU60,"Europe--Divaca Kras, Slovenia",Europe,1,PLALAN_EU60
8,PLALAN,60,11.3,EU62,"Europe--Schaan, Liechtenstein",Europe,1,PLALAN_EU62
16,PLALAN,60,11.3,EU74,"Europe--Le Tretien, Switzerland",Europe,1,PLALAN_EU74
NA,PLALAN,60,11.3,EU80,"Europe--Grenoble, France",Europe,0,PLALAN_EU80
10,PLALAN,60,11.3,EU05,"Europe--Bois de Boulogne, Paris, France",Europe,1,PLALAN_EU05
NA,PLALAN,60,11.3,EU13,"Europe--Leer, Germany",Europe,0,PLALAN_EU13
NA,PLALAN,60,11.3,EU19,"Europe--Copenhagen, Denmark",Europe,0,PLALAN_EU19
49,PLALAN,60,11.3,EU22,"Europe--Copenhagen, Denmark",Europe,1,PLALAN_EU22
49,PLALAN,60,11.3,EU35,"Europe--Zell Am See, Austria",Europe,1,PLALAN_EU35
49,PLALAN,60,11.3,EU42,"Europe--Just below Enzianhutte, above Zell Am See, Austria",Europe,1,PLALAN_EU42
18,PLALAN,60,11.3,EU52,"Europe--Divaca Kras, Slovenia",Europe,1,PLALAN_EU52
6,PLALAN,60,11.3,EU60,"Europe--Divaca Kras, Slovenia",Europe,1,PLALAN_EU60
8,PLALAN,60,11.3,EU63,"Europe--Schaan, Liechtenstein",Europe,1,PLALAN_EU63
6,PLALAN,60,11.3,EU75,"Europe--Le Tretien, Switzerland",Europe,1,PLALAN_EU75
18,PLALAN,60,11.3,EU06,"Europe--Vlieland, The Netherlands",Europe,1,PLALAN_EU06
NA,PLALAN,60,11.3,EU14,"Europe--Leer, Germany",Europe,0,PLALAN_EU14
18,PLALAN,60,11.3,EU20,"Europe--Copenhagen, Denmark",Europe,1,PLALAN_EU20
NA,PLALAN,60,11.3,EU22,"Europe--Copenhagen, Denmark",Europe,0,PLALAN_EU22
18,PLALAN,60,11.3,EU37,"Europe--Zell Am See, Austria",Europe,1,PLALAN_EU37
18,PLALAN,60,11.3,EU44,"Europe--Podhom, Slovenia",Europe,1,PLALAN_EU44
49,PLALAN,60,11.3,EU53,"Europe--Divaca Kras, Slovenia",Europe,1,PLALAN_EU53
6,PLALAN,60,11.3,EU60,"Europe--Divaca Kras, Slovenia",Europe,1,PLALAN_EU60
14,PLALAN,60,11.3,EU64,"Europe--Schaan, Liechtenstein",Europe,1,PLALAN_EU64
12,PLALAN,60,11.3,EU76,"Europe--Grenoble, France",Europe,1,PLALAN_EU76
NA,PLALAN,60,11.3,EU01,"Europe--Bois de Boulogne, Paris, France",Europe,0,PLALAN_EU01
33,PLALAN,60,11.3,EU07,"Europe--Vlieland, The Netherlands",Europe,1,PLALAN_EU07
NA,PLALAN,60,11.3,EU15,"Europe--Leer, Germany",Europe,0,PLALAN_EU15
NA,PLALAN,60,11.3,EU21,"Europe--Copenhagen, Denmark",Europe,0,PLALAN_EU21
NA,PLALAN,60,11.3,EU22,"Europe--Copenhagen, Denmark",Europe,0,PLALAN_EU22
49,PLALAN,60,11.3,EU38,"Europe--Just below Enzianhutte, above Zell Am See, Austria",Europe,1,PLALAN_EU38
16,PLALAN,60,11.3,EU45,"Europe--Podhom, Slovenia",Europe,1,PLALAN_EU45
39,PLALAN,60,11.3,EU54,"Europe--Divaca Kras, Slovenia",Europe,1,PLALAN_EU54
6,PLALAN,60,11.3,EU60,"Europe--Divaca Kras, Slovenia",Europe,1,PLALAN_EU60
12,PLALAN,60,11.3,EU70,"Europe--Le Tretien, Switzerland",Europe,1,PLALAN_EU70
10,PLALAN,60,11.3,EU77,"Europe--Grenoble, France",Europe,1,PLALAN_EU77
NA,PLALAN,60,11.3,EU02,"Europe--Bois de Boulogne, Paris, France",Europe,0,PLALAN_EU02
18,PLALAN,60,11.3,EU08,"Europe--Vlieland, The Netherlands",Europe,1,PLALAN_EU08
14,PLALAN,60,11.3,EU15,"Europe--Leer, Germany",Europe,1,PLALAN_EU15
24,PLALAN,60,11.3,EU22,"Europe--Copenhagen, Denmark",Europe,1,PLALAN_EU22
NA,PLALAN,60,11.3,EU28,"Europe--Zell Am See, Austria",Europe,0,PLALAN_EU28
49,PLALAN,60,11.3,EU39,"Europe--Just below Enzianhutte, above Zell Am See, Austria",Europe,1,PLALAN_EU39
14,PLALAN,60,11.3,EU46,"Europe--Podhom, Slovenia",Europe,1,PLALAN_EU46
22,PLALAN,60,11.3,EU57,"Europe--Divaca Kras, Slovenia",Europe,1,PLALAN_EU57
12,PLALAN,60,11.3,EU60,"Europe--Divaca Kras, Slovenia",Europe,1,PLALAN_EU60
NA,PLALAN,60,11.3,EU73,"Europe--Le Tretien, Switzerland",Europe,0,PLALAN_EU73
49,PLALAN,60,11.3,EU78,"Europe--Grenoble, France",Europe,1,PLALAN_EU78
33,PLALAN,60,11.3,EU03,"Europe--Bois de Boulogne, Paris, France",Europe,1,PLALAN_EU03
12,PLALAN,60,11.3,EU09,"Europe--Vlieland, The Netherlands",Europe,1,PLALAN_EU09
NA,PLALAN,60,11.3,EU17,"Europe--Leer, Germany",Europe,0,PLALAN_EU17
14,PLALAN,60,11.3,EU22,"Europe--Copenhagen, Denmark",Europe,1,PLALAN_EU22
NA,PLALAN,60,11.3,EU29,"Europe--Zell Am See, Austria",Europe,0,PLALAN_EU29
49,PLALAN,60,11.3,EU40,"Europe--Just below Enzianhutte, above Zell Am See, Austria",Europe,1,PLALAN_EU40
49,PLALAN,60,11.3,EU49,"Europe--Podhom, Slovenia",Europe,1,PLALAN_EU49
18,PLALAN,60,11.3,EU60,"Europe--Divaca Kras, Slovenia",Europe,1,PLALAN_EU60
20,PLALAN,60,11.3,EU61,"Europe--Schaan, Liechtenstein",Europe,1,PLALAN_EU61
8,PLALAN,60,16,EU61,"Europe--Schaan, Liechtenstein",Europe,1,PLALAN_EU61
8,PLALAN,60,16,EU74,"Europe--Le Tretien, Switzerland",Europe,1,PLALAN_EU74
8,PLALAN,60,16,EU79,"Europe--Grenoble, France",Europe,1,PLALAN_EU79
NA,PLALAN,60,16,EU04,"Europe--Bois de Boulogne, Paris, France",Europe,0,PLALAN_EU04
8,PLALAN,60,16,EU11,"Europe--Vlieland, The Netherlands",Europe,1,PLALAN_EU11
NA,PLALAN,60,16,EU18,"Europe--Copenhagen, Denmark",Europe,0,PLALAN_EU18
NA,PLALAN,60,16,EU22,"Europe--Copenhagen, Denmark",Europe,0,PLALAN_EU22
NA,PLALAN,60,16,EU34,"Europe--Zell Am See, Austria",Europe,0,PLALAN_EU34
6,PLALAN,60,16,EU41,"Europe--Just below Enzianhutte, above Zell Am See, Austria",Europe,1,PLALAN_EU41
6,PLALAN,60,16,EU49,"Europe--Podhom, Slovenia",Europe,1,PLALAN_EU49
6,PLALAN,60,16,EU60,"Europe--Divaca Kras, Slovenia",Europe,1,PLALAN_EU60
6,PLALAN,60,16,EU62,"Europe--Schaan, Liechtenstein",Europe,1,PLALAN_EU62
8,PLALAN,60,16,EU74,"Europe--Le Tretien, Switzerland",Europe,1,PLALAN_EU74
6,PLALAN,60,16,EU80,"Europe--Grenoble, France",Europe,1,PLALAN_EU80
6,PLALAN,60,16,EU05,"Europe--Bois de Boulogne, Paris, France",Europe,1,PLALAN_EU05
NA,PLALAN,60,16,EU13,"Europe--Leer, Germany",Europe,0,PLALAN_EU13
6,PLALAN,60,16,EU19,"Europe--Copenhagen, Denmark",Europe,1,PLALAN_EU19
6,PLALAN,60,16,EU22,"Europe--Copenhagen, Denmark",Europe,1,PLALAN_EU22
8,PLALAN,60,16,EU35,"Europe--Zell Am See, Austria",Europe,1,PLALAN_EU35
12,PLALAN,60,16,EU42,"Europe--Just below Enzianhutte, above Zell Am See, Austria",Europe,1,PLALAN_EU42
6,PLALAN,60,16,EU52,"Europe--Divaca Kras, Slovenia",Europe,1,PLALAN_EU52
6,PLALAN,60,16,EU60,"Europe--Divaca Kras, Slovenia",Europe,1,PLALAN_EU60
12,PLALAN,60,16,EU63,"Europe--Schaan, Liechtenstein",Europe,1,PLALAN_EU63
6,PLALAN,60,16,EU75,"Europe--Le Tretien, Switzerland",Europe,1,PLALAN_EU75
10,PLALAN,60,16,EU06,"Europe--Vlieland, The Netherlands",Europe,1,PLALAN_EU06
28,PLALAN,60,16,EU14,"Europe--Leer, Germany",Europe,1,PLALAN_EU14
NA,PLALAN,60,16,EU20,"Europe--Copenhagen, Denmark",Europe,0,PLALAN_EU20
14,PLALAN,60,16,EU22,"Europe--Copenhagen, Denmark",Europe,1,PLALAN_EU22
NA,PLALAN,60,16,EU37,"Europe--Zell Am See, Austria",Europe,0,PLALAN_EU37
10,PLALAN,60,16,EU44,"Europe--Podhom, Slovenia",Europe,1,PLALAN_EU44
6,PLALAN,60,16,EU53,"Europe--Divaca Kras, Slovenia",Europe,1,PLALAN_EU53
6,PLALAN,60,16,EU60,"Europe--Divaca Kras, Slovenia",Europe,1,PLALAN_EU60
6,PLALAN,60,16,EU64,"Europe--Schaan, Liechtenstein",Europe,1,PLALAN_EU64
6,PLALAN,60,16,EU76,"Europe--Grenoble, France",Europe,1,PLALAN_EU76
NA,PLALAN,60,16,EU01,"Europe--Bois de Boulogne, Paris, France",Europe,0,PLALAN_EU01
6,PLALAN,60,16,EU07,"Europe--Vlieland, The Netherlands",Europe,1,PLALAN_EU07
12,PLALAN,60,16,EU15,"Europe--Leer, Germany",Europe,1,PLALAN_EU15
NA,PLALAN,60,16,EU21,"Europe--Copenhagen, Denmark",Europe,0,PLALAN_EU21
8,PLALAN,60,16,EU22,"Europe--Copenhagen, Denmark",Europe,1,PLALAN_EU22
NA,PLALAN,60,16,EU38,"Europe--Just below Enzianhutte, above Zell Am See, Austria",Europe,0,PLALAN_EU38
12,PLALAN,60,16,EU45,"Europe--Podhom, Slovenia",Europe,1,PLALAN_EU45
8,PLALAN,60,16,EU54,"Europe--Divaca Kras, Slovenia",Europe,1,PLALAN_EU54
6,PLALAN,60,16,EU60,"Europe--Divaca Kras, Slovenia",Europe,1,PLALAN_EU60
6,PLALAN,60,16,EU70,"Europe--Le Tretien, Switzerland",Europe,1,PLALAN_EU70
6,PLALAN,60,16,EU77,"Europe--Grenoble, France",Europe,1,PLALAN_EU77
NA,PLALAN,60,16,EU02,"Europe--Bois de Boulogne, Paris, France",Europe,0,PLALAN_EU02
6,PLALAN,60,16,EU08,"Europe--Vlieland, The Netherlands",Europe,1,PLALAN_EU08
8,PLALAN,60,16,EU15,"Europe--Leer, Germany",Europe,1,PLALAN_EU15
6,PLALAN,60,16,EU22,"Europe--Copenhagen, Denmark",Europe,1,PLALAN_EU22
NA,PLALAN,60,16,EU28,"Europe--Zell Am See, Austria",Europe,0,PLALAN_EU28
12,PLALAN,60,16,EU39,"Europe--Just below Enzianhutte, above Zell Am See, Austria",Europe,1,PLALAN_EU39
6,PLALAN,60,16,EU46,"Europe--Podhom, Slovenia",Europe,1,PLALAN_EU46
12,PLALAN,60,16,EU57,"Europe--Divaca Kras, Slovenia",Europe,1,PLALAN_EU57
6,PLALAN,60,16,EU60,"Europe--Divaca Kras, Slovenia",Europe,1,PLALAN_EU60
8,PLALAN,60,16,EU73,"Europe--Le Tretien, Switzerland",Europe,1,PLALAN_EU73
12,PLALAN,60,16,EU78,"Europe--Grenoble, France",Europe,1,PLALAN_EU78
6,PLALAN,60,16,EU03,"Europe--Bois de Boulogne, Paris, France",Europe,1,PLALAN_EU03
8,PLALAN,60,16,EU09,"Europe--Vlieland, The Netherlands",Europe,1,PLALAN_EU09
8,PLALAN,60,16,EU17,"Europe--Leer, Germany",Europe,1,PLALAN_EU17
10,PLALAN,60,16,EU22,"Europe--Copenhagen, Denmark",Europe,1,PLALAN_EU22
NA,PLALAN,60,16,EU29,"Europe--Zell Am See, Austria",Europe,0,PLALAN_EU29
18,PLALAN,60,16,EU40,"Europe--Just below Enzianhutte, above Zell Am See, Austria",Europe,1,PLALAN_EU40
14,PLALAN,60,16,EU49,"Europe--Podhom, Slovenia",Europe,1,PLALAN_EU49
6,PLALAN,60,16,EU60,"Europe--Divaca Kras, Slovenia",Europe,1,PLALAN_EU60
6,PLALAN,60,16,EU61,"Europe--Schaan, Liechtenstein",Europe,1,PLALAN_EU61
8,PLALAN,60,20.7,EU61,"Europe--Schaan, Liechtenstein",Europe,1,PLALAN_EU61
10,PLALAN,60,20.7,EU74,"Europe--Le Tretien, Switzerland",Europe,1,PLALAN_EU74
4,PLALAN,60,20.7,EU79,"Europe--Grenoble, France",Europe,1,PLALAN_EU79
NA,PLALAN,60,20.7,EU04,"Europe--Bois de Boulogne, Paris, France",Europe,0,PLALAN_EU04
NA,PLALAN,60,20.7,EU11,"Europe--Vlieland, The Netherlands",Europe,0,PLALAN_EU11
6,PLALAN,60,20.7,EU18,"Europe--Copenhagen, Denmark",Europe,1,PLALAN_EU18
4,PLALAN,60,20.7,EU22,"Europe--Copenhagen, Denmark",Europe,1,PLALAN_EU22
NA,PLALAN,60,20.7,EU34,"Europe--Zell Am See, Austria",Europe,0,PLALAN_EU34
NA,PLALAN,60,20.7,EU41,"Europe--Just below Enzianhutte, above Zell Am See, Austria",Europe,0,PLALAN_EU41
8,PLALAN,60,20.7,EU49,"Europe--Podhom, Slovenia",Europe,1,PLALAN_EU49
6,PLALAN,60,20.7,EU60,"Europe--Divaca Kras, Slovenia",Europe,1,PLALAN_EU60
10,PLALAN,60,20.7,EU62,"Europe--Schaan, Liechtenstein",Europe,1,PLALAN_EU62
10,PLALAN,60,20.7,EU74,"Europe--Le Tretien, Switzerland",Europe,1,PLALAN_EU74
4,PLALAN,60,20.7,EU80,"Europe--Grenoble, France",Europe,1,PLALAN_EU80
6,PLALAN,60,20.7,EU05,"Europe--Bois de Boulogne, Paris, France",Europe,1,PLALAN_EU05
NA,PLALAN,60,20.7,EU13,"Europe--Leer, Germany",Europe,0,PLALAN_EU13
12,PLALAN,60,20.7,EU19,"Europe--Copenhagen, Denmark",Europe,1,PLALAN_EU19
NA,PLALAN,60,20.7,EU22,"Europe--Copenhagen, Denmark",Europe,0,PLALAN_EU22
10,PLALAN,60,20.7,EU35,"Europe--Zell Am See, Austria",Europe,1,PLALAN_EU35
49,PLALAN,60,20.7,EU42,"Europe--Just below Enzianhutte, above Zell Am See, Austria",Europe,1,PLALAN_EU42
49,PLALAN,60,20.7,EU52,"Europe--Divaca Kras, Slovenia",Europe,1,PLALAN_EU52
49,PLALAN,60,20.7,EU60,"Europe--Divaca Kras, Slovenia",Europe,1,PLALAN_EU60
8,PLALAN,60,20.7,EU63,"Europe--Schaan, Liechtenstein",Europe,1,PLALAN_EU63
8,PLALAN,60,20.7,EU75,"Europe--Le Tretien, Switzerland",Europe,1,PLALAN_EU75
6,PLALAN,60,20.7,EU06,"Europe--Vlieland, The Netherlands",Europe,1,PLALAN_EU06
NA,PLALAN,60,20.7,EU14,"Europe--Leer, Germany",Europe,0,PLALAN_EU14
NA,PLALAN,60,20.7,EU20,"Europe--Copenhagen, Denmark",Europe,0,PLALAN_EU20
NA,PLALAN,60,20.7,EU22,"Europe--Copenhagen, Denmark",Europe,0,PLALAN_EU22
NA,PLALAN,60,20.7,EU37,"Europe--Zell Am See, Austria",Europe,0,PLALAN_EU37
12,PLALAN,60,20.7,EU44,"Europe--Podhom, Slovenia",Europe,1,PLALAN_EU44
49,PLALAN,60,20.7,EU53,"Europe--Divaca Kras, Slovenia",Europe,1,PLALAN_EU53
8,PLALAN,60,20.7,EU60,"Europe--Divaca Kras, Slovenia",Europe,1,PLALAN_EU60
4,PLALAN,60,20.7,EU64,"Europe--Schaan, Liechtenstein",Europe,1,PLALAN_EU64
4,PLALAN,60,20.7,EU76,"Europe--Grenoble, France",Europe,1,PLALAN_EU76
NA,PLALAN,60,20.7,EU01,"Europe--Bois de Boulogne, Paris, France",Europe,0,PLALAN_EU01
8,PLALAN,60,20.7,EU07,"Europe--Vlieland, The Netherlands",Europe,1,PLALAN_EU07
12,PLALAN,60,20.7,EU15,"Europe--Leer, Germany",Europe,1,PLALAN_EU15
NA,PLALAN,60,20.7,EU21,"Europe--Copenhagen, Denmark",Europe,0,PLALAN_EU21
NA,PLALAN,60,20.7,EU22,"Europe--Copenhagen, Denmark",Europe,0,PLALAN_EU22
8,PLALAN,60,20.7,EU38,"Europe--Just below Enzianhutte, above Zell Am See, Austria",Europe,1,PLALAN_EU38
NA,PLALAN,60,20.7,EU45,"Europe--Podhom, Slovenia",Europe,0,PLALAN_EU45
NA,PLALAN,60,20.7,EU54,"Europe--Divaca Kras, Slovenia",Europe,0,PLALAN_EU54
10,PLALAN,60,20.7,EU60,"Europe--Divaca Kras, Slovenia",Europe,1,PLALAN_EU60
4,PLALAN,60,20.7,EU70,"Europe--Le Tretien, Switzerland",Europe,1,PLALAN_EU70
6,PLALAN,60,20.7,EU77,"Europe--Grenoble, France",Europe,1,PLALAN_EU77
NA,PLALAN,60,20.7,EU02,"Europe--Bois de Boulogne, Paris, France",Europe,0,PLALAN_EU02
NA,PLALAN,60,20.7,EU08,"Europe--Vlieland, The Netherlands",Europe,0,PLALAN_EU08
NA,PLALAN,60,20.7,EU15,"Europe--Leer, Germany",Europe,0,PLALAN_EU15
NA,PLALAN,60,20.7,EU22,"Europe--Copenhagen, Denmark",Europe,0,PLALAN_EU22
NA,PLALAN,60,20.7,EU28,"Europe--Zell Am See, Austria",Europe,0,PLALAN_EU28
8,PLALAN,60,20.7,EU39,"Europe--Just below Enzianhutte, above Zell Am See, Austria",Europe,1,PLALAN_EU39
8,PLALAN,60,20.7,EU46,"Europe--Podhom, Slovenia",Europe,1,PLALAN_EU46
49,PLALAN,60,20.7,EU57,"Europe--Divaca Kras, Slovenia",Europe,1,PLALAN_EU57
6,PLALAN,60,20.7,EU60,"Europe--Divaca Kras, Slovenia",Europe,1,PLALAN_EU60
12,PLALAN,60,20.7,EU73,"Europe--Le Tretien, Switzerland",Europe,1,PLALAN_EU73
6,PLALAN,60,20.7,EU78,"Europe--Grenoble, France",Europe,1,PLALAN_EU78
6,PLALAN,60,20.7,EU03,"Europe--Bois de Boulogne, Paris, France",Europe,1,PLALAN_EU03
8,PLALAN,60,20.7,EU09,"Europe--Vlieland, The Netherlands",Europe,1,PLALAN_EU09
NA,PLALAN,60,20.7,EU17,"Europe--Leer, Germany",Europe,0,PLALAN_EU17
NA,PLALAN,60,20.7,EU22,"Europe--Copenhagen, Denmark",Europe,0,PLALAN_EU22
NA,PLALAN,60,20.7,EU29,"Europe--Zell Am See, Austria",Europe,0,PLALAN_EU29
8,PLALAN,60,20.7,EU40,"Europe--Just below Enzianhutte, above Zell Am See, Austria",Europe,1,PLALAN_EU40
67,PLALAN,60,20.7,EU49,"Europe--Podhom, Slovenia",Europe,1,PLALAN_EU49
12,PLALAN,60,20.7,EU60,"Europe--Divaca Kras, Slovenia",Europe,1,PLALAN_EU60
6,PLALAN,60,20.7,EU61,"Europe--Schaan, Liechtenstein",Europe,1,PLALAN_EU61
10,PLALAN,60,25.3,EU61,"Europe--Schaan, Liechtenstein",Europe,1,PLALAN_EU61
6,PLALAN,60,25.3,EU74,"Europe--Le Tretien, Switzerland",Europe,1,PLALAN_EU74
NA,PLALAN,60,25.3,EU79,"Europe--Grenoble, France",Europe,0,PLALAN_EU79
NA,PLALAN,60,25.3,EU04,"Europe--Bois de Boulogne, Paris, France",Europe,0,PLALAN_EU04
NA,PLALAN,60,25.3,EU11,"Europe--Vlieland, The Netherlands",Europe,0,PLALAN_EU11
NA,PLALAN,60,25.3,EU18,"Europe--Copenhagen, Denmark",Europe,0,PLALAN_EU18
12,PLALAN,60,25.3,EU22,"Europe--Copenhagen, Denmark",Europe,1,PLALAN_EU22
NA,PLALAN,60,25.3,EU34,"Europe--Zell Am See, Austria",Europe,0,PLALAN_EU34
NA,PLALAN,60,25.3,EU41,"Europe--Just below Enzianhutte, above Zell Am See, Austria",Europe,0,PLALAN_EU41
12,PLALAN,60,25.3,EU49,"Europe--Podhom, Slovenia",Europe,1,PLALAN_EU49
10,PLALAN,60,25.3,EU60,"Europe--Divaca Kras, Slovenia",Europe,1,PLALAN_EU60
10,PLALAN,60,25.3,EU62,"Europe--Schaan, Liechtenstein",Europe,1,PLALAN_EU62
8,PLALAN,60,25.3,EU74,"Europe--Le Tretien, Switzerland",Europe,1,PLALAN_EU74
6,PLALAN,60,25.3,EU80,"Europe--Grenoble, France",Europe,1,PLALAN_EU80
8,PLALAN,60,25.3,EU05,"Europe--Bois de Boulogne, Paris, France",Europe,1,PLALAN_EU05
NA,PLALAN,60,25.3,EU13,"Europe--Leer, Germany",Europe,0,PLALAN_EU13
10,PLALAN,60,25.3,EU19,"Europe--Copenhagen, Denmark",Europe,1,PLALAN_EU19
NA,PLALAN,60,25.3,EU22,"Europe--Copenhagen, Denmark",Europe,0,PLALAN_EU22
NA,PLALAN,60,25.3,EU35,"Europe--Zell Am See, Austria",Europe,0,PLALAN_EU35
10,PLALAN,60,25.3,EU42,"Europe--Just below Enzianhutte, above Zell Am See, Austria",Europe,1,PLALAN_EU42
4,PLALAN,60,25.3,EU52,"Europe--Divaca Kras, Slovenia",Europe,1,PLALAN_EU52
10,PLALAN,60,25.3,EU60,"Europe--Divaca Kras, Slovenia",Europe,1,PLALAN_EU60
12,PLALAN,60,25.3,EU63,"Europe--Schaan, Liechtenstein",Europe,1,PLALAN_EU63
6,PLALAN,60,25.3,EU75,"Europe--Le Tretien, Switzerland",Europe,1,PLALAN_EU75
8,PLALAN,60,25.3,EU06,"Europe--Vlieland, The Netherlands",Europe,1,PLALAN_EU06
NA,PLALAN,60,25.3,EU14,"Europe--Leer, Germany",Europe,0,PLALAN_EU14
NA,PLALAN,60,25.3,EU20,"Europe--Copenhagen, Denmark",Europe,0,PLALAN_EU20
10,PLALAN,60,25.3,EU22,"Europe--Copenhagen, Denmark",Europe,1,PLALAN_EU22
NA,PLALAN,60,25.3,EU37,"Europe--Zell Am See, Austria",Europe,0,PLALAN_EU37
10,PLALAN,60,25.3,EU44,"Europe--Podhom, Slovenia",Europe,1,PLALAN_EU44
4,PLALAN,60,25.3,EU53,"Europe--Divaca Kras, Slovenia",Europe,1,PLALAN_EU53
4,PLALAN,60,25.3,EU60,"Europe--Divaca Kras, Slovenia",Europe,1,PLALAN_EU60
12,PLALAN,60,25.3,EU64,"Europe--Schaan, Liechtenstein",Europe,1,PLALAN_EU64
8,PLALAN,60,25.3,EU76,"Europe--Grenoble, France",Europe,1,PLALAN_EU76
NA,PLALAN,60,25.3,EU01,"Europe--Bois de Boulogne, Paris, France",Europe,0,PLALAN_EU01
8,PLALAN,60,25.3,EU07,"Europe--Vlieland, The Netherlands",Europe,1,PLALAN_EU07
12,PLALAN,60,25.3,EU15,"Europe--Leer, Germany",Europe,1,PLALAN_EU15
NA,PLALAN,60,25.3,EU21,"Europe--Copenhagen, Denmark",Europe,0,PLALAN_EU21
12,PLALAN,60,25.3,EU22,"Europe--Copenhagen, Denmark",Europe,1,PLALAN_EU22
10,PLALAN,60,25.3,EU38,"Europe--Just below Enzianhutte, above Zell Am See, Austria",Europe,1,PLALAN_EU38
6,PLALAN,60,25.3,EU45,"Europe--Podhom, Slovenia",Europe,1,PLALAN_EU45
6,PLALAN,60,25.3,EU54,"Europe--Divaca Kras, Slovenia",Europe,1,PLALAN_EU54
4,PLALAN,60,25.3,EU60,"Europe--Divaca Kras, Slovenia",Europe,1,PLALAN_EU60
6,PLALAN,60,25.3,EU70,"Europe--Le Tretien, Switzerland",Europe,1,PLALAN_EU70
6,PLALAN,60,25.3,EU77,"Europe--Grenoble, France",Europe,1,PLALAN_EU77
NA,PLALAN,60,25.3,EU02,"Europe--Bois de Boulogne, Paris, France",Europe,0,PLALAN_EU02
NA,PLALAN,60,25.3,EU08,"Europe--Vlieland, The Netherlands",Europe,0,PLALAN_EU08
NA,PLALAN,60,25.3,EU15,"Europe--Leer, Germany",Europe,0,PLALAN_EU15
10,PLALAN,60,25.3,EU22,"Europe--Copenhagen, Denmark",Europe,1,PLALAN_EU22
8,PLALAN,60,25.3,EU28,"Europe--Zell Am See, Austria",Europe,1,PLALAN_EU28
6,PLALAN,60,25.3,EU39,"Europe--Just below Enzianhutte, above Zell Am See, Austria",Europe,1,PLALAN_EU39
8,PLALAN,60,25.3,EU46,"Europe--Podhom, Slovenia",Europe,1,PLALAN_EU46
6,PLALAN,60,25.3,EU57,"Europe--Divaca Kras, Slovenia",Europe,1,PLALAN_EU57
4,PLALAN,60,25.3,EU60,"Europe--Divaca Kras, Slovenia",Europe,1,PLALAN_EU60
NA,PLALAN,60,25.3,EU73,"Europe--Le Tretien, Switzerland",Europe,0,PLALAN_EU73
12,PLALAN,60,25.3,EU78,"Europe--Grenoble, France",Europe,1,PLALAN_EU78
16,PLALAN,60,25.3,EU03,"Europe--Bois de Boulogne, Paris, France",Europe,1,PLALAN_EU03
14,PLALAN,60,25.3,EU09,"Europe--Vlieland, The Netherlands",Europe,1,PLALAN_EU09
NA,PLALAN,60,25.3,EU17,"Europe--Leer, Germany",Europe,0,PLALAN_EU17
NA,PLALAN,60,25.3,EU22,"Europe--Copenhagen, Denmark",Europe,0,PLALAN_EU22
NA,PLALAN,60,25.3,EU29,"Europe--Zell Am See, Austria",Europe,0,PLALAN_EU29
16,PLALAN,60,25.3,EU40,"Europe--Just below Enzianhutte, above Zell Am See, Austria",Europe,1,PLALAN_EU40
14,PLALAN,60,25.3,EU49,"Europe--Podhom, Slovenia",Europe,1,PLALAN_EU49
4,PLALAN,60,25.3,EU60,"Europe--Divaca Kras, Slovenia",Europe,1,PLALAN_EU60
4,PLALAN,60,25.3,EU61,"Europe--Schaan, Liechtenstein",Europe,1,PLALAN_EU61
16,RUMCRI,60,11.3,EU03,"Europe--Grenoble, France",Europe,1,RUMCRI_EU03
