Tray location,Species,Strat length (days),"Temp (from lowest to highest temperature treatments: LL, LM, HM, HH) ",individual,Collection location,Substrate
16b2,PLALAN,30,HH,EU60,"Divaca Kras, Slovenia",Soil
16b3,PLALAN,30,HH,EU70,"Schaan, Liechtenstein",Soil
16b4,PLALAN,30,HH,EU77,"Grenoble, France",Soil
16b5,CHEMAJ,30,HH,US06,Walden,Soil
16b6,CHEMAJ,30,HH,US20,Arnold Arboretum ,Soil
16b7,RUMCRI,30,HH,US01,Walden,Soil
16b8,TAROFF,30,HH,US02,Harvard Forest,Soil
16b9,TAROFF,30,HH,US21,Arnold Arboretum ,Soil
16c1,PLALAN,30,HH,EU60,"Divaca Kras, Slovenia",Soil
16c10,DACGLO,30,HH,US01,Harvard Forest,Soil
16c11,DACGLO,30,HH,US22,Arnold Arboretum ,Soil
16c12,CAPBUR,30,HH,EU07,"Leer, Germany",Soil
16c2,PLALAN,30,HH,EU61,"Divaca Kras, Slovenia",Soil
16c3,PLALAN,30,HH,EU73,"Le Tretien, Switzerland",Soil
16c4,PLALAN,30,HH,EU78,"Grenoble, France",Soil
16c5,CHEMAJ,30,HH,US06,Walden,Soil
16c6,CHEMAJ,30,HH,US20,Arnold Arboretum ,Soil
16c7,RUMCRI,30,HH,US24,Arnold Arboretum ,Soil
16c8,TAROFF,30,HH,US02,Harvard Forest,Soil
16c9,TAROFF,30,HH,US21,Arnold Arboretum ,Soil
16d1,PLALAN,30,HH,EU60,"Divaca Kras, Slovenia",Soil
16d10,DACGLO,30,HH,US01,Harvard Forest,Soil
16d12,CAPBUR,30,HH,EU07,"Leer, Germany",Soil
16d2,PLALAN,30,HH,EU61,"Schaan, Liechtenstein",Soil
16d3,PLALAN,30,HH,EU74,"Le Tretien, Switzerland",Soil
16d4,PLALAN,30,HH,EU79,"Grenoble, France",Soil
16d5,CHEMAJ,30,HH,US06,Walden,Soil
16d6,RUMCRI,30,HH,US01,Walden,Soil
16d7,RUMCRI,30,HH,US24,Arnold Arboretum ,Soil
16d8,TAROFF,30,HH,US02,Harvard Forest,Soil
16d9,TAROFF,30,HH,US21,Arnold Arboretum ,Soil
16e1,PLALAN,30,HH,EU60,"Divaca Kras, Slovenia",Soil
16e10,TAROFF,30,HH,US21,Arnold Arboretum ,Soil
16e12,CAPBUR,30,HH,EU07,"Leer, Germany",Soil
16e2,PLALAN,30,HH,EU62,"Schaan, Liechtenstein",Soil
16e3,PLALAN,30,HH,EU74,"Le Tretien, Switzerland",Soil
16e4,PLALAN,30,HH,EU80,"Grenoble, France",Soil
16e5,CHEMAJ,30,HH,US20,Arnold Arboretum ,Soil
16e6,RUMCRI,30,HH,US01,Walden,Soil
16e7,RUMCRI,30,HH,US24,Arnold Arboretum ,Soil
16e8,TAROFF,30,HH,US02,Harvard Forest,Soil
16e9.1,TAROFF,30,HH,US21,Arnold Arboretum ,Soil
16e9.2,DACGLO,30,HH,US01,Harvard Forest,Soil
16f1,PLALAN,30,HH,EU60,"Divaca Kras, Slovenia",Soil
16f2,PLALAN,30,HH,EU63,"Schaan, Liechtenstein",Soil
16f3,PLALAN,30,HH,EU75,"Le Tretien, Switzerland",Soil
16f4,CHEMAJ,30,HH,US06,Walden,Soil
16f5,CHEMAJ,30,HH,US20,Arnold Arboretum ,Soil
16f6,RUMCRI,30,HH,US01,Walden,Soil
16f7,RUMCRI,30,HH,US24,Arnold Arboretum ,Soil
16f8,TAROFF,30,HH,US02,Harvard Forest,Soil
16f9,DACGLO,30,HH,US01,Harvard Forest,Soil
17a10,TAROFF,60,LL,US02,Harvard Forest,Soil
17a11,TAROFF,60,LL,US21,Arnold Arboretum ,Soil
17a12,DACGLO,60,LL,US01,Harvard Forest,Soil
17a5,CAPBUR,60,LL,US01,Harvard Forest,Soil
17a6,CAPBUR,60,LL,US02,Harvard Forest,Soil
17a7,CHEMAJ,60,LL,US06,Walden,Soil
17a8,CHEMAJ,60,LL,US20,Arnold Arboretum ,Soil
17a9,RUMCRI,60,LL,US24,Arnold Arboretum ,Soil
17b10,TAROFF,60,LL,US02,Harvard Forest,Soil
17b11,TAROFF,60,LL,US21,Arnold Arboretum ,Soil
17b12,DACGLO,60,LL,US01,Harvard Forest,Soil
17b5,CAPBUR,60,LL,US01,Harvard Forest,Soil
17b6,CAPBUR,60,LL,US02,Harvard Forest,Soil
17b7,CHEMAJ,60,LL,US06,Walden,Soil
17b8,RUMCRI,60,LL,US01,Walden,Soil
17b9,RUMCRI,60,LL,US24,Arnold Arboretum ,Soil
17c10,TAROFF,60,LL,US02,Harvard Forest,Soil
17c11,TAROFF,60,LL,US21,Arnold Arboretum ,Soil
17c5,CAPBUR,60,LL,US01,Harvard Forest,Soil
17c6,CAPBUR,60,LL,US02,Harvard Forest,Soil
17c7,CHEMAJ,60,LL,US20,Arnold Arboretum ,Soil
17c8,RUMCRI,60,LL,US01,Walden,Soil
17c9,RUMCRI,60,LL,US24,Arnold Arboretum ,Soil
17d10,TAROFF,60,LL,US02,Harvard Forest,Soil
17d11,DACGLO,60,LL,US01,Harvard Forest,Soil
17d5,CAPBUR,60,LL,US01,Harvard Forest,Soil
17d6,CAPBUR,60,LL,US02,Harvard Forest,Soil
17d7,CHEMAJ,60,LL,US20,Arnold Arboretum ,Soil
17d8,RUMCRI,60,LL,US01,Walden,Soil
17d9,RUMCRI,60,LL,US24,Arnold Arboretum ,Soil
17e10,TAROFF,60,LL,US21,Arnold Arboretum ,Soil
17e11,DACGLO,60,LL,US01,Harvard Forest,Soil
17e5,CAPBUR,60,LL,US01,Harvard Forest,Soil
17e6,CHEMAJ,60,LL,US06,Walden,Soil
17e7,CHEMAJ,60,LL,US20,Arnold Arboretum ,Soil
17e8,RUMCRI,60,LL,US01,Walden,Soil
17e9,RUMCRI,60,LL,US24,Arnold Arboretum ,Soil
17f10,TAROFF,60,LL,US21,Arnold Arboretum ,Soil
17f11,DACGLO,60,LL,US01,Harvard Forest,Soil
17f5,CAPBUR,60,LL,US02,Harvard Forest,Soil
17f6,CHEMAJ,60,LL,US06,Walden,Soil
17f7,CHEMAJ,60,LL,US20,Arnold Arboretum ,Soil
17f8,RUMCRI,60,LL,US01,Walden,Soil
17f9,TAROFF,60,LL,US02,Harvard Forest,Soil
18a10,TAROFF,60,LM,US02,Harvard Forest,Soil
18a11,TAROFF,60,LM,US21,Arnold Arboretum ,Soil
18a12,DACGLO,60,LM,US01,Harvard Forest,Soil
18a5,CAPBUR,60,LM,US01,Harvard Forest,Soil
18a6,CAPBUR,60,LM,US02,Harvard Forest,Soil
18a7,CHEMAJ,60,LM,US06,Walden,Soil
18a8,CHEMAJ,60,LM,US20,Arnold Arboretum ,Soil
18a9,RUMCRI,60,LM,US24,Arnold Arboretum ,Soil
18b10,TAROFF,60,LM,US02,Harvard Forest,Soil
18b11,TAROFF,60,LM,US21,Arnold Arboretum ,Soil
18b12,DACGLO,60,LM,US01,Harvard Forest,Soil
18b5,CAPBUR,60,LM,US01,Harvard Forest,Soil
18b6,CAPBUR,60,LM,US02,Harvard Forest,Soil
18b7,CHEMAJ,60,LM,US06,Walden,Soil
18b8,RUMCRI,60,LM,US01,Walden,Soil
18b9,RUMCRI,60,LM,US24,Arnold Arboretum ,Soil
18c10,TAROFF,60,LM,US02,Harvard Forest,Soil
18c11,TAROFF,60,LM,US21,Arnold Arboretum ,Soil
18c5,CAPBUR,60,LM,US01,Harvard Forest,Soil
18c6,CAPBUR,60,LM,US02,Harvard Forest,Soil
18c7,CHEMAJ,60,LM,US20,Arnold Arboretum ,Soil
18c8,RUMCRI,60,LM,US01,Walden,Soil
18c9,RUMCRI,60,LM,US24,Arnold Arboretum ,Soil
18d10,TAROFF,60,LM,US02,Harvard Forest,Soil
18d11,DACGLO,60,LM,US01,Harvard Forest,Soil
18d5,CAPBUR,60,LM,US01,Harvard Forest,Soil
18d6,CAPBUR,60,LM,US02,Harvard Forest,Soil
18d7,CHEMAJ,60,LM,US20,Arnold Arboretum ,Soil
18d8,RUMCRI,60,LM,US01,Walden,Soil
18d9,RUMCRI,60,LM,US24,Arnold Arboretum ,Soil
18e10,TAROFF,60,LM,US21,Arnold Arboretum ,Soil
18e11,DACGLO,60,LM,US01,Harvard Forest,Soil
18e5,CAPBUR,60,LM,US01,Harvard Forest,Soil
18e6,CHEMAJ,60,LM,US06,Walden,Soil
18e7,CHEMAJ,60,LM,US20,Arnold Arboretum ,Soil
18e8,RUMCRI,60,LM,US01,Walden,Soil
18e9,RUMCRI,60,LM,US24,Arnold Arboretum ,Soil
18f10,TAROFF,60,LM,US21,Arnold Arboretum ,Soil
18f11,DACGLO,60,LM,US01,Harvard Forest,Soil
18f5,CAPBUR,60,LM,US02,Harvard Forest,Soil
18f6,CHEMAJ,60,LM,US06,Walden,Soil
18f7,CHEMAJ,60,LM,US20,Arnold Arboretum ,Soil
18f8,RUMCRI,60,LM,US01,Walden,Soil
18f9,TAROFF,60,LM,US02,Harvard Forest,Soil
19a10,TAROFF,60,HM,US02,Harvard Forest,Soil
19a11,TAROFF,60,HM,US21,Arnold Arboretum ,Soil
19a12,DACGLO,60,HM,US01,Harvard Forest,Soil
19a5,CAPBUR,60,HM,US01,Harvard Forest,Soil
19a6,CAPBUR,60,HM,US02,Harvard Forest,Soil
19a7,CHEMAJ,60,HM,US06,Walden,Soil
19a8,CHEMAJ,60,HM,US20,Arnold Arboretum ,Soil
19a9,RUMCRI,60,HM,US24,Arnold Arboretum ,Soil
19b10,TAROFF,60,HM,US02,Harvard Forest,Soil
19b11,TAROFF,60,HM,US21,Arnold Arboretum ,Soil
19b12,DACGLO,60,HM,US01,Harvard Forest,Soil
19b5,CAPBUR,60,HM,US01,Harvard Forest,Soil
19b6,CAPBUR,60,HM,US02,Harvard Forest,Soil
19b7,CHEMAJ,60,HM,US06,Walden,Soil
19b8,RUMCRI,60,HM,US01,Walden,Soil
19b9,RUMCRI,60,HM,US24,Arnold Arboretum ,Soil
19c10,TAROFF,60,HM,US02,Harvard Forest,Soil
19c11,TAROFF,60,HM,US21,Arnold Arboretum ,Soil
19c5,CAPBUR,60,HM,US01,Harvard Forest,Soil
19c6,CAPBUR,60,HM,US02,Harvard Forest,Soil
19c7,CHEMAJ,60,HM,US20,Arnold Arboretum ,Soil
19c8,RUMCRI,60,HM,US01,Walden,Soil
19c9,RUMCRI,60,HM,US24,Arnold Arboretum ,Soil
19d10,TAROFF,60,HM,US02,Harvard Forest,Soil
19d11,DACGLO,60,HM,US01,Harvard Forest,Soil
19d5,CAPBUR,60,HM,US01,Harvard Forest,Soil
19d6,CAPBUR,60,HM,US02,Harvard Forest,Soil
19d7,CHEMAJ,60,HM,US20,Arnold Arboretum ,Soil
19d8,RUMCRI,60,HM,US01,Walden,Soil
19d9,RUMCRI,60,HM,US24,Arnold Arboretum ,Soil
19e10,TAROFF,60,HM,US21,Arnold Arboretum ,Soil
19e11,DACGLO,60,HM,US01,Harvard Forest,Soil
19e5,CAPBUR,60,HM,US01,Harvard Forest,Soil
19e6,CHEMAJ,60,HM,US06,Walden,Soil
19e7,CHEMAJ,60,HM,US20,Arnold Arboretum ,Soil
19e8,RUMCRI,60,HM,US01,Walden,Soil
19e9,RUMCRI,60,HM,US24,Arnold Arboretum ,Soil
19f10,TAROFF,60,HM,US21,Arnold Arboretum ,Soil
19f11,DACGLO,60,HM,US01,Harvard Forest,Soil
19f5,CAPBUR,60,HM,US02,Harvard Forest,Soil
19f6,CHEMAJ,60,HM,US06,Walden,Soil
19f7,CHEMAJ,60,HM,US20,Arnold Arboretum ,Soil
19f8,RUMCRI,60,HM,US01,Walden,Soil
19f9,TAROFF,60,HM,US02,Harvard Forest,Soil
1a5,PLALAN,60,LL,US05,Walden,Soil
1a6,PLALAN,60,LL,US25,Arnold Arboretum ,Soil
1a7,PLALAN,60,LL,US27,Arnold Arboretum ,Soil
1b5,PLALAN,60,LL,US20,Arnold Arboretum ,Soil
1b6,PLALAN,60,LL,US25,Arnold Arboretum ,Soil
1b7,PLALAN,60,LL,US27,Arnold Arboretum ,Soil
1c4,PLALAN,60,LL,US01,Walden,Soil
1c5,PLALAN,60,LL,US21,Arnold Arboretum ,Soil
1c6,PLALAN,60,LL,US25,Arnold Arboretum ,Soil
1c7,PLALAN,60,LL,US27,Arnold Arboretum ,Soil
1d4,PLALAN,60,LL,US02,Walden,Soil
1d5,PLALAN,60,LL,US24,Arnold Arboretum ,Soil
1d6,PLALAN,60,LL,US25,Arnold Arboretum ,Soil
1d7,PLALAN,60,LL,US27,Arnold Arboretum ,Soil
1e4,PLALAN,60,LL,US03,Walden,Soil
1e5,PLALAN,60,LL,US25,Arnold Arboretum ,Soil
1e6,PLALAN,60,LL,US27,Arnold Arboretum ,Soil
1f4,PLALAN,60,LL,US03,Walden,Soil
1f5,PLALAN,60,LL,US25,Arnold Arboretum ,Soil
1f6,PLALAN,60,LL,US27,Arnold Arboretum ,Soil
20a10,TAROFF,60,HH,US02,Harvard Forest,Soil
20a11,TAROFF,60,HH,US21,Arnold Arboretum ,Soil
20a12,DACGLO,60,HH,US01,Harvard Forest,Soil
20a5,CAPBUR,60,HH,US01,Harvard Forest,Soil
20a6,CAPBUR,60,HH,US02,Harvard Forest,Soil
20a7,CHEMAJ,60,HH,US06,Walden,Soil
20a8,CHEMAJ,60,HH,US20,Arnold Arboretum ,Soil
20a9,RUMCRI,60,HH,US24,Arnold Arboretum ,Soil
20b10,TAROFF,60,HH,US02,Harvard Forest,Soil
20b11,TAROFF,60,HH,US21,Arnold Arboretum ,Soil
20b12,DACGLO,60,HH,US01,Harvard Forest,Soil
20b5,CAPBUR,60,HH,US01,Harvard Forest,Soil
20b6,CAPBUR,60,HH,US02,Harvard Forest,Soil
20b7,CHEMAJ,60,HH,US06,Walden,Soil
20b8,RUMCRI,60,HH,US01,Walden,Soil
20b9,RUMCRI,60,HH,US24,Arnold Arboretum ,Soil
20c10,TAROFF,60,HH,US02,Harvard Forest,Soil
20c11,TAROFF,60,HH,US21,Arnold Arboretum ,Soil
20c5,CAPBUR,60,HH,US01,Harvard Forest,Soil
20c6,CAPBUR,60,HH,US02,Harvard Forest,Soil
20c7,CHEMAJ,60,HH,US20,Arnold Arboretum ,Soil
20c8,RUMCRI,60,HH,US01,Walden,Soil
20c9,RUMCRI,60,HH,US24,Arnold Arboretum ,Soil
20d10,TAROFF,60,HH,US02,Harvard Forest,Soil
20d11,DACGLO,60,HH,US01,Harvard Forest,Soil
20d5,CAPBUR,60,HH,US01,Harvard Forest,Soil
20d6,CAPBUR,60,HH,US02,Harvard Forest,Soil
20d7,CHEMAJ,60,HH,US20,Arnold Arboretum ,Soil
20d8,RUMCRI,60,HH,US01,Walden,Soil
20d9,RUMCRI,60,HH,US24,Arnold Arboretum ,Soil
20e10,TAROFF,60,HH,US21,Arnold Arboretum ,Soil
20e11,DACGLO,60,HH,US01,Harvard Forest,Soil
20e5,CAPBUR,60,HH,US01,Harvard Forest,Soil
20e6,CHEMAJ,60,HH,US06,Walden,Soil
20e7,CHEMAJ,60,HH,US20,Arnold Arboretum ,Soil
20e8,RUMCRI,60,HH,US01,Walden,Soil
20e9,RUMCRI,60,HH,US24,Arnold Arboretum ,Soil
20f10,TAROFF,60,HH,US21,Arnold Arboretum ,Soil
20f11,DACGLO,60,HH,US01,Harvard Forest,Soil
20f5,CAPBUR,60,HH,US02,Harvard Forest,Soil
20f6,CHEMAJ,60,HH,US06,Walden,Soil
20f7,CHEMAJ,60,HH,US20,Arnold Arboretum ,Soil
20f8,RUMCRI,60,HH,US01,Walden,Soil
20f9,TAROFF,60,HH,US02,Harvard Forest,Soil
21a10,DACGLO,30,LL,EU06,"Bois de Boulogne, Paris, France",Soil
21a2,PLALAN,30,LL,EU04,"Bois de Boulogne, Paris, France",Soil
21a3,PLALAN,30,LL,EU11,"Vlieland, The Netherlands",Soil
21a4,PLALAN,30,LL,EU19,"Copenhagen, Denmark",Soil
21a5,PLAMED,30,LL,EU05,"Le Tretien, Switzerland",Soil
21a6,PLAMED,30,LL,EU12,"Le Tretien, Switzerland",Soil
21a7,TAROFF,60,LL,EU11,"Arna, Norway",Soil
21a8,CAPBUR,30,LL,EU13,"Copenhagen, Denmark",Soil
21a9,PLACOR,30,LL,EU01,"Vlieland, The Netherlands",Soil
21b10,DACGLO,30,LL,EU06,"Bois de Boulogne, Paris, France",Soil
21b2,PLALAN,30,LL,EU05,"Bois de Boulogne, Paris, France",Soil
21b3,PLALAN,30,LL,EU13,"Leer, Germany",Soil
21b4,PLAMAJ,30,LL,EU08,"Grenoble, France",Soil
21b5,PLAMED,30,LL,EU05,"Le Tretien, Switzerland",Soil
21b6,PLAMED,30,LL,EU12,"Le Tretien, Switzerland",Soil
21b7,TAROFF,60,LL,EU11,"Arna, Norway",Soil
21b8,CAPBUR,30,LL,EU13,"Copenhagen, Denmark",Soil
21b9,PLACOR,30,LL,EU04,"Vlieland, The Netherlands",Soil
21c10,DACGLO,30,LL,EU06,"Bois de Boulogne, Paris, France",Soil
21c2,PLALAN,30,LL,EU06,"Vlieland, The Netherlands",Soil
21c3,PLALAN,30,LL,EU14,"Leer, Germany",Soil
21c4,PLAMAJ,30,LL,EU08,"Grenoble, France",Soil
21c5,PLAMED,30,LL,EU05,"Le Tretien, Switzerland",Soil
21c6,PLAMED,30,LL,EU12,"Le Tretien, Switzerland",Soil
21c7,TAROFF,60,LL,EU11,"Arna, Norway",Soil
21c8,PLACOR,30,LL,EU01,"Vlieland, The Netherlands",Soil
21c9,PLACOR,30,LL,EU04,"Vlieland, The Netherlands",Soil
21d1,PLALAN,30,LL,EU01,"Bois de Boulogne, Paris, France",Soil
21d10,DACGLO,30,LL,EU06,"Bois de Boulogne, Paris, France",Soil
21d2,PLALAN,30,LL,EU07,"Vlieland, The Netherlands",Soil
21d3,PLALAN,30,LL,EU15,"Leer, Germany",Soil
21d4,PLAMAJ,30,LL,EU08,"Grenoble, France",Soil
21d5,PLAMED,30,LL,EU05,"Le Tretien, Switzerland",Soil
21d6,PLAMED,30,LL,EU12,"Le Tretien, Switzerland",Soil
21d7,CAPBUR,30,LL,EU13,"Copenhagen, Denmark",Soil
21d8,PLACOR,30,LL,EU01,"Vlieland, The Netherlands",Soil
21d9,PLACOR,30,LL,EU04,"Vlieland, The Netherlands",Soil
21e1,PLALAN,30,LL,EU02,"Bois de Boulogne, Paris, France",Soil
21e10,DACGLO,30,LL,EU06,"Bois de Boulogne, Paris, France",Soil
21e2,PLALAN,30,LL,EU08,"Vlieland, The Netherlands",Soil
21e3,PLALAN,30,LL,EU17,"Leer, Germany",Soil
21e4,PLAMAJ,30,LL,EU08,"Grenoble, France",Soil
21e5,PLAMED,30,LL,EU05,"Le Tretien, Switzerland",Soil
21e6,TAROFF,60,LL,EU11,"Arna, Norway",Soil
21e7,CAPBUR,30,LL,EU13,"Copenhagen, Denmark",Soil
21e8,PLACOR,30,LL,EU01,"Vlieland, The Netherlands",Soil
21e9,PLACOR,30,LL,EU04,"Vlieland, The Netherlands",Soil
21f1,PLALAN,30,LL,EU03,"Bois de Boulogne, Paris, France",Soil
21f2,PLALAN,30,LL,EU09,"Vlieland, The Netherlands",Soil
21f3,PLALAN,30,LL,EU18,"Copenhagen, Denmark",Soil
21f4,PLAMAJ,30,LL,EU08,"Grenoble, France",Soil
21f5,PLAMED,30,LL,EU12,"Le Tretien, Switzerland",Soil
21f6,TAROFF,60,LL,EU11,"Arna, Norway",Soil
21f7,CAPBUR,30,LL,EU13,"Copenhagen, Denmark",Soil
21f8,PLACOR,30,LL,EU01,"Vlieland, The Netherlands",Soil
21f9,PLACOR,30,LL,EU04,"Vlieland, The Netherlands",Soil
22a10,DACGLO,30,LM,EU06,"Bois de Boulogne, Paris, France",Soil
22a2,PLALAN,30,LM,EU04,"Bois de Boulogne, Paris, France",Soil
22a3,PLALAN,30,LM,EU11,"Vlieland, The Netherlands",Soil
22a4,PLALAN,30,LM,EU19,"Copenhagen, Denmark",Soil
22a5,PLAMED,30,LM,EU05,"Le Tretien, Switzerland",Soil
22a6,PLAMED,30,LM,EU12,"Le Tretien, Switzerland",Soil
22a7,TAROFF,60,LM,EU11,"Arna, Norway",Soil
22a8,CAPBUR,30,LM,EU13,"Copenhagen, Denmark",Soil
22a9,PLACOR,30,LM,EU01,"Vlieland, The Netherlands",Soil
22b10,DACGLO,30,LM,EU06,"Bois de Boulogne, Paris, France",Soil
22b2,PLALAN,30,LM,EU05,"Bois de Boulogne, Paris, France",Soil
22b3,PLALAN,30,LM,EU13,"Leer, Germany",Soil
22b4,PLAMAJ,30,LM,EU08,"Grenoble, France",Soil
22b5,PLAMED,30,LM,EU05,"Le Tretien, Switzerland",Soil
22b6,PLAMED,30,LM,EU12,"Le Tretien, Switzerland",Soil
22b7,TAROFF,60,LM,EU11,"Arna, Norway",Soil
22b8,CAPBUR,30,LM,EU13,"Copenhagen, Denmark",Soil
22b9,PLACOR,30,LM,EU04,"Vlieland, The Netherlands",Soil
22c10,DACGLO,30,LM,EU06,"Bois de Boulogne, Paris, France",Soil
22c2,PLALAN,30,LM,EU06,"Vlieland, The Netherlands",Soil
22c3,PLALAN,30,LM,EU14,"Leer, Germany",Soil
22c4,PLAMAJ,30,LM,EU08,"Grenoble, France",Soil
22c5,PLAMED,30,LM,EU05,"Le Tretien, Switzerland",Soil
22c6,PLAMED,30,LM,EU12,"Le Tretien, Switzerland",Soil
22c7,TAROFF,60,LM,EU11,"Arna, Norway",Soil
22c8,PLACOR,30,LM,EU01,"Vlieland, The Netherlands",Soil
22c9,PLACOR,30,LM,EU04,"Vlieland, The Netherlands",Soil
22d1,PLALAN,30,LM,EU01,"Bois de Boulogne, Paris, France",Soil
22d10,DACGLO,30,LM,EU06,"Bois de Boulogne, Paris, France",Soil
22d2,PLALAN,30,LM,EU07,"Vlieland, The Netherlands",Soil
22d3,PLALAN,30,LM,EU15,"Leer, Germany",Soil
22d4,PLAMAJ,30,LM,EU08,"Grenoble, France",Soil
22d5,PLAMED,30,LM,EU05,"Le Tretien, Switzerland",Soil
22d6,PLAMED,30,LM,EU12,"Le Tretien, Switzerland",Soil
22d7,CAPBUR,30,LM,EU13,"Copenhagen, Denmark",Soil
22d8,PLACOR,30,LM,EU01,"Vlieland, The Netherlands",Soil
22d9,PLACOR,30,LM,EU04,"Vlieland, The Netherlands",Soil
22e1,PLALAN,30,LM,EU02,"Bois de Boulogne, Paris, France",Soil
22e10,DACGLO,30,LM,EU06,"Bois de Boulogne, Paris, France",Soil
22e2,PLALAN,30,LM,EU08,"Vlieland, The Netherlands",Soil
22e3,PLALAN,30,LM,EU17,"Leer, Germany",Soil
22e4,PLAMAJ,30,LM,EU08,"Grenoble, France",Soil
22e5,PLAMED,30,LM,EU05,"Le Tretien, Switzerland",Soil
22e6,TAROFF,60,LM,EU11,"Arna, Norway",Soil
22e7,CAPBUR,30,LM,EU13,"Copenhagen, Denmark",Soil
22e8,PLACOR,30,LM,EU01,"Vlieland, The Netherlands",Soil
22e9,PLACOR,30,LM,EU04,"Vlieland, The Netherlands",Soil
22f1,PLALAN,30,LM,EU03,"Bois de Boulogne, Paris, France",Soil
22f2,PLALAN,30,LM,EU09,"Vlieland, The Netherlands",Soil
22f3,PLALAN,30,LM,EU18,"Copenhagen, Denmark",Soil
22f4,PLAMAJ,30,LM,EU08,"Grenoble, France",Soil
22f5,PLAMED,30,LM,EU12,"Le Tretien, Switzerland",Soil
22f6,TAROFF,60,LM,EU11,"Arna, Norway",Soil
22f7,CAPBUR,30,LM,EU13,"Copenhagen, Denmark",Soil
22f8,PLACOR,30,LM,EU01,"Vlieland, The Netherlands",Soil
22f9,PLACOR,30,LM,EU04,"Vlieland, The Netherlands",Soil
23a10,DACGLO,30,HM,EU06,"Bois de Boulogne, Paris, France",Soil
23a2,PLALAN,30,HM,EU04,"Bois de Boulogne, Paris, France",Soil
23a3,PLALAN,30,HM,EU11,"Vlieland, The Netherlands",Soil
23a4,PLALAN,30,HM,EU19,"Copenhagen, Denmark",Soil
23a5,PLAMED,30,HM,EU05,"Le Tretien, Switzerland",Soil
23a6,PLAMED,30,HM,EU12,"Le Tretien, Switzerland",Soil
23a7,TAROFF,60,HM,EU11,"Arna, Norway",Soil
23a8,CAPBUR,30,HM,EU13,"Copenhagen, Denmark",Soil
23a9,PLACOR,30,HM,EU01,"Vlieland, The Netherlands",Soil
23b10,DACGLO,30,HM,EU06,"Bois de Boulogne, Paris, France",Soil
23b2,PLALAN,30,HM,EU05,"Bois de Boulogne, Paris, France",Soil
23b3,PLALAN,30,HM,EU13,"Leer, Germany",Soil
23b4,PLAMAJ,30,HM,EU08,"Grenoble, France",Soil
23b5,PLAMED,30,HM,EU05,"Le Tretien, Switzerland",Soil
23b6,PLAMED,30,HM,EU12,"Le Tretien, Switzerland",Soil
23b7,TAROFF,60,HM,EU11,"Arna, Norway",Soil
23b8,CAPBUR,30,HM,EU13,"Copenhagen, Denmark",Soil
23b9,PLACOR,30,HM,EU04,"Vlieland, The Netherlands",Soil
23c10,DACGLO,30,HM,EU06,"Bois de Boulogne, Paris, France",Soil
23c2,PLALAN,30,HM,EU06,"Vlieland, The Netherlands",Soil
23c3,PLALAN,30,HM,EU14,"Leer, Germany",Soil
23c4,PLAMAJ,30,HM,EU08,"Grenoble, France",Soil
23c5,PLAMED,30,HM,EU05,"Le Tretien, Switzerland",Soil
23c6,PLAMED,30,HM,EU12,"Le Tretien, Switzerland",Soil
23c7,TAROFF,60,HM,EU11,"Arna, Norway",Soil
23c8,PLACOR,30,HM,EU01,"Vlieland, The Netherlands",Soil
23c9,PLACOR,30,HM,EU04,"Vlieland, The Netherlands",Soil
23d1,PLALAN,30,HM,EU01,"Bois de Boulogne, Paris, France",Soil
23d10,DACGLO,30,HM,EU06,"Bois de Boulogne, Paris, France",Soil
23d2,PLALAN,30,HM,EU07,"Vlieland, The Netherlands",Soil
23d3,PLALAN,30,HM,EU15,"Leer, Germany",Soil
23d4,PLAMAJ,30,HM,EU08,"Grenoble, France",Soil
23d5,PLAMED,30,HM,EU05,"Le Tretien, Switzerland",Soil
23d6,PLAMED,30,HM,EU12,"Le Tretien, Switzerland",Soil
23d7,CAPBUR,30,HM,EU13,"Copenhagen, Denmark",Soil
23d8,PLACOR,30,HM,EU01,"Vlieland, The Netherlands",Soil
23d9,PLACOR,30,HM,EU04,"Vlieland, The Netherlands",Soil
23e1,PLALAN,30,HM,EU02,"Bois de Boulogne, Paris, France",Soil
23e10,DACGLO,30,HM,EU06,"Bois de Boulogne, Paris, France",Soil
23e2,PLALAN,30,HM,EU08,"Vlieland, The Netherlands",Soil
23e3,PLALAN,30,HM,EU17,"Leer, Germany",Soil
23e4,PLAMAJ,30,HM,EU08,"Grenoble, France",Soil
23e5,PLAMED,30,HM,EU05,"Le Tretien, Switzerland",Soil
23e6,TAROFF,60,HM,EU11,"Arna, Norway",Soil
23e7,CAPBUR,30,HM,EU13,"Copenhagen, Denmark",Soil
23e8,PLACOR,30,HM,EU01,"Vlieland, The Netherlands",Soil
23e9,PLACOR,30,HM,EU04,"Vlieland, The Netherlands",Soil
23f1,PLALAN,30,HM,EU03,"Bois de Boulogne, Paris, France",Soil
23f2,PLALAN,30,HM,EU09,"Vlieland, The Netherlands",Soil
23f3,PLALAN,30,HM,EU18,"Copenhagen, Denmark",Soil
23f4,PLAMAJ,30,HM,EU08,"Grenoble, France",Soil
23f5,PLAMED,30,HM,EU12,"Le Tretien, Switzerland",Soil
23f6,TAROFF,60,HM,EU11,"Arna, Norway",Soil
23f7,CAPBUR,30,HM,EU13,"Copenhagen, Denmark",Soil
23f8,PLACOR,30,HM,EU01,"Vlieland, The Netherlands",Soil
23f9,PLACOR,30,HM,EU04,"Vlieland, The Netherlands",Soil
