Tray location,Substrate,Date of measurement,Height (cm)
4b6,soil,12/21/2015,8.0
4b7,soil,12/21/2015,NA
4c4,soil,12/21/2015,NA
4c5,soil,12/21/2015,7.0
4c6,soil,12/21/2015,8.5
4c7,soil,12/21/2015,5.0
4d4,soil,12/21/2015,NA
4d5,soil,12/21/2015,9.5
4d6,soil,12/21/2015,NA
4d7,soil,12/21/2015,NA
4e4,soil,12/21/2015,7.0
4e5,soil,12/21/2015,8.0
4e6,soil,12/21/2015,6.5
4f4,soil,12/21/2015,NA
4f5,soil,12/21/2015,7.0
4f6,soil,12/21/2015,5.0
5a10,soil,12/21/2015,NA
5a11,soil,12/21/2015,NA
5a12,soil,12/21/2015,6.0
5a3,soil,12/21/2015,NA
5a4,soil,12/21/2015,6.0
5a5,soil,12/21/2015,4.0
5a6,soil,12/21/2015,5.0
5a8,soil,12/21/2015,5.0
5a9,soil,12/21/2015,2.0
5b10,soil,12/21/2015,1.0
5b11,soil,12/21/2015,NA
5b12,soil,12/21/2015,9.5
5b3,soil,12/21/2015,3.0
5b4,soil,12/21/2015,5.0
5b5,soil,12/21/2015,5.0
5b6,soil,12/21/2015,5.0
5b8,soil,12/21/2015,6.0
5b9,soil,12/21/2015,2.0
5c10,soil,12/21/2015,1.0
5c11,soil,12/21/2015,1.5
5c12,soil,12/21/2015,6.0
5c3,soil,12/21/2015,2.0
5c4,soil,12/21/2015,4.0
5c5,soil,12/21/2015,1.5
5c8,soil,12/21/2015,6.0
5c9,soil,12/21/2015,NA
5d10,soil,12/21/2015,1.0
5d11,soil,12/21/2015,1.0
5d3,soil,12/21/2015,3.0
5d4,soil,12/21/2015,NA
5d5,soil,12/21/2015,4.0
5d8,soil,12/21/2015,2.0
5d9,soil,12/21/2015,NA
5e10,soil,12/21/2015,1.0
5e11,soil,12/21/2015,1.0
5e3,soil,12/21/2015,2.0
5e4,soil,12/21/2015,5.0
5e5,soil,12/21/2015,NA
5e7,soil,12/21/2015,NA
5e8,soil,12/21/2015,NA
5e9,soil,12/21/2015,NA
5f10,soil,12/21/2015,1.5
5f11,soil,12/21/2015,0.5
5f3,soil,12/21/2015,NA
5f4,soil,12/21/2015,NA
5f5,soil,12/21/2015,3.0
5f7,soil,12/21/2015,6.0
5f8,soil,12/21/2015,2.0
5f9,soil,12/21/2015,NA
6a10,soil,12/21/2015,NA
6a11,soil,12/21/2015,NA
6a12,soil,12/21/2015,7.0
6a3,soil,12/21/2015,4.5
6a4,soil,12/21/2015,NA
6a5,soil,12/21/2015,5.0
6a6,soil,12/21/2015,NA
6a8,soil,12/21/2015,5.0
6a9,soil,12/21/2015,NA
6b10,soil,12/21/2015,1.5
6b11,soil,12/21/2015,1.0
6b12,soil,12/21/2015,7.0
6b3,soil,12/21/2015,5.0
6b4,soil,12/21/2015,4.5
6b5,soil,12/21/2015,5.0
6b6,soil,12/21/2015,NA
6b8,soil,12/21/2015,9.0
6b9,soil,12/21/2015,3.5
6c10,soil,12/21/2015,2.0
6c11,soil,12/21/2015,NA
6c12,soil,12/21/2015,12.0
6c3,soil,12/21/2015,NA
6c4,soil,12/21/2015,NA
6c5,soil,12/21/2015,6.5
6c8,soil,12/21/2015,9.5
6c9,soil,12/21/2015,NA
6d10,soil,12/21/2015,2.5
6d11,soil,12/21/2015,NA
6d3,soil,12/21/2015,3.0
6d4,soil,12/21/2015,4.5
6d5,soil,12/21/2015,5.5
6d8,soil,12/21/2015,NA
6d9,soil,12/21/2015,NA
6e10,soil,12/21/2015,2.5
6e11,soil,12/21/2015,NA
6e3,soil,12/21/2015,3.5
6e4,soil,12/21/2015,NA
6e5,soil,12/21/2015,NA
6e7,soil,12/21/2015,NA
6e8,soil,12/21/2015,3.5
6e9,soil,12/21/2015,NA
6f10,soil,12/21/2015,2.0
6f11,soil,12/21/2015,2.0
6f3,soil,12/21/2015,NA
6f4,soil,12/21/2015,5.0
6f5,soil,12/21/2015,NA
6f7,soil,12/21/2015,7.0
6f8,soil,12/21/2015,1.0
6f9,soil,12/21/2015,NA
7a10,soil,12/21/2015,NA
7a11,soil,12/21/2015,2.5
7a12,soil,12/21/2015,7.0
7a3,soil,12/21/2015,4.0
7a4,soil,12/21/2015,NA
7a5,soil,12/21/2015,8.0
7a6,soil,12/21/2015,NA
7a8,soil,12/21/2015,12.5
7a9,soil,12/21/2015,5.0
7b10,soil,12/21/2015,3.0
7b11,soil,12/21/2015,NA
7b12,soil,12/21/2015,13.0
7b3,soil,12/21/2015,5.0
7b4,soil,12/21/2015,7.5
7b5,soil,12/21/2015,7.0
7b6,soil,12/21/2015,NA
7b8,soil,12/21/2015,NA
7b9,soil,12/21/2015,5.0
7c10,soil,12/21/2015,3.0
7c11,soil,12/21/2015,NA
7c12,soil,12/21/2015,NA
7c3,soil,12/21/2015,NA
7c4,soil,12/21/2015,7.0
7c5,soil,12/21/2015,6.0
7c8,soil,12/21/2015,14.0
7c9,soil,12/21/2015,NA
7d10,soil,12/21/2015,3.0
7d11,soil,12/21/2015,3.0
7d3,soil,12/21/2015,NA
7d4,soil,12/21/2015,7.5
7d5,soil,12/21/2015,NA
7d8,soil,12/21/2015,4.5
7d9,soil,12/21/2015,NA
7e10,soil,12/21/2015,3.0
7e11,soil,12/21/2015,NA
7e3,soil,12/21/2015,NA
7e4,soil,12/21/2015,6.0
7e5,soil,12/21/2015,NA
7e7,soil,12/21/2015,8.0
7e8,soil,12/21/2015,4.0
7e9,soil,12/21/2015,NA
7f10,soil,12/21/2015,0.5
7f11,soil,12/21/2015,15.5
7f3,soil,12/21/2015,4.5
7f4,soil,12/21/2015,6.5
7f5,soil,12/21/2015,NA
7f7,soil,12/21/2015,10.5
7f8,soil,12/21/2015,3.0
7f9,soil,12/21/2015,NA
8a10,soil,12/21/2015,NA
8a11,soil,12/21/2015,2.0
8a12,soil,12/21/2015,9.0
8a3,soil,12/21/2015,5.5
8a4,soil,12/21/2015,7.0
8a5,soil,12/21/2015,9.5
8a6,soil,12/21/2015,NA
8a8,soil,12/21/2015,NA
8a9,soil,12/21/2015,4.5
8b10,soil,12/21/2015,4.0
8b11,soil,12/21/2015,NA
8b12,soil,12/21/2015,NA
8b3,soil,12/21/2015,2.0
8b4,soil,12/21/2015,7.0
8b5,soil,12/21/2015,8.0
8b6,soil,12/21/2015,5.5
8b8,soil,12/21/2015,9.5
8b9,soil,12/21/2015,3.0
8c10,soil,12/21/2015,2.5
8c11,soil,12/21/2015,2.5
8c12,soil,12/21/2015,8.5
8c3,soil,12/21/2015,3.5
8c4,soil,12/21/2015,6.0
8c5,soil,12/21/2015,NA
8c8,soil,12/21/2015,11.5
8c9,soil,12/21/2015,NA
8d10,soil,12/21/2015,3.5
8d11,soil,12/21/2015,2.5
8d3,soil,12/21/2015,3.0
8d4,soil,12/21/2015,6.0
8d5,soil,12/21/2015,8.0
8d8,soil,12/21/2015,NA
8d9,soil,12/21/2015,NA
8e10,soil,12/21/2015,3.5
8e11,soil,12/21/2015,NA
8e3,soil,12/21/2015,NA
8e4,soil,12/21/2015,8.5
8e5,soil,12/21/2015,4.0
8e7,soil,12/21/2015,11.5
8e8,soil,12/21/2015,6.0
8e9,soil,12/21/2015,NA
8f10,soil,12/21/2015,NA
8f11,soil,12/21/2015,12.0
8f3,soil,12/21/2015,8.5
8f4,soil,12/21/2015,6.0
8f5,soil,12/21/2015,19.0
8f7,soil,12/21/2015,12.0
8f8,soil,12/21/2015,6.0
8f9,soil,12/21/2015,NA
9a1,soil,12/21/2015,2.0
9a10,soil,12/21/2015,1.5
9a11,soil,12/21/2015,1.0
9a12,soil,12/21/2015,1.0
9a2,soil,12/21/2015,5.0
9a3,soil,12/21/2015,2.0
9a4,soil,12/21/2015,5.5
9a5,soil,12/21/2015,NA
9a6,soil,12/21/2015,2.0
9a7,soil,12/21/2015,2.0
9a8,soil,12/21/2015,1.5
9a9,soil,12/21/2015,1.5
9b1,soil,12/21/2015,2.5
9b10,soil,12/21/2015,1.0
9b11,soil,12/21/2015,1.0
9b2,soil,12/21/2015,3.5
9b3,soil,12/21/2015,2.0
9b4,soil,12/21/2015,NA
9b5,soil,12/21/2015,NA
9b6,soil,12/21/2015,2.0
9b7,soil,12/21/2015,0.5
9b8,soil,12/21/2015,0.5
9b9,soil,12/21/2015,NA
9c1,soil,12/21/2015,1.5
9c10,soil,12/21/2015,1.5
9c11,soil,12/21/2015,1.0
9c2,soil,12/21/2015,5.0
9c3,soil,12/21/2015,NA
9c4,soil,12/21/2015,6.0
9c5,soil,12/21/2015,NA
9c6,soil,12/21/2015,1.5
9c7,soil,12/21/2015,1.0
9c8,soil,12/21/2015,1.5
9c9,soil,12/21/2015,NA
9d1,soil,12/21/2015,1.5
9d10,soil,12/21/2015,1.0
9d11,soil,12/21/2015,1.0
9d2,soil,12/21/2015,4.0
9d3,soil,12/21/2015,NA
9d4,soil,12/21/2015,NA
9d5,soil,12/21/2015,NA
9d6,soil,12/21/2015,0.5
9d7,soil,12/21/2015,1.5
9d8,soil,12/21/2015,NA
9d9,soil,12/21/2015,NA
9e1,soil,12/21/2015,4.0
9e10,soil,12/21/2015,NA
9e11,soil,12/21/2015,1.0
9e2,soil,12/21/2015,NA
9e3,soil,12/21/2015,NA
9e4,soil,12/21/2015,5.0
9e5,soil,12/21/2015,NA
9e6,soil,12/21/2015,1.0
9e7,soil,12/21/2015,1.5
9e8,soil,12/21/2015,2.0
9e9,soil,12/21/2015,NA
9f1,soil,12/21/2015,NA
9f10,soil,12/21/2015,1.5
9f11,soil,12/21/2015,0.5
9f2,soil,12/21/2015,0.5
9f3,soil,12/21/2015,NA
9f4,soil,12/21/2015,6.0
9f5,soil,12/21/2015,1.5
9f6,soil,12/21/2015,1.0
9f7,soil,12/21/2015,2.0
9f8,soil,12/21/2015,NA
9f9,soil,12/21/2015,NA
10a1,soil,1/4/2016,NA
10a10,soil,1/4/2016,NA
10a11,soil,1/4/2016,2.0
10a2,soil,1/4/2016,7.0
10a3,soil,1/4/2016,NA
10a4,soil,1/4/2016,11.0
10a5,soil,1/4/2016,3.0
10a6,soil,1/4/2016,5.5
10a7,soil,1/4/2016,6.0
10a8,soil,1/4/2016,7.5
10a9,soil,1/4/2016,NA
10b1,soil,1/4/2016,7.5
10b10,soil,1/4/2016,2.5
10b11,soil,1/4/2016,3.0
10b2,soil,1/4/2016,7.5
10b3,soil,1/4/2016,NA
10b4,soil,1/4/2016,11.0
10b5,soil,1/4/2016,1.0
10b6,soil,1/4/2016,4.5
10b7,soil,1/4/2016,7.0
10b8,soil,1/4/2016,10.0
10b9,soil,1/4/2016,NA
10c1,soil,1/4/2016,4.0
10c10,soil,1/4/2016,NA
10c11,soil,1/4/2016,3.0
10c2,soil,1/4/2016,8.0
10c3,soil,1/4/2016,NA
10c4,soil,1/4/2016,10.5
10c5,soil,1/4/2016,3.0
10c6,soil,1/4/2016,6.5
10c7,soil,1/4/2016,7.0
10c8,soil,1/4/2016,8.5
10c9,soil,1/4/2016,4.5
10d1,soil,1/4/2016,NA
10d10,soil,1/4/2016,2.5
10d11,soil,1/4/2016,3.0
10d2,soil,1/4/2016,NA
10d3,soil,1/4/2016,NA
10d4,soil,1/4/2016,12.0
10d5,soil,1/4/2016,2.5
10d6,soil,1/4/2016,5.0
10d7,soil,1/4/2016,8.0
10d8,soil,1/4/2016,7.5
10d9,soil,1/4/2016,4.0
10e1,soil,1/4/2016,NA
10e10,soil,1/4/2016,NA
10e2,soil,1/4/2016,6.0
10e3,soil,1/4/2016,NA
10e4,soil,1/4/2016,7.5
10e5,soil,1/4/2016,3.0
10e6,soil,1/4/2016,5.0
10e7,soil,1/4/2016,9.5
10e8,soil,1/4/2016,NA
10e9,soil,1/4/2016,4.0
10f1,soil,1/4/2016,NA
10f10,soil,1/4/2016,3.0
10f2,soil,1/4/2016,7.0
10f3,soil,1/4/2016,9.5
10f4,soil,1/4/2016,9.0
10f5,soil,1/4/2016,4.0
10f6,soil,1/4/2016,4.5
10f7,soil,1/4/2016,NA
10f8,soil,1/4/2016,1.0
10f9,soil,1/4/2016,4.0
11a1,soil,1/4/2016,NA
11a10,soil,1/4/2016,1.0
11a11,soil,1/4/2016,NA
11a2,soil,1/4/2016,NA
11a3,soil,1/4/2016,NA
11a4,soil,1/4/2016,8.5
11a5,soil,1/4/2016,1.0
11a6,soil,1/4/2016,NA
11a7,soil,1/4/2016,NA
11a8,soil,1/4/2016,7.0
11a9,soil,1/4/2016,7.3
11b1,soil,1/4/2016,NA
11b10,soil,1/4/2016,2.5
11b11,soil,1/4/2016,2.5
11b2,soil,1/4/2016,6.0
11b3,soil,1/4/2016,4.5
11b4,soil,1/4/2016,10.0
11b5,soil,1/4/2016,NA
11b6,soil,1/4/2016,3.5
11b7,soil,1/4/2016,NA
11b8,soil,1/4/2016,6.5
11b9,soil,1/4/2016,3.0
11c1,soil,1/4/2016,NA
11c10,soil,1/4/2016,NA
11c11,soil,1/4/2016,2.5
11c2,soil,1/4/2016,5.5
11c3,soil,1/4/2016,1.0
11c4,soil,1/4/2016,9.0
11c5,soil,1/4/2016,1.0
11c6,soil,1/4/2016,4.0
11c7,soil,1/4/2016,2.5
11c8,soil,1/4/2016,NA
11c9,soil,1/4/2016,3.0
11d1,soil,1/4/2016,NA
11d10,soil,1/4/2016,2.0
11d11,soil,1/4/2016,2.5
11d2,soil,1/4/2016,9.0
11d3,soil,1/4/2016,4.0
11d4,soil,1/4/2016,10.0
11d5,soil,1/4/2016,NA
11d6,soil,1/4/2016,NA
11d7,soil,1/4/2016,6.5
11d8,soil,1/4/2016,NA
11d9,soil,1/4/2016,3.0
11e1,soil,1/4/2016,1.0
11e10,soil,1/4/2016,2.0
11e2,soil,1/4/2016,9.5
11e3,soil,1/4/2016,2.0
11e4,soil,1/4/2016,NA
11e5,soil,1/4/2016,NA
11e6,soil,1/4/2016,1.0
11e7,soil,1/4/2016,NA
11e8,soil,1/4/2016,6.5
11e9,soil,1/4/2016,2.5
11f1,soil,1/4/2016,NA
11f10,soil,1/4/2016,2.5
11f2,soil,1/4/2016,7.5
11f3,soil,1/4/2016,7.0
11f4,soil,1/4/2016,6.5
11f5,soil,1/4/2016,NA
11f6,soil,1/4/2016,3.0
11f7,soil,1/4/2016,7.0
11f8,soil,1/4/2016,NA
11f9,soil,1/4/2016,2.5
12a1,soil,1/4/2016,NA
12a10,soil,1/4/2016,2.0
12a11,soil,1/4/2016,3.5
12a2,soil,1/4/2016,NA
12a3,soil,1/4/2016,3.5
12a4,soil,1/4/2016,NA
12a5,soil,1/4/2016,4.0
12a6,soil,1/4/2016,0.5
12a7,soil,1/4/2016,2.5
12a8,soil,1/4/2016,8.5
12a9,soil,1/4/2016,9.0
12b1,soil,1/4/2016,NA
12b10,soil,1/4/2016,2.5
12b11,soil,1/4/2016,2.0
12b2,soil,1/4/2016,NA
12b3,soil,1/4/2016,4.5
12b4,soil,1/4/2016,11.5
12b5,soil,1/4/2016,3.5
12b6,soil,1/4/2016,3.0
12b7,soil,1/4/2016,2.5
12b8,soil,1/4/2016,9.2
12b9,soil,1/4/2016,NA
12c1,soil,1/4/2016,7.0
12c10,soil,1/4/2016,2.0
12c11,soil,1/4/2016,3.0
12c2,soil,1/4/2016,9.0
12c3,soil,1/4/2016,NA
12c4,soil,1/4/2016,8.0
12c5,soil,1/4/2016,3.5
12c6,soil,1/4/2016,3.0
12c7,soil,1/4/2016,2.0
12c8,soil,1/4/2016,NA
12c9,soil,1/4/2016,2.5
12d1,soil,1/4/2016,4.5
12d10,soil,1/4/2016,2.0
12d11,soil,1/4/2016,NA
12d2,soil,1/4/2016,9.0
12d3,soil,1/4/2016,5.0
12d4,soil,1/4/2016,11.0
12d5,soil,1/4/2016,NA
12d6,soil,1/4/2016,3.0
12d7,soil,1/4/2016,2.5
12d8,soil,1/4/2016,NA
12d9,soil,1/4/2016,3.5
12e1,soil,1/4/2016,6.5
12e10,soil,1/4/2016,2.5
12e2,soil,1/4/2016,9.0
12e3,soil,1/4/2016,5.0
12e4,soil,1/4/2016,11.0
12e5,soil,1/4/2016,3.0
12e6,soil,1/4/2016,NA
12e7,soil,1/4/2016,10.0
12e8,soil,1/4/2016,8.5
12e9,soil,1/4/2016,NA
12f1,soil,1/4/2016,NA
12f10,soil,1/4/2016,2.0
12f2,soil,1/4/2016,9.5
12f3,soil,1/4/2016,7.0
12f4,soil,1/4/2016,7.5
12f5,soil,1/4/2016,2.0
12f6,soil,1/4/2016,1.0
12f7,soil,1/4/2016,7.5
12f8,soil,1/4/2016,1.0
12f9,soil,1/4/2016,2.8
13a1,soil,1/4/2016,NA
13a10,soil,1/4/2016,12.0
13a11,soil,1/4/2016,NA
13a12,soil,1/4/2016,NA
13a2,soil,1/4/2016,4.5
13a3,soil,1/4/2016,7.5
13a4,soil,1/4/2016,4.5
13a5,soil,1/4/2016,1.0
13a6,soil,1/4/2016,0.5
13a7,soil,1/4/2016,6.5
13a8,soil,1/4/2016,5.5
13a9,soil,1/4/2016,3.0
13b1,soil,1/4/2016,3.0
13b10,soil,1/4/2016,15.5
13b11,soil,1/4/2016,NA
13b12,soil,1/4/2016,2.0
13b2,soil,1/4/2016,NA
13b3,soil,1/4/2016,3.5
13b4,soil,1/4/2016,6.6
13b5,soil,1/4/2016,NA
13b6,soil,1/4/2016,0.5
13b7,soil,1/4/2016,5.5
13b8,soil,1/4/2016,3.5
13b9,soil,1/4/2016,NA
13c1,soil,1/4/2016,4.0
13c10,soil,1/4/2016,10.2
13c11,soil,1/4/2016,11.0
13c12,soil,1/4/2016,1.5
13c2,soil,1/4/2016,8.0
13c3,soil,1/4/2016,1.0
13c4,soil,1/4/2016,2.5
13c5,soil,1/4/2016,0.5
13c6,soil,1/4/2016,1.0
13c7,soil,1/4/2016,1.0
13c8,soil,1/4/2016,3.5
13c9,soil,1/4/2016,3.5
13d1,soil,1/4/2016,3.0
13d10,soil,1/4/2016,7.0
13d12,soil,1/4/2016,3.5
13d2,soil,1/4/2016,9.0
13d3,soil,1/4/2016,6.0
13d4,soil,1/4/2016,5.5
13d5,soil,1/4/2016,2.0
13d6,soil,1/4/2016,6.5
13d7,soil,1/4/2016,5.5
13d8,soil,1/4/2016,4.0
13d9,soil,1/4/2016,3.0
13e1,soil,1/4/2016,4.5
13e10,soil,1/4/2016,3.5
13e12,soil,1/4/2016,4.0
13e2,soil,1/4/2016,7.0
13e3,soil,1/4/2016,6.0
13e4,soil,1/4/2016,4.5
13e5,soil,1/4/2016,NA
13e6,soil,1/4/2016,6.0
13e7,soil,1/4/2016,6.0
13e8,soil,1/4/2016,4.5
13e9,soil,1/4/2016,13.5
13f1,soil,1/4/2016,3.5
13f2,soil,1/4/2016,NA
13f3,soil,1/4/2016,5.5
13f4,soil,1/4/2016,1.0
13f5,soil,1/4/2016,1.0
13f6,soil,1/4/2016,5.5
13f7,soil,1/4/2016,6.0
13f8,soil,1/4/2016,1.5
13f9,soil,1/4/2016,12.0
14a1,soil,1/4/2016,6.0
14a10,soil,1/4/2016,20.0
14a11,soil,1/4/2016,20.0
14a12,soil,1/4/2016,6.0
14a2,soil,1/4/2016,8.0
14a3,soil,1/4/2016,10.0
14a4,soil,1/4/2016,9.0
14a5,soil,1/4/2016,4.5
14a6,soil,1/4/2016,4.5
14a7,soil,1/4/2016,7.0
14a8,soil,1/4/2016,1.5
14a9,soil,1/4/2016,5.0
14b1,soil,1/4/2016,9.0
14b10,soil,1/4/2016,NA
14b11,soil,1/4/2016,18.0
14b12,soil,1/4/2016,6.0
14b2,soil,1/4/2016,7.5
14b3,soil,1/4/2016,6.5
14b4,soil,1/4/2016,8.0
14b5,soil,1/4/2016,5.0
14b6,soil,1/4/2016,5.5
14b7,soil,1/4/2016,6.0
14b8,soil,1/4/2016,6.5
14b9,soil,1/4/2016,NA
14c1,soil,1/4/2016,NA
14c10,soil,1/4/2016,19.5
14c12,soil,1/4/2016,5.0
14c2,soil,1/4/2016,9.0
14c3,soil,1/4/2016,8.0
14c4,soil,1/4/2016,8.0
14c5,soil,1/4/2016,5.0
14c6,soil,1/4/2016,6.0
14c7,soil,1/4/2016,5.0
14c8,soil,1/4/2016,NA
14c9,soil,1/4/2016,NA
14d1,soil,1/4/2016,NA
14d10,soil,1/4/2016,16.0
14d12,soil,1/4/2016,4.5
14d2,soil,1/4/2016,NA
14d3,soil,1/4/2016,8.0
14d4,soil,1/4/2016,NA
14d5,soil,1/4/2016,6.5
14d6,soil,1/4/2016,8.0
14d7,soil,1/4/2016,6.0
14d8,soil,1/4/2016,NA
14d9,soil,1/4/2016,5.0
14e1,soil,1/4/2016,9.0
14e10,soil,1/4/2016,4.5
14e12,soil,1/4/2016,2.0
14e2,soil,1/4/2016,9.0
14e3,soil,1/4/2016,8.0
14e4,soil,1/4/2016,6.5
14e5,soil,1/4/2016,4.5
14e6,soil,1/4/2016,6.5
14e7,soil,1/4/2016,NA
14e8,soil,1/4/2016,5.0
14e9,soil,1/4/2016,5.0
14f1,soil,1/4/2016,6.5
14f2,soil,1/4/2016,NA
14f3,soil,1/4/2016,6.0
14f4,soil,1/4/2016,5.0
14f5,soil,1/4/2016,6.0
14f6,soil,1/4/2016,7.5
14f7,soil,1/4/2016,8.0
14f8,soil,1/4/2016,6.5
14f9,soil,1/4/2016,22.0
15a1,soil,1/4/2016,NA
15a10,soil,1/4/2016,17.5
15a11,soil,1/4/2016,13.0
15a12,soil,1/4/2016,NA
15a2,soil,1/4/2016,9.0
15a3,soil,1/4/2016,9.5
15a4,soil,1/4/2016,6.5
15a5,soil,1/4/2016,NA
15a6,soil,1/4/2016,3.5
15a7,soil,1/4/2016,4.5
15a8,soil,1/4/2016,4.5
15a9,soil,1/4/2016,NA
15b1,soil,1/4/2016,7.8
15b10,soil,1/4/2016,21.5
15b11,soil,1/4/2016,21.0
15b12,soil,1/4/2016,5.5
15b2,soil,1/4/2016,8.0
15b3,soil,1/4/2016,NA
15b4,soil,1/4/2016,8.0
15b5,soil,1/4/2016,3.5
15b6,soil,1/4/2016,0.5
15b7,soil,1/4/2016,4.5
15b8,soil,1/4/2016,3.5
15b9,soil,1/4/2016,6.0
15c1,soil,1/4/2016,6.0
15c10,soil,1/4/2016,21.0
15c12,soil,1/4/2016,5.5
15c2,soil,1/4/2016,9.5
15c3,soil,1/4/2016,7.0
15c4,soil,1/4/2016,7.5
15c5,soil,1/4/2016,NA
15c6,soil,1/4/2016,5.0
15c7,soil,1/4/2016,3.5
15c8,soil,1/4/2016,6.5
15c9,soil,1/4/2016,6.0
15d1,soil,1/4/2016,4.5
15d10,soil,1/4/2016,20.0
15d12,soil,1/4/2016,5.0
15d2,soil,1/4/2016,7.0
15d3,soil,1/4/2016,8.0
15d4,soil,1/4/2016,10.5
15d5,soil,1/4/2016,0.5
15d6,soil,1/4/2016,4.0
15d7,soil,1/4/2016,4.5
15d8,soil,1/4/2016,5.5
15d9,soil,1/4/2016,7.5
15e1,soil,1/4/2016,6.0
15e10,soil,1/4/2016,6.0
15e12,soil,1/4/2016,5.5
15e2,soil,1/4/2016,6.0
15e3,soil,1/4/2016,5.5
15e4,soil,1/4/2016,5.5
15e5,soil,1/4/2016,4.5
15e6,soil,1/4/2016,5.0
15e7,soil,1/4/2016,4.5
15e8,soil,1/4/2016,5.5
15e9,soil,1/4/2016,15.5
15f1,soil,1/4/2016,6.0
15f2,soil,1/4/2016,NA
15f3,soil,1/4/2016,4.0
15f4,soil,1/4/2016,4.5
15f5,soil,1/4/2016,5.0
15f6,soil,1/4/2016,5.5
15f7,soil,1/4/2016,5.5
15f8,soil,1/4/2016,7.0
15f9,soil,1/4/2016,21.5
16a1,soil,1/4/2016,2.5
16a10,soil,1/4/2016,17.5
16a11,soil,1/4/2016,17.0
16a12,soil,1/4/2016,5.0
16a2,soil,1/4/2016,7.0
16a3,soil,1/4/2016,8.0
16a4,soil,1/4/2016,10.0
16a5,soil,1/4/2016,2.0
16a6,soil,1/4/2016,2.5
16a7,soil,1/4/2016,3.0
16a8,soil,1/4/2016,4.0
16a9,soil,1/4/2016,7.0
16b1,soil,1/4/2016,10.5
16b10,soil,1/4/2016,21.0
16b11,soil,1/4/2016,17.0
16b12,soil,1/4/2016,6.5
16b2,soil,1/4/2016,7.5
16b3,soil,1/4/2016,NA
16b4,soil,1/4/2016,9.0
16b5,soil,1/4/2016,NA
16b6,soil,1/4/2016,NA
16b7,soil,1/4/2016,4.0
16b8,soil,1/4/2016,NA
16b9,soil,1/4/2016,7.0
16c1,soil,1/4/2016,NA
16c10,soil,1/4/2016,21.0
16c11,soil,1/4/2016,14.0
16c12,soil,1/4/2016,3.5
16c2,soil,1/4/2016,8.5
16c3,soil,1/4/2016,NA
16c4,soil,1/4/2016,9.5
16c5,soil,1/4/2016,4.0
16c6,soil,1/4/2016,5.0
16c7,soil,1/4/2016,4.5
16c8,soil,1/4/2016,9.5
16c9,soil,1/4/2016,6.5
16d1,soil,1/4/2016,2.4
16d10,soil,1/4/2016,19.5
16d12,soil,1/4/2016,6.2
16d2,soil,1/4/2016,7.0
16d3,soil,1/4/2016,8.0
16d4,soil,1/4/2016,8.0
16d5,soil,1/4/2016,4.0
16d6,soil,1/4/2016,3.5
16d7,soil,1/4/2016,NA
16d8,soil,1/4/2016,5.5
16d9,soil,1/4/2016,8.5
16e1,soil,1/4/2016,NA
16e10,soil,1/4/2016,8.5
16e12,soil,1/4/2016,6.5
16e2,soil,1/4/2016,5.5
16e3,soil,1/4/2016,5.5
16e4,soil,1/4/2016,9.5
16e5,soil,1/4/2016,4.0
16e6,soil,1/4/2016,4.0
16e7,soil,1/4/2016,4.0
16e8,soil,1/4/2016,7.0
16e9.1,soil,1/4/2016,5.0
16e9.2,soil,1/4/2016,19.0
16f1,soil,1/4/2016,NA
16f2,soil,1/4/2016,NA
16f3,soil,1/4/2016,6.0
16f4,soil,1/4/2016,4.5
16f5,soil,1/4/2016,3.5
16f6,soil,1/4/2016,3.5
16f7,soil,1/4/2016,3.5
16f8,soil,1/4/2016,4.0
16f9,soil,1/4/2016,20.0
17a10,soil,1/4/2016,3.0
17a11,soil,1/4/2016,3.0
17a12,soil,1/4/2016,8.5
17a5,soil,1/4/2016,NA
17a6,soil,1/4/2016,NA
17a7,soil,1/4/2016,1.0
17a8,soil,1/4/2016,NA
17a9,soil,1/4/2016,4.0
17b10,soil,1/4/2016,5.5
17b11,soil,1/4/2016,4.5
17b12,soil,1/4/2016,19.0
17b5,soil,1/4/2016,NA
17b6,soil,1/4/2016,NA
17b7,soil,1/4/2016,1.0
17b8,soil,1/4/2016,6.5
17b9,soil,1/4/2016,5.5
17c10,soil,1/4/2016,6.0
17c11,soil,1/4/2016,0.5
17c5,soil,1/4/2016,NA
17c6,soil,1/4/2016,NA
17c7,soil,1/4/2016,NA
17c8,soil,1/4/2016,NA
17c9,soil,1/4/2016,6.0
17d10,soil,1/4/2016,5.0
17d11,soil,1/4/2016,NA
17d5,soil,1/4/2016,NA
17d6,soil,1/4/2016,NA
17d7,soil,1/4/2016,NA
17d8,soil,1/4/2016,6.2
17d9,soil,1/4/2016,5.0
17e10,soil,1/4/2016,4.0
17e11,soil,1/4/2016,NA
17e5,soil,1/4/2016,NA
17e6,soil,1/4/2016,1.0
17e7,soil,1/4/2016,NA
17e8,soil,1/4/2016,7.5
17e9,soil,1/4/2016,5.0
17f10,soil,1/4/2016,3.0
17f11,soil,1/4/2016,15.0
17f5,soil,1/4/2016,NA
17f6,soil,1/4/2016,NA
17f7,soil,1/4/2016,NA
17f8,soil,1/4/2016,4.0
17f9,soil,1/4/2016,5.0
18a10,soil,1/4/2016,NA
18a11,soil,1/4/2016,NA
18a12,soil,1/4/2016,22.0
18a5,soil,1/4/2016,NA
18a6,soil,1/4/2016,1.0
