"year","gdd","gdd.sd","utah","utah.sd","ports","ports.sd","gen","spp","species","complex_name","continent"
1990,591.283645389732,206.772296971732,819.845945945946,218.170093541002,49.1991000218527,5.93117838198394,"Cor","mas","Cormas","Cornus_mas","europe"
1991,418.074472434213,174.670814213063,810.321621621622,226.093889883876,48.4986658628733,7.34402689716078,"Cor","mas","Cormas","Cornus_mas","europe"
1992,511.989010854335,180.638530765095,894.058378378378,350.894358011611,49.1522819153681,9.09086289341533,"Cor","mas","Cormas","Cornus_mas","europe"
1993,539.402729517413,178.540864872329,761.884864864865,285.275897421194,47.6213780466336,7.38044381026576,"Cor","mas","Cormas","Cornus_mas","europe"
1994,597.777839952017,210.182532693374,895.455135135135,298.774222673771,52.1043127606667,8.25641017407395,"Cor","mas","Cormas","Cornus_mas","europe"
1995,511.308600410561,178.339390937462,751.768648648649,160.056028781681,47.2918554779706,5.37591974071371,"Cor","mas","Cormas","Cornus_mas","europe"
1996,505.886256365013,161.843460718437,989.844864864865,239.0732580495,52.7353580926152,7.13738236658039,"Cor","mas","Cormas","Cornus_mas","europe"
1997,513.193843941264,162.273546672384,953.592432432432,221.304025485116,53.7493894861449,5.59199572657141,"Cor","mas","Cormas","Cornus_mas","europe"
1998,548.229755934902,168.409317997685,779.544324324324,265.296947656443,47.5315887379432,8.18398153508681,"Cor","mas","Cormas","Cornus_mas","europe"
1999,574.08496504925,194.799105737501,868.537837837838,253.12932306324,52.0128394317343,7.11245789198511,"Cor","mas","Cormas","Cornus_mas","europe"
2000,636.33483428793,205.247208870038,953.692432432432,306.760259598725,52.8768355006093,8.46689661760833,"Cor","mas","Cormas","Cornus_mas","europe"
2001,610.267233936404,223.696093912769,601.704324324324,193.437823166764,43.5966087825097,6.11050173916723,"Cor","mas","Cormas","Cornus_mas","europe"
2002,579.228651347307,209.344051563085,894.57027027027,328.464303430637,49.9594966308125,8.92007143357013,"Cor","mas","Cormas","Cornus_mas","europe"
2003,615.55865219268,185.975954533629,957.119459459459,278.716750680861,54.0136684939521,7.13124689092984,"Cor","mas","Cormas","Cornus_mas","europe"
2004,522.877907602572,190.206703679966,752.152432432432,252.831948248682,48.2405992081343,7.19116011391628,"Cor","mas","Cormas","Cornus_mas","europe"
2005,572.855523438489,184.653947969612,861.550273224044,191.078592865493,50.486639802962,5.65755729581531,"Cor","mas","Cormas","Cornus_mas","europe"
2006,534.974156114754,190.530277911904,852.879768786127,206.084821612414,50.3516621443558,5.70301102063289,"Cor","mas","Cormas","Cornus_mas","europe"
2007,660.559754445163,193.162203604427,886.459474885845,187.423966485029,49.5072395524384,5.7752978333122,"Cor","mas","Cormas","Cornus_mas","europe"
2008,584.599177222488,209.478519993948,898.421232876712,203.11939223751,49.3469440994971,6.68589269646169,"Cor","mas","Cormas","Cornus_mas","europe"
2009,590.607139211571,197.762922217704,967.7100456621,231.321947205554,52.8116350050977,6.07416932553986,"Cor","mas","Cormas","Cornus_mas","europe"
2010,548.967641987531,200.98039596908,892.79347826087,273.808666971338,50.5657070230048,8.52679554609184,"Cor","mas","Cormas","Cornus_mas","europe"
2011,595.67068047919,207.749832472408,943.325887743414,227.408897816511,53.9522654319846,5.69085480628786,"Cor","mas","Cormas","Cornus_mas","europe"
2012,640.228155822642,195.208721507657,818.143340857788,299.509562009741,48.5973761037566,7.89188396819482,"Cor","mas","Cormas","Cornus_mas","europe"
2013,578.882261939402,234.799527386918,823.058857142857,234.000925888703,49.7453355907646,6.83480709059073,"Cor","mas","Cormas","Cornus_mas","europe"
2014,622.031992511431,176.28182634328,892.733848314607,288.6792425571,48.5936666421641,7.14562429996454,"Cor","mas","Cormas","Cornus_mas","europe"
2015,581.828959144778,157.856262054845,978.944209039548,336.084502546382,53.3602724267504,9.68190451610329,"Cor","mas","Cormas","Cornus_mas","europe"
2016,582.769366156522,195.423193733545,954.959517045455,303.534421819592,54.1458572534796,8.63087120073895,"Cor","mas","Cormas","Cornus_mas","europe"
2017,641.372602847766,161.220498033098,1014.39171511628,204.95818504478,53.7979836907949,5.664463249047,"Cor","mas","Cormas","Cornus_mas","europe"
1980,273.654943198531,120.398527147072,848.849410669975,296.652267017802,49.1794708508534,11.5876774534359,"Cor","ave","Corave","Corylus_avellana","europe"
1981,371.18950226797,145.928209111608,787.049472704715,245.833606790162,44.971531932433,9.74629044392483,"Cor","ave","Corave","Corylus_avellana","europe"
1982,339.467636017126,146.665205023288,999.114454094293,315.80088843698,53.8340960512818,9.7592617589956,"Cor","ave","Corave","Corylus_avellana","europe"
1983,436.600333507951,207.594643098561,865.58064516129,233.899039741272,48.5092711796891,9.59428219368736,"Cor","ave","Corave","Corylus_avellana","europe"
1984,385.120792225432,139.412265956667,853.062810173697,318.291354171824,44.9596989061878,12.6253419553452,"Cor","ave","Corave","Corylus_avellana","europe"
1985,371.764878184185,162.844735570832,771.847549627792,271.922692628927,44.2425878425633,11.538192933422,"Cor","ave","Corave","Corylus_avellana","europe"
1986,417.110065798252,182.508513277928,902.177419354839,331.09504097881,47.7485278044862,12.0839525010049,"Cor","ave","Corave","Corylus_avellana","europe"
1987,314.881825201446,132.721166375008,861.013802729528,377.64053182902,46.7405672364222,15.1752914930602,"Cor","ave","Corave","Corylus_avellana","europe"
1988,376.437231484672,130.66663861762,713.340105459057,367.946730395078,43.7575840764338,15.6083653466901,"Cor","ave","Corave","Corylus_avellana","europe"
1989,438.6958109609,172.892784512388,875.093052109181,240.941506107399,47.9805868503509,9.72879761100761,"Cor","ave","Corave","Corylus_avellana","europe"
1990,432.320512368675,182.998371179257,832.038151364764,272.222538084557,46.9963159057695,10.6321243753036,"Cor","ave","Corave","Corylus_avellana","europe"
1991,333.571542948974,149.427510035852,820.109491315136,352.294670053951,46.1078158772944,13.3718188747033,"Cor","ave","Corave","Corylus_avellana","europe"
1992,373.121610912648,160.182379792013,865.264888337469,404.523861330549,46.5980104302952,13.4737374379223,"Cor","ave","Corave","Corylus_avellana","europe"
1993,438.419729906867,148.525752462716,708.35003101737,373.491979618826,41.5717791392463,15.6755505803387,"Cor","ave","Corave","Corylus_avellana","europe"
1994,379.540294891504,186.743620777015,883.496743176179,359.299966946192,49.4659439422746,12.7407177525695,"Cor","ave","Corave","Corylus_avellana","europe"
1995,424.51652611148,171.685702439774,639.830024813896,193.203296857799,40.315030917118,8.52246741809594,"Cor","ave","Corave","Corylus_avellana","europe"
1996,394.137672409998,167.651093891903,944.984491315136,226.997930083169,48.9136928982149,8.15055107419662,"Cor","ave","Corave","Corylus_avellana","europe"
1997,363.28092589513,193.715589388203,804.407568238213,302.864160639683,45.3737868561009,12.5210274779049,"Cor","ave","Corave","Corylus_avellana","europe"
1998,405.707000940493,155.727554328355,798.413306451613,278.545409772542,44.0572686419813,11.177066645531,"Cor","ave","Corave","Corylus_avellana","europe"
1999,404.152034124994,173.35888375667,823.910049627792,320.40616671752,46.6924195813408,12.1961335046306,"Cor","ave","Corave","Corylus_avellana","europe"
2000,471.765593623649,183.736048015442,1058.75279156328,297.424684420336,51.9538576375306,10.1961543379461,"Cor","ave","Corave","Corylus_avellana","europe"
2001,429.862967040582,177.115503138986,646.813895781638,205.664974048972,39.8722285791688,9.44655244407491,"Cor","ave","Corave","Corylus_avellana","europe"
2002,442.92702008631,179.083114234247,816.354063275434,396.321627571796,43.8925653416867,14.0057392372152,"Cor","ave","Corave","Corylus_avellana","europe"
2003,460.114164183142,187.84936930691,919.215260545906,363.268150731341,50.3230221556017,13.0991976857577,"Cor","ave","Corave","Corylus_avellana","europe"
2004,369.126628818822,148.601808047493,923.132133995037,267.059015192696,50.190661722065,10.0178549947286,"Cor","ave","Corave","Corylus_avellana","europe"
2005,435.176765867349,178.241245074441,783.55907960199,203.906225797768,46.3153235576842,8.08095334908365,"Cor","ave","Corave","Corylus_avellana","europe"
2006,381.335486791681,170.319079532051,980.763741411618,307.074095812018,52.1572264270509,9.25620068138483,"Cor","ave","Corave","Corylus_avellana","europe"
2007,504.338511899655,186.606150266858,845.084943890274,292.794980691355,45.4030225832176,12.5688181086542,"Cor","ave","Corave","Corylus_avellana","europe"
2008,421.072054639698,163.038774076966,985.25670617592,191.42913682246,50.9769094651277,7.01449041139657,"Cor","ave","Corave","Corylus_avellana","europe"
2009,451.864171576522,175.734860956417,969.164430577223,287.918037197931,49.3982115547829,10.214395068139,"Cor","ave","Corave","Corylus_avellana","europe"
2010,441.775288303663,165.572981620281,883.61248049922,189.888848328027,46.6176007195823,8.79939650647329,"Cor","ave","Corave","Corylus_avellana","europe"
2011,476.264491980963,196.817052131108,951.487827715356,317.236265207708,51.2964592069477,11.9061425916046,"Cor","ave","Corave","Corylus_avellana","europe"
2012,515.160227214248,196.523301001511,891.193890274314,293.521993041756,48.1250804723877,10.142599381305,"Cor","ave","Corave","Corylus_avellana","europe"
2013,437.040221302563,184.051767694588,989.168591945052,275.073969928139,52.4808008048138,8.42925604819789,"Cor","ave","Corave","Corylus_avellana","europe"
2014,503.506577800269,181.379829210328,895.533739992375,270.901924845182,48.8368706612922,7.88812799356286,"Cor","ave","Corave","Corylus_avellana","europe"
2015,428.497221266215,193.208389498425,1121.11401515152,292.07776640811,56.6274675954852,8.0791045120661,"Cor","ave","Corave","Corylus_avellana","europe"
2016,440.026153335344,164.065223277134,941.548015122873,382.323484431886,50.8695090772699,13.567171547972,"Cor","ave","Corave","Corylus_avellana","europe"
2017,440.172629890018,217.111360054864,1020.15108323831,234.601117824634,54.035253085873,7.10349255042633,"Cor","ave","Corave","Corylus_avellana","europe"
1980,663.702194311077,333.839987262679,659.32152422693,275.56850976588,67.2184830405328,8.7230416644829,"Fag","gra","faggra","Fagus_grandifolia","north america"
1981,698.108495276381,313.349838782316,758.018383248113,275.00251155124,68.9459236105948,10.3806046409047,"Fag","gra","faggra","Fagus_grandifolia","north america"
1982,714.559162702013,340.437545248037,815.617969320672,345.795014860612,71.5092042917024,11.0440193676808,"Fag","gra","faggra","Fagus_grandifolia","north america"
1983,617.34703558273,332.483502945326,480.914170927684,452.312555195783,63.0557831407143,12.1562293268605,"Fag","gra","faggra","Fagus_grandifolia","north america"
1984,617.686201261906,340.756204621155,766.895422449477,295.727962775505,70.850842841492,10.3284973257645,"Fag","gra","faggra","Fagus_grandifolia","north america"
1985,764.845145953701,350.739179653591,558.056610664719,507.06797723123,65.8101706131802,13.1431030752363,"Fag","gra","faggra","Fagus_grandifolia","north america"
1986,757.513565796369,300.449171606792,349.751887022157,434.20961940995,58.5921825130768,7.87614844150766,"Fag","gra","faggra","Fagus_grandifolia","north america"
1987,712.683382239284,278.310328444614,626.848429510592,433.58960581765,66.1941180530529,12.8752321317404,"Fag","gra","faggra","Fagus_grandifolia","north america"
1988,685.993907567922,309.444409998161,865.255782809837,373.046720057788,71.4226559415563,14.7721967325745,"Fag","gra","faggra","Fagus_grandifolia","north america"
1989,671.42346357141,331.078537086604,828.694424153884,380.522408455986,72.4147705415361,13.5058947338559,"Fag","gra","faggra","Fagus_grandifolia","north america"
1990,725.168433631316,350.256290780065,553.641344046749,372.021876337132,62.9942170343618,11.4160820828128,"Fag","gra","faggra","Fagus_grandifolia","north america"
1991,815.078424257647,353.208351589912,589.951302654005,551.396741336654,65.4941622052587,18.0970824477296,"Fag","gra","faggra","Fagus_grandifolia","north america"
1992,666.417509599902,340.927041162944,615.214877039201,385.808032826087,66.6450152742848,12.3274271372238,"Fag","gra","faggra","Fagus_grandifolia","north america"
1993,648.854163109376,303.822302239405,841.246165084003,394.871285954406,69.8516685015133,14.4196661247765,"Fag","gra","faggra","Fagus_grandifolia","north america"
1994,676.877927201776,365.190639100268,830.125639152666,360.670005093755,70.5951821126613,12.1131380273089,"Fag","gra","faggra","Fagus_grandifolia","north america"
1995,695.804899014338,378.11596574034,657.394691989287,432.897959121168,65.2395414088583,11.2685698009473,"Fag","gra","faggra","Fagus_grandifolia","north america"
1996,626.592553287278,324.088111328962,547.08838568298,300.507250134403,63.3180345360915,10.5936454796847,"Fag","gra","faggra","Fagus_grandifolia","north america"
1997,614.779638787303,403.148854119028,691.002556610665,468.271817886763,68.3496173530764,13.9160403816886,"Fag","gra","faggra","Fagus_grandifolia","north america"
1998,753.648887360939,263.683885797461,763.404796688581,346.185200370487,70.1412808959069,14.0478648824597,"Fag","gra","faggra","Fagus_grandifolia","north america"
1999,694.742822293089,306.68278151467,863.165692719747,546.39316788408,72.3511259343343,15.9443451629452,"Fag","gra","faggra","Fagus_grandifolia","north america"
2000,714.887264536212,350.996701452649,697.193815437059,520.515803867396,67.9681341441721,16.0841818498926,"Fag","gra","faggra","Fagus_grandifolia","north america"
2001,705.158192474977,304.400139924607,570.832237643048,334.186524743227,63.2285187632852,10.0473942093192,"Fag","gra","faggra","Fagus_grandifolia","north america"
2002,705.225917041979,386.641756048372,642.751400048697,416.880269477055,63.2349664664245,13.3338649261911,"Fag","gra","faggra","Fagus_grandifolia","north america"
2003,707.22208457287,388.422593370472,790.440345751157,423.137661679724,71.8604477750683,14.7197787340135,"Fag","gra","faggra","Fagus_grandifolia","north america"
2004,745.694948352468,354.056555665186,678.179327976625,318.860223647886,65.2957447170176,9.35220002142576,"Fag","gra","faggra","Fagus_grandifolia","north america"
2005,626.067238449793,329.227435028706,642.947650353056,424.290921400241,65.6966896851256,11.2909521493725,"Fag","gra","faggra","Fagus_grandifolia","north america"
2006,731.814457605912,331.928915067656,581.349525200877,358.470222970603,64.0154910247589,10.948590851197,"Fag","gra","faggra","Fagus_grandifolia","north america"
2007,731.996344021795,345.146168008072,898.031288044802,536.127392315856,72.5712452538588,17.3423055767447,"Fag","gra","faggra","Fagus_grandifolia","north america"
2008,678.483622739554,355.645136301936,472.464937910884,325.244584781407,60.9507914184735,12.3765144173634,"Fag","gra","faggra","Fagus_grandifolia","north america"
