date,airt,airtmax,airtmin,airtmmx,airtmmn,prec
2005-11,40.6,49.8,30.9,69.1,10.4,4.26
2005-12,25.8,33.6,18.6,45.9,0.3,3.05
2006-01,30.8,39.2,22.6,56.5,-0.2,4.11
2006-02,25.1,33.8,16.2,57.6,-1.7,2
2006-03,33.7,43.7,23.8,69.3,7.2,0.5
2006-04,46.5,58.7,35.5,75.4,23.7,1.64
2006-05,54.1,63.9,45.4,82.4,36,4.52
2006-06,64,72.5,56.7,88.9,46.9,5.56
2006-07,71.3,81.1,62.4,89.8,52,3.6
2006-08,65.8,76.4,57.2,92.7,46.6,5.09
2006-09,58.3,68,49.9,78.6,34.9,2.95
2006-10,47.8,57.8,38.9,76.1,26.8,6.63
2006-11,43.9,51.9,36.5,66.2,22.6,4.61
2006-12,34.7,41.7,27.2,63.5,11.8,1.92
2007-01,26.5,33.9,18.8,65.3,-6,3.09
2007-02,19.1,27.5,10.7,43,-1.1,1.84
2007-03,31.7,41.9,21.8,66.9,-5.8,4.26
2007-04,41.5,50,33.1,82.9,17.8,6.31
2007-05,57.4,70,45.6,89.1,33.4,4.03
2007-06,63.3,74.7,53.1,89.8,38.1,2.54
2007-07,67.6,78.6,58.7,90.5,45.1,6.59
2007-08,67.2,78,57.4,88,45.5,1.16
2007-09,61.4,73,51.5,87.3,38.5,2.98
2007-10,54.3,64,45.6,81.9,27.3,4.63
2007-11,36,44.5,28,58.1,13.8,3.58
2007-12,25.4,32.8,18.7,53.6,3.2,3.82
2008-01,26,34.1,17.3,60.4,-4.4,2.85
2008-02,25.2,33.3,16.3,53.8,-3.5,10.53
2008-03,31.4,40.6,23,50.2,14.5,5.48
2008-04,47.3,59,35.7,79.5,22.1,4.38
2008-05,53,64.6,42.1,81,27.1,2.25
2008-06,65.2,76.2,55.9,93.4,43.7,4.17
2008-07,69.7,80.1,61.5,88,53.2,8.87
2008-08,64.8,76.2,55.8,82.2,44.2,1.85
2008-09,60.7,70.8,52.1,84.7,37.6,7.78
2008-10,47.3,58.4,38.2,70.3,26.4,2.46
2008-11,37.4,45,30.5,65.1,10.8,3.59
2008-12,28,35.2,19.4,55,0.5,7.41
2009-01,17.2,26.3,8.4,40.3,-6.5,3.09
2009-02,26.8,36.9,17.1,57.7,-2.7,1.43
2009-03,33.5,43.7,24.6,61.9,3.4,2.96
2009-04,47.1,58.2,36.3,90.5,24.6,3.28
2009-05,55.9,66.4,45.1,86.2,34.7,5.11
2009-06,61,70.8,53.7,80.1,34.5,7.17
2009-07,65.2,75.2,56.6,82.6,48,9.98
2009-08,68.3,78.5,59.6,87.8,49.3,3.32
2009-09,58,68.5,48.6,81.3,37.2,1.33
2009-10,46.1,55.2,38.2,69.1,27.5,6.65
2009-11,42.9,50.5,36,64.4,24.4,2.42
2009-12,25.8,33.5,18.2,63.3,-2,3.56
2010-01,23.3,31.2,15.8,54,-4.5,2.68
2010-02,26.1,33.5,19.8,44.6,7.3,3.41
2010-03,39.8,48.8,32.2,67.6,16.7,7.44
2010-04,49.4,61,38.2,86,29.1,1.19
2010-05,59.5,71.2,47.9,92.7,30,2.3
2010-06,65.3,75.1,56.1,86,44.6,4.12
2010-07,71.5,82.4,61.4,93.9,46.9,3.09
2010-08,68.2,78.7,58.7,92.1,50.2,3.24
2010-09,62.6,72.7,53.6,90.3,40.3,3
2010-10,48.7,58.3,39.9,73.9,30,6.06
2010-11,38.5,47.1,30.7,65.5,19.4,4.07
2010-12,25,33.1,17.9,54.7,3.4,3.01
2011-01,20.3,28.5,12.1,55.9,-14.8,2.44
2011-02,24.4,33.9,14.3,60.3,0.9,4.08
2011-03,32.5,41.3,23.9,62.1,1.8,5.7
2011-04,45.6,55.6,36.6,80.4,26.1,5.37
2011-05,57.6,68.2,48.6,87.1,35.8,3.65
2011-06,63.1,73.6,53.7,87.3,41.4,5.29
2011-07,71,82.1,61,96.1,52.2,2.28
2011-08,67.3,77.8,58.8,84.7,48.7,10.67
2011-09,62.7,72.4,55.3,81.9,39.2,8.43
2011-10,49.1,58.2,41.5,81.9,24.8,6.97
2011-11,44.2,53.5,35.9,66,27.1,3.97
2011-12,33.8,42.2,25.8,56.5,9.5,4.91
2012-01,27.2,36,18.8,54.1,-2.4,2.31
2012-02,31,40.2,22.3,54.9,7.9,1.06
2012-03,41.9,52.8,32.7,78.8,7.9,0.93
2012-04,46.8,58.3,35.3,86,25.5,2.2
2012-05,59.3,69.7,50.2,84.6,38.7,3.69
2012-06,62.9,74.1,53.3,93,45,3.3
2012-07,71.1,82.4,60.8,92.1,51.4,1.55
2012-08,69.6,81,59.8,90.1,49.5,5.49
2012-09,59.6,69.8,50.7,82.8,39.9,5.52
2012-10,51.2,59,43.4,73,25.9,4.56
2012-11,36.1,44.9,29.1,62.2,19.9,0.54
2012-12,31.7,38.5,25.2,53.8,12.9,3.61
2013-01,25.2,33.1,16.3,58.3,-6.5,2.33
2013-02,25.6,32.9,18.8,48,3.9,2.46
2013-03,32.2,40.6,24.5,55.2,11.8,2.9
2013-04,44.2,55.7,34.1,70.3,21.9,2.06
2013-05,56.6,68.6,44.3,88.7,32.4,5.57
2013-06,64.3,74.8,55.1,88.5,45,9.62
2013-07,72.5,81.7,64.3,91.2,51.6,2.13
2013-08,65.8,76.4,56.7,83.1,47.8,5.39
2013-09,58.5,69.8,48.4,88.3,35.8,3.55
2013-10,49.9,59.5,41.2,74.7,25.5,2.47
2013-11,35.7,44.8,26.6,63.9,7.9,3.28
2013-12,27,33.8,19.4,61,0,3.41
2014-01,20.4,29,11.6,56.8,-9.2,3.3
2014-02,21.7,30.2,13.4,46.9,-3.3,3.57
2014-03,26.9,36.4,16.7,53.4,-0.9,4.57
2014-04,43.8,54.9,33.2,72.3,21.4,5.04
2014-05,55.4,66.2,45.2,83.7,36,3.22
2014-06,64.8,75.3,54.4,84.2,45,2.25
2014-07,68.4,78.6,59.4,87.6,51.4,9.01
2014-08,65.2,75.5,56.4,83.8,49.1,2.16
2014-09,59.5,70.1,50.5,84.2,37.2,1.61
2014-10,50.9,59,43.2,73.8,28.8,7.48
2014-11,36.2,43.9,28,63,11.8,3.85
2014-12,31,37,25.2,56.8,9.9,5.28
2015-01,18.9,27,9.7,45.7,-10.7,2.7
2015-02,12.8,22.9,2.2,36.1,-14.6,1.65
2015-03,28,37.2,18.8,52.5,0,1.89
2015-04,43.7,53.5,34.4,68.7,23.5,1.72
2015-05,60.7,73.5,48,85.5,33.6,1.29
2015-06,62.1,72,52.6,82.4,41.5,6.41
2015-07,68.5,79,59.5,88.9,50.4,4.33
2015-08,68.3,78.9,59.3,86.9,53.1,5.32
2015-09,64,75.5,53.9,88.5,37.9,6.21
2015-10,47.5,57.3,38.4,72.5,21,1.91
2015-11,42.7,51.7,34.3,69.1,18.5,1.91
2015-12,39.4,46.6,33.1,62.1,18.9,4.95
2016-01,25.6,33.6,17.6,55.2,0.1,1.57
2016-02,28.1,38.7,17.5,60.8,-17.7,4.24
2016-03,38.2,49,29,75.4,14.5,3.39
2016-04,43.4,54.5,32.2,75.6,10.8,2.7
2016-05,56,66.3,46,89.8,34.3,2.38
2016-06,64.4,75.8,54,85.3,45.9,1.52
2016-07,70.4,82.3,60.1,92.1,50.9,2.47
2016-08,70.4,81.2,61,89.2,48.9,4.74
2016-09,62.2,72.8,53.2,85.8,37.8,3.93
2016-10,49.9,60.1,41.3,76.1,25.2,3.03
2016-11,40.5,49.8,32.3,64.2,23.7,3.34
2016-12,28,35.8,20,51.3,-6.5,3.52
2017-01,28.6,35.5,22.1,51.4,-2.6,2.58
2017-02,31,40.8,21.6,68.5,-0.8,2.57
2017-03,28.6,38,19.8,57.2,1.9,3.08
2017-04,48.7,59.7,38.8,83.5,28.4,3.42
2017-05,53.2,62.7,43.6,91.4,32.2,7.22
2017-06,64.6,75.4,54.4,91.4,41.9,5.03
2017-07,67.6,77.2,59.5,86,50.2,2.74
2017-08,66.4,76.5,57.1,84.9,47.7,3.61
2017-09,63.2,73.6,54.7,88.7,39.2,2.93
2017-10,56.2,66.4,47.5,77.2,29.8,11.74
2017-11,37.9,46.9,28.7,66.4,14.4,1.67
2017-12,23.1,30.1,16.7,55.9,-8.9,2.8
2018-01,22.5,31.3,13.6,59.4,-14.4,5.12
2018-02,31.9,41.6,22,71.1,-3.8,4.92
2018-03,32.2,40.6,24.8,55.2,5.4,3.86
2018-04,39.5,49,30.6,68,20.3,5.09
2018-05,60.3,72.4,49.1,85.8,36.1,1.82
2018-06,63.7,74.2,53.5,87.8,43.3,6.65
2018-07,71.5,82.5,61.7,94.3,47.3,7.11
2018-08,70.5,80.2,62.7,89.8,54.1,10.76
2018-09,62.5,71.6,55.5,88.3,42.4,10.54
2018-10,47.5,56,39.8,79.3,24.6,4.05
2018-11,34.5,40.4,28.1,63.9,0.3,8.44
2018-12,29.7,37.7,21.6,61.9,10.8,4.11
2019-01,22.1,30.1,13.4,53.6,-8.9,5.05
2019-02,25.6,34.4,17.2,61,-4.4,2.87
2019-03,32,41.9,22.7,65.1,-0.2,2
2019-04,45.1,55.4,35.6,72.7,21.7,8.36
2019-05,53.2,63.3,43.9,81,33.3,3.5
2019-06,64.2,74.3,54,86.7,41,4.24
2019-07,71.7,83,62,91.6,53.8,5.82
2019-08,67.3,78.7,57.6,84.7,45.5,3.31
2019-09,60.1,71.3,50.1,85.5,38.8,1.8
2019-10,50.3,58.7,42.5,73.6,31.8,6.55
2019-11,33.8,42.8,25.7,68.4,10,3.23
2019-12,28.2,35.3,20.4,55.4,2.8,7.06
2020-01,28.8,36.6,21.2,65.5,3.6,1.78
2020-02,29,36.9,21.4,56.3,-1.3,3.38
2020-03,37.6,47.4,28.5,69.4,9.9,3.64
2020-04,41.1,50.4,32.3,63.1,23.5,5.61
2020-05,54.3,66.3,42.6,82.9,27.5,2.63
2020-06,66,77.3,55.3,87.8,35.6,1.24
2020-07,71.8,82.9,63.1,93,53.6,5.09
2020-08,68.7,79.9,59.6,89.4,47.5,3.26
2020-09,60.9,71.7,51.3,80.8,35.2,2.11
2020-10,49.3,58.3,41.3,73,19.9,6.15
2020-11,43.1,52.7,34,73.6,14.5,4.28
2020-12,30.5,37.8,22.6,60.8,6.4,4.4
2021-01,24.8,32.1,18.1,41.4,-2.4,2.69
2021-02,25.3,32.1,18,46.8,2.8,2.62
2021-03,36.5,47.5,24.8,69.6,4.8,1.83
2021-04,45.5,56.8,34.9,73,20.3,5.11
2021-05,55.4,67,44.8,85.6,35.6,5.41
2021-06,67.7,78.8,57.4,92.1,45.1,3.13
2021-07,65.8,75.4,58.7,87.1,46.2,11.61
2021-08,69.9,79.1,62.5,89.8,51.8,3.67
2021-09,61.7,70.8,53,80.8,41,5.49
2021-10,53.2,62.2,46,74.3,31.5,6.31
2021-11,37.8,47.1,28.9,64.9,16.3,2.82
2021-12,32.9,39.4,26.4,58.3,11.9,3.86
