parameters,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
b_chill[37],-1.36364491925325,0.051370112812589,3.14342501179655,-7.47489591291579,-3.48960981425171,-1.43674980547624,0.755718016857547,4.91670326320503,3744.42529148784,0.99943676788704
b_chill[38],-29.4800950855574,0.042044965765027,3.19429923439518,-35.6857875503681,-31.6076999574915,-29.4699632178056,-27.369251880431,-23.1737055100264,5771.95834722542,0.999717358021552
b_chill[39],-16.1423592686108,0.041731943515661,3.18865904589273,-22.38943083153,-18.3119434918994,-16.1572574241978,-13.9466876880651,-9.89346933365694,5838.19969574316,0.999495521107497
b_chill[40],-9.64745661057949,0.115737191355233,6.54289943603415,-22.711089571852,-13.9717313966587,-9.60747608025537,-5.27441498713688,3.24899023690758,3195.91052987486,0.999763329755735
b_chill[41],-8.75159826333765,0.070713102539685,4.18458652106304,-17.1150839042194,-11.6304085039268,-8.70591173393793,-5.98276981966172,-0.614033321556597,3501.91272973707,1.00181590719557
b_chill[42],-17.4390715138574,0.061794003260304,3.95551816913546,-25.318404203739,-20.1058541537494,-17.4971448818774,-14.7299719793437,-9.80216095824193,4097.45416885525,1.00030643949055
b_chill[43],-2.21014106792154,0.067016596334849,5.08513053951775,-12.2918339984301,-5.66336583393992,-2.11663091788358,1.2002869293422,8.06510668785042,5757.57333474541,0.999263445869904
b_chill[44],-1.10717705100022,0.064855936262892,4.60280290870472,-9.72174388012383,-4.25200473395357,-1.20586047372064,2.07680735842793,8.09500716291963,5036.69080903279,0.999695815761823
b_chill[45],-2.64755620889653,0.05839827023892,4.39369698885566,-11.3496231440959,-5.74251742806083,-2.63265318823722,0.264719277128899,6.09524480593347,5660.57094805171,0.999248764408274
b_chill[46],-5.92311367919977,0.104300156450603,7.0752162154135,-19.6156115402242,-10.7596381172427,-6.03707977540329,-1.09671561251484,8.20582300974181,4601.60686993838,1.00008453853055
b_chill[47],-1.56969404127604,0.043333133414778,3.25585242162769,-7.92812795663788,-3.81388724797256,-1.56646199026836,0.681414145420815,4.77996859996296,5645.32871203474,1.0003617685286
b_chill[48],-5.8808222830175,0.187272998965748,9.65606952847056,-24.7236345390168,-12.4132018626233,-5.73629591124143,0.602481184666853,12.8679601816571,2658.58431328723,1.00247263867656
b_chill[49],-11.1909976488483,0.069128382378857,4.17717356384686,-19.3836324761924,-13.9920106507918,-11.2022072614432,-8.30796748206697,-2.94504578795757,3651.33981507376,1.00034829657965
b_chill[50],-11.0918069286509,0.105054155762434,7.01768522366846,-25.260558890303,-15.7171819703527,-11.0948781804828,-6.22503927509565,2.4671171534442,4462.3259928561,0.999564787512695
b_chill[51],-5.72533090943754,0.108922493461518,7.12590202705122,-19.3246974750142,-10.5092661451113,-5.80983035489607,-0.820710552938914,8.16369795371627,4280.00764395422,0.999868375499201
b_chill[52],-4.08002318050408,0.041732223072943,2.7867655506893,-9.48175743525175,-5.97057436375026,-4.06296013843363,-2.14031292081595,1.33944474892311,4459.20898220959,0.999291197343984
b_chill[53],-13.0095795330121,0.016599493977824,1.20184309424062,-15.3472073725956,-13.8012401023751,-13.0294917265684,-12.1915851596451,-10.6180685770574,5242.10657892261,0.999128762173089
b_chill[54],-17.0663242287377,0.068665594175318,3.36523512811592,-23.4551220255906,-19.4071530314904,-17.0904834597784,-14.7516492362828,-10.4313359928356,2401.88639649418,1.00149503922365
b_chill[55],-0.330636731610183,0.035282731768199,2.70226388521562,-5.59038701998452,-2.20500646267391,-0.306267792992838,1.50309736765178,4.86225471669104,5865.85209293323,0.999486600483868
