"stn"	"species"	"year"	"doy"
"ramos99 1996-12-18 20   ambient 12"	"Olea.europaea"	1997	66
"ramos99 1997-01-09 20   ambient 12"	"Olea.europaea"	1997	109
"ramos99 1997-01-23 20   ambient 12"	"Olea.europaea"	1997	137
"ramos99 1997-02-07 20   ambient 12"	"Olea.europaea"	1997	166
"ramos99 1997-02-20 20   ambient 12"	"Olea.europaea"	1997	193
"ramos99 1996-10-17 20   ambient 12"	"Olea.europaea"	1996	307
"ramos99 1996-10-17 12.5   ambient 12"	"Olea.europaea"	1996	307
"ramos99 1996-11-20 12.5   ambient 12"	"Olea.europaea"	1997	10
"ramos99 1996-12-18 12.5   ambient 12"	"Olea.europaea"	1997	66
"ramos99 1997-01-09 12.5   ambient 12"	"Olea.europaea"	1997	109
"ramos99 1996-12-18 12.5   ambient 12"	"Olea.europaea"	1997	66
"ramos99 1997-01-09 12.5   ambient 12"	"Olea.europaea"	1997	109
"ramos99 1997-01-23 12.5   ambient 12"	"Olea.europaea"	1997	137
"ramos99 1997-02-07 12.5   ambient 12"	"Olea.europaea"	1997	166
"ramos99 1997-02-20 12.5   ambient 12"	"Olea.europaea"	1997	193
"ramos99 1996-10-17 12.5   ambient 12"	"Olea.europaea"	1996	307
"ramos99 1996-11-20 12.5   ambient 12"	"Olea.europaea"	1997	10
"ramos99 1996-12-18 12.5   ambient 12"	"Olea.europaea"	1997	66
"ramos99 1997-01-09 12.5   ambient 12"	"Olea.europaea"	1997	109
"ramos99 1997-01-23 12.5   ambient 12"	"Olea.europaea"	1997	137
"ramos99 1996-11-20 20   ambient 12"	"Olea.europaea"	1997	10
"ramos99 1996-12-18 20   ambient 12"	"Olea.europaea"	1997	66
"ramos99 1997-01-09 20   ambient 12"	"Olea.europaea"	1997	109
"ramos99 1997-01-23 20   ambient 12"	"Olea.europaea"	1997	137
"ramos99 1997-02-07 20   ambient 12"	"Olea.europaea"	1997	166
"ramos99 1997-02-20 20   ambient 12"	"Olea.europaea"	1997	193
"ramos99 1996-10-17 20   ambient 12"	"Olea.europaea"	1996	307
"ramos99 1996-11-20 20   ambient 12"	"Olea.europaea"	1997	10
"ramos99 1996-12-18 20   ambient 12"	"Olea.europaea"	1997	66
"ramos99 1997-01-09 20   ambient 12"	"Olea.europaea"	1997	109
"ramos99 1997-01-23 20   ambient 12"	"Olea.europaea"	1997	137
"ramos99 1997-02-07 20   ambient 12"	"Olea.europaea"	1997	166
"ramos99 1997-02-20 20   ambient 12"	"Olea.europaea"	1997	193
"ramos99 1996-10-17 20   ambient 12"	"Olea.europaea"	1996	307
"ramos99 1996-11-20 20   ambient 12"	"Olea.europaea"	1997	10
"ramos99 1996-12-18 20   ambient 12"	"Olea.europaea"	1997	66
"ramos99 1997-01-09 20   ambient 12"	"Olea.europaea"	1997	109
"ramos99 1997-01-23 20   ambient 12"	"Olea.europaea"	1997	137
"ramos99 1997-01-23 12.5   ambient 12"	"Olea.europaea"	1997	137
"ramos99 1997-01-09 12.5   ambient 12"	"Olea.europaea"	1997	109
"ramos99 1997-01-23 12.5   ambient 12"	"Olea.europaea"	1997	137
"ramos99 1997-02-07 12.5   ambient 12"	"Olea.europaea"	1997	166
"ramos99 1997-02-20 12.5   ambient 12"	"Olea.europaea"	1997	193
"ramos99 1996-10-17 12.5   ambient 12"	"Olea.europaea"	1996	307
"ramos99 1997-02-07 12.5   ambient 12"	"Olea.europaea"	1997	166
"ramos99 1997-02-20 12.5   ambient 12"	"Olea.europaea"	1997	193
"ramos99 1996-10-17 12.5   ambient 12"	"Olea.europaea"	1996	307
"ramos99 1996-11-20 12.5   ambient 12"	"Olea.europaea"	1997	10
"ramos99 1996-12-18 12.5   ambient 12"	"Olea.europaea"	1997	66
"ramos99 1997-01-09 12.5   ambient 12"	"Olea.europaea"	1997	109
"ramos99 1997-01-23 12.5   ambient 12"	"Olea.europaea"	1997	137
"ramos99 1997-02-07 12.5   ambient 12"	"Olea.europaea"	1997	166
"ramos99 1997-02-20 12.5   ambient 12"	"Olea.europaea"	1997	193
"ramos99 1996-10-17 12.5   ambient 12"	"Olea.europaea"	1996	307
"ramos99 1996-11-20 12.5   ambient 12"	"Olea.europaea"	1997	10
"ramos99 1996-12-18 12.5   ambient 12"	"Olea.europaea"	1997	66
"ramos99 1997-01-09 12.5   ambient 12"	"Olea.europaea"	1997	109
"ramos99 1997-01-23 12.5   ambient 12"	"Olea.europaea"	1997	137
"ramos99 1997-02-07 12.5   ambient 12"	"Olea.europaea"	1997	166
"ramos99 1997-02-20 12.5   ambient 12"	"Olea.europaea"	1997	193
"ramos99 1996-10-17 12.5   ambient 12"	"Olea.europaea"	1996	307
"ramos99 1996-11-20 12.5   ambient 12"	"Olea.europaea"	1997	10
"ramos99 1996-12-18 12.5   ambient 12"	"Olea.europaea"	1997	66
"ramos99 1997-01-09 12.5   ambient 12"	"Olea.europaea"	1997	109
"ramos99 1997-01-23 12.5   ambient 12"	"Olea.europaea"	1997	137
"ramos99 1997-02-07 12.5   ambient 12"	"Olea.europaea"	1997	166
"ramos99 1997-02-20 12.5   ambient 12"	"Olea.europaea"	1997	193
"ramos99 1997-02-07 20   ambient 12"	"Olea.europaea"	1997	166
"ramos99 1997-02-20 20   ambient 12"	"Olea.europaea"	1997	193
"ramos99 1996-10-17 30   ambient 12"	"Olea.europaea"	1996	307
"ramos99 1996-11-20 30   ambient 12"	"Olea.europaea"	1997	10
"ramos99 1996-12-18 30   ambient 12"	"Olea.europaea"	1997	66
"ramos99 1997-01-09 30   ambient 12"	"Olea.europaea"	1997	109
"ramos99 1997-01-23 30   ambient 12"	"Olea.europaea"	1997	137
"ramos99 1997-02-07 30   ambient 12"	"Olea.europaea"	1997	166
"ramos99 1997-02-20 30   ambient 12"	"Olea.europaea"	1997	193
"ramos99 1996-10-17 30   ambient 12"	"Olea.europaea"	1996	307
"ramos99 1996-11-20 30   ambient 12"	"Olea.europaea"	1997	10
"ramos99 1996-12-18 30   ambient 12"	"Olea.europaea"	1997	66
"ramos99 1997-01-09 30   ambient 12"	"Olea.europaea"	1997	109
"ramos99 1997-01-23 30   ambient 12"	"Olea.europaea"	1997	137
"ramos99 1997-02-07 30   ambient 12"	"Olea.europaea"	1997	166
"ramos99 1997-02-20 30   ambient 12"	"Olea.europaea"	1997	193
"ramos99 1996-10-17 30   ambient 12"	"Olea.europaea"	1996	307
"ramos99 1996-11-20 30   ambient 12"	"Olea.europaea"	1997	10
"ramos99 1996-12-18 30   ambient 12"	"Olea.europaea"	1997	66
"ramos99 1997-01-09 30   ambient 12"	"Olea.europaea"	1997	109
"ramos99 1997-01-23 30   ambient 12"	"Olea.europaea"	1997	137
"ramos99 1997-02-07 30   ambient 12"	"Olea.europaea"	1997	166
"ramos99 1997-02-20 30   ambient 12"	"Olea.europaea"	1997	193
"ramos99 1997-01-09 30   ambient 12"	"Olea.europaea"	1997	109
"ramos99 1997-01-23 30   ambient 12"	"Olea.europaea"	1997	137
"ramos99 1997-02-07 30   ambient 12"	"Olea.europaea"	1997	166
"ramos99 1997-02-20 30   ambient 12"	"Olea.europaea"	1997	193
"ramos99 1996-10-17 30   ambient 12"	"Olea.europaea"	1996	307
"ramos99 1996-11-20 30   ambient 12"	"Olea.europaea"	1997	10
"ramos99 1996-12-18 30   ambient 12"	"Olea.europaea"	1997	66
"ramos99 1997-01-09 30   ambient 12"	"Olea.europaea"	1997	109
"ramos99 1997-01-23 30   ambient 12"	"Olea.europaea"	1997	137
"ramos99 1997-02-07 30   ambient 12"	"Olea.europaea"	1997	166
"ramos99 1997-02-20 30   ambient 12"	"Olea.europaea"	1997	193
"ramos99 1996-11-20 12.5   ambient 12"	"Olea.europaea"	1997	10
"ramos99 1996-11-20 12.5   ambient 12"	"Olea.europaea"	1997	10
"ramos99 1996-12-18 12.5   ambient 12"	"Olea.europaea"	1997	66
"ramos99 1996-11-20 12.5   ambient 12"	"Olea.europaea"	1997	10
"ramos99 1997-02-07 12.5   ambient 12"	"Olea.europaea"	1997	166
"ramos99 1997-02-20 12.5   ambient 12"	"Olea.europaea"	1997	193
"ramos99 1996-10-17 12.5   ambient 12"	"Olea.europaea"	1996	307
"ramos99 1996-12-18 12.5   ambient 12"	"Olea.europaea"	1997	66
"ramos99 1997-01-09 12.5   ambient 12"	"Olea.europaea"	1997	109
"ramos99 1997-01-23 12.5   ambient 12"	"Olea.europaea"	1997	137
"ramos99 1997-02-07 12.5   ambient 12"	"Olea.europaea"	1997	166
"ramos99 1997-02-20 12.5   ambient 12"	"Olea.europaea"	1997	193
"ramos99 1996-10-17 12.5   ambient 12"	"Olea.europaea"	1996	307
"ramos99 1996-10-17 30   ambient 12"	"Olea.europaea"	1996	307
"ramos99 1996-11-20 30   ambient 12"	"Olea.europaea"	1997	10
"ramos99 1996-12-18 30   ambient 12"	"Olea.europaea"	1997	66
"ramos99 1997-01-09 30   ambient 12"	"Olea.europaea"	1997	109
"ramos99 1997-01-23 30   ambient 12"	"Olea.europaea"	1997	137
"ramos99 1997-02-07 30   ambient 12"	"Olea.europaea"	1997	166
"ramos99 1997-02-20 30   ambient 12"	"Olea.europaea"	1997	193
"ramos99 1996-10-17 30   ambient 12"	"Olea.europaea"	1996	307
"ramos99 1996-11-20 30   ambient 12"	"Olea.europaea"	1997	10
"ramos99 1996-12-18 30   ambient 12"	"Olea.europaea"	1997	66
"ramos99 1997-01-09 30   ambient 12"	"Olea.europaea"	1997	109
"ramos99 1997-01-23 30   ambient 12"	"Olea.europaea"	1997	137
"ramos99 1997-02-07 30   ambient 12"	"Olea.europaea"	1997	166
"ramos99 1997-02-20 30   ambient 12"	"Olea.europaea"	1997	193
"ramos99 1996-10-17 30   ambient 12"	"Olea.europaea"	1996	307
"ramos99 1996-11-20 30   ambient 12"	"Olea.europaea"	1997	10
"ramos99 1996-12-18 30   ambient 12"	"Olea.europaea"	1997	66
"ramos99 1997-01-09 30   ambient 12"	"Olea.europaea"	1997	109
"ramos99 1997-01-23 30   ambient 12"	"Olea.europaea"	1997	137
"ramos99 1997-02-07 30   ambient 12"	"Olea.europaea"	1997	166
"ramos99 1997-02-20 30   ambient 12"	"Olea.europaea"	1997	193
"ramos99 1996-10-17 30   ambient 12"	"Olea.europaea"	1996	307
"ramos99 1996-11-20 30   ambient 12"	"Olea.europaea"	1997	10
"ramos99 1996-12-18 30   ambient 12"	"Olea.europaea"	1997	66
"Sanz-Perez09 2005-01-31 12    16"	"Quercus.faginea"	2005	101
"Sanz-Perez09 2005-01-31 12    16"	"Quercus.faginea"	2005	108
"Sanz-Perez09 2005-01-31 12    16"	"Quercus.faginea"	2005	115
"Sanz-Perez09 2005-01-31 12    16"	"Quercus.faginea"	2005	122
"Sanz-Perez09 2005-01-31 12    16"	"Quercus.faginea"	2005	129
"Sanz-Perez09 2005-01-31 12    16"	"Quercus.faginea"	2005	136
"Sanz-Perez09 2005-01-31 12    16"	"Quercus.faginea"	2005	143
"Sanz-Perez09 2005-01-31 12    16"	"Quercus.faginea"	2005	150
"Sanz-Perez09 2005-01-31 12    16"	"Quercus.faginea"	2005	157
"Sanz-Perez09 2005-01-31 12    16"	"Quercus.faginea"	2005	164
"Sanz-Perez09 2005-01-31 12    16"	"Quercus.faginea"	2005	171
"Sanz-Perez09 2005-01-31 12    16"	"Quercus.faginea"	2005	178
"Sanz-Perez09 2005-01-31 12    16"	"Quercus.faginea"	2005	185
"Sanz-Perez09 2005-01-31 12    16"	"Quercus.faginea"	2005	192
"Sanz-Perez09 2005-01-31 12    16"	"Quercus.faginea"	2005	199
"Sanz-Perez09 2005-01-31 12    10"	"Quercus.faginea"	2005	204
"Sanz-Perez09 2005-01-31 12    10"	"Quercus.faginea"	2005	80
"Sanz-Perez09 2005-01-31 12    10"	"Quercus.faginea"	2005	87
"Sanz-Perez09 2005-01-31 12    10"	"Quercus.faginea"	2005	94
"Sanz-Perez09 2005-01-31 12    10"	"Quercus.faginea"	2005	101
"Sanz-Perez09 2005-01-31 12    10"	"Quercus.faginea"	2005	108
"Sanz-Perez09 2005-01-31 12    10"	"Quercus.faginea"	2005	115
"Sanz-Perez09 2005-01-31 12    10"	"Quercus.faginea"	2005	122
"Sanz-Perez09 2005-01-31 12    10"	"Quercus.faginea"	2005	129
"Sanz-Perez09 2005-01-31 12    10"	"Quercus.faginea"	2005	136
"Sanz-Perez09 2005-01-31 12    10"	"Quercus.faginea"	2005	143
"Sanz-Perez09 2005-01-31 12    10"	"Quercus.faginea"	2005	150
"Sanz-Perez09 2005-01-31 12    10"	"Quercus.faginea"	2005	157
"Sanz-Perez09 2005-01-31 12    10"	"Quercus.faginea"	2005	164
"Sanz-Perez09 2005-01-31 12    10"	"Quercus.faginea"	2005	171
"Sanz-Perez09 2005-01-31 12    10"	"Quercus.faginea"	2005	178
"Sanz-Perez09 2005-01-31 12    10"	"Quercus.faginea"	2005	185
"Sanz-Perez09 2005-01-31 12    10"	"Quercus.faginea"	2005	192
"Sanz-Perez09 2005-01-31 12    10"	"Quercus.faginea"	2005	199
"Sanz-Perez09 2005-01-31 19    16"	"Quercus.ilex"	2005	80
"Sanz-Perez09 2005-01-31 19    16"	"Quercus.ilex"	2005	87
"Sanz-Perez09 2005-01-31 19    16"	"Quercus.ilex"	2005	94
"Sanz-Perez09 2005-01-31 19    16"	"Quercus.ilex"	2005	101
"Sanz-Perez09 2005-01-31 19    16"	"Quercus.ilex"	2005	108
"Sanz-Perez09 2005-01-31 19    16"	"Quercus.ilex"	2005	115
"Sanz-Perez09 2005-01-31 19    16"	"Quercus.ilex"	2005	122
"Sanz-Perez09 2005-01-31 19    16"	"Quercus.ilex"	2005	129
"Sanz-Perez09 2005-01-31 19    16"	"Quercus.ilex"	2005	136
"Sanz-Perez09 2005-01-31 19    16"	"Quercus.ilex"	2005	143
"Sanz-Perez09 2005-01-31 19    16"	"Quercus.ilex"	2005	150
"Sanz-Perez09 2005-01-31 19    16"	"Quercus.ilex"	2005	157
"Sanz-Perez09 2005-01-31 19    16"	"Quercus.ilex"	2005	164
"Sanz-Perez09 2005-01-31 19    16"	"Quercus.ilex"	2005	171
"Sanz-Perez09 2005-01-31 19    16"	"Quercus.ilex"	2005	178
"Sanz-Perez09 2005-01-31 19    16"	"Quercus.ilex"	2005	185
"Sanz-Perez09 2005-01-31 19    16"	"Quercus.ilex"	2005	192
"Sanz-Perez09 2005-01-31 19    16"	"Quercus.ilex"	2005	199
"Sanz-Perez09 2005-01-31 19    10"	"Quercus.ilex"	2005	204
"Sanz-Perez09 2005-01-31 19    10"	"Quercus.ilex"	2005	210
"Sanz-Perez09 2005-01-31 19    10"	"Quercus.ilex"	2005	80
"Sanz-Perez09 2005-01-31 19    10"	"Quercus.ilex"	2005	87
"Sanz-Perez09 2005-01-31 19    10"	"Quercus.ilex"	2005	94
"Sanz-Perez09 2005-01-31 19    10"	"Quercus.ilex"	2005	101
"Sanz-Perez09 2005-01-31 19    10"	"Quercus.ilex"	2005	108
"Sanz-Perez09 2005-01-31 19    10"	"Quercus.ilex"	2005	115
"Sanz-Perez09 2005-01-31 19    10"	"Quercus.ilex"	2005	122
"Sanz-Perez09 2005-01-31 19    10"	"Quercus.ilex"	2005	129
"Sanz-Perez09 2005-01-31 19    10"	"Quercus.ilex"	2005	136
"Sanz-Perez09 2005-01-31 19    10"	"Quercus.ilex"	2005	143
"Sanz-Perez09 2005-01-31 19    10"	"Quercus.ilex"	2005	150
"Sanz-Perez09 2005-01-31 19    10"	"Quercus.ilex"	2005	157
"Sanz-Perez09 2005-01-31 19    10"	"Quercus.ilex"	2005	164
"Sanz-Perez09 2005-01-31 19    10"	"Quercus.ilex"	2005	171
"Sanz-Perez09 2005-01-31 19    10"	"Quercus.ilex"	2005	178
"Sanz-Perez09 2005-01-31 19    10"	"Quercus.ilex"	2005	185
"Sanz-Perez09 2005-01-31 19    10"	"Quercus.ilex"	2005	192
"Sanz-Perez09 2005-01-31 19    10"	"Quercus.ilex"	2005	199
"Sanz-Perez09 2005-01-31 19    10"	"Quercus.ilex"	2005	205
"Sanz-Perez09 2005-01-31 12    16"	"Quercus.ilex"	2005	80
"Sanz-Perez09 2005-01-31 12    16"	"Quercus.ilex"	2005	87
"Sanz-Perez09 2005-01-31 12    16"	"Quercus.ilex"	2005	94
"Sanz-Perez09 2005-01-31 12    16"	"Quercus.ilex"	2005	101
"Sanz-Perez09 2005-01-31 12    16"	"Quercus.ilex"	2005	108
"Sanz-Perez09 2005-01-31 12    16"	"Quercus.ilex"	2005	115
"Sanz-Perez09 2005-01-31 12    16"	"Quercus.ilex"	2005	122
"Sanz-Perez09 2005-01-31 12    16"	"Quercus.ilex"	2005	129
"Sanz-Perez09 2005-01-31 12    16"	"Quercus.ilex"	2005	136
"Sanz-Perez09 2005-01-31 12    16"	"Quercus.ilex"	2005	143
"Sanz-Perez09 2005-01-31 12    16"	"Quercus.ilex"	2005	150
"Sanz-Perez09 2005-01-31 12    16"	"Quercus.ilex"	2005	157
"Sanz-Perez09 2005-01-31 12    16"	"Quercus.ilex"	2005	164
"Sanz-Perez09 2005-01-31 12    16"	"Quercus.ilex"	2005	171
"Sanz-Perez09 2005-01-31 12    16"	"Quercus.ilex"	2005	178
"Sanz-Perez09 2005-01-31 12    16"	"Quercus.ilex"	2005	185
"Sanz-Perez09 2005-01-31 12    16"	"Quercus.ilex"	2005	192
"Sanz-Perez09 2005-01-31 12    16"	"Quercus.ilex"	2005	199
"Sanz-Perez09 2005-01-31 12    10"	"Quercus.ilex"	2005	205
"Sanz-Perez09 2005-01-31 12    10"	"Quercus.ilex"	2005	210
"Sanz-Perez09 2005-01-31 12    10"	"Quercus.ilex"	2005	80
"Sanz-Perez09 2005-01-31 12    10"	"Quercus.ilex"	2005	87
"Sanz-Perez09 2005-01-31 12    10"	"Quercus.ilex"	2005	94
"Sanz-Perez09 2005-01-31 12    10"	"Quercus.ilex"	2005	101
"Sanz-Perez09 2005-01-31 12    10"	"Quercus.ilex"	2005	108
"Sanz-Perez09 2005-01-31 12    10"	"Quercus.ilex"	2005	115
"Sanz-Perez09 2005-01-31 12    10"	"Quercus.ilex"	2005	122
"Sanz-Perez09 2005-01-31 12    10"	"Quercus.ilex"	2005	129
"Sanz-Perez09 2005-01-31 12    10"	"Quercus.ilex"	2005	136
"Sanz-Perez09 2005-01-31 12    10"	"Quercus.ilex"	2005	143
"Sanz-Perez09 2005-01-31 12    10"	"Quercus.ilex"	2005	150
"Sanz-Perez09 2005-01-31 12    10"	"Quercus.ilex"	2005	157
"Sanz-Perez09 2005-01-31 12    10"	"Quercus.ilex"	2005	164
"Sanz-Perez09 2005-01-31 12    10"	"Quercus.ilex"	2005	171
"Sanz-Perez09 2005-01-31 12    10"	"Quercus.ilex"	2005	178
"Sanz-Perez09 2005-01-31 12    10"	"Quercus.ilex"	2005	185
"Sanz-Perez09 2005-01-31 12    10"	"Quercus.ilex"	2005	192
"Sanz-Perez09 2005-01-31 12    10"	"Quercus.ilex"	2005	199
"Sanz-Perez09 2005-01-31 19    16"	"Quercus.faginea"	2005	87
"Sanz-Perez09 2005-01-31 19    16"	"Quercus.faginea"	2005	94
"Sanz-Perez09 2005-01-31 19    16"	"Quercus.faginea"	2005	101
"Sanz-Perez09 2005-01-31 19    16"	"Quercus.faginea"	2005	108
"Sanz-Perez09 2005-01-31 19    16"	"Quercus.faginea"	2005	164
"Sanz-Perez09 2005-01-31 19    16"	"Quercus.faginea"	2005	171
"Sanz-Perez09 2005-01-31 19    16"	"Quercus.faginea"	2005	178
"Sanz-Perez09 2005-01-31 19    10"	"Quercus.faginea"	2005	94
"Sanz-Perez09 2005-01-31 19    10"	"Quercus.faginea"	2005	101
"Sanz-Perez09 2005-01-31 19    10"	"Quercus.faginea"	2005	108
"Sanz-Perez09 2005-01-31 19    10"	"Quercus.faginea"	2005	115
"Sanz-Perez09 2005-01-31 19    10"	"Quercus.faginea"	2005	122
"Sanz-Perez09 2005-01-31 19    10"	"Quercus.faginea"	2005	164
"Sanz-Perez09 2005-01-31 12    16"	"Quercus.faginea"	2005	87
"Sanz-Perez09 2005-01-31 12    16"	"Quercus.faginea"	2005	94
"Sanz-Perez09 2005-01-31 19    16"	"Quercus.faginea"	2005	80
"Sanz-Perez09 2005-01-31 19    16"	"Quercus.faginea"	2005	115
"Sanz-Perez09 2005-01-31 19    16"	"Quercus.faginea"	2005	122
"Sanz-Perez09 2005-01-31 19    16"	"Quercus.faginea"	2005	129
"Sanz-Perez09 2005-01-31 19    16"	"Quercus.faginea"	2005	136
"Sanz-Perez09 2005-01-31 19    16"	"Quercus.faginea"	2005	143
"Sanz-Perez09 2005-01-31 19    16"	"Quercus.faginea"	2005	150
"Sanz-Perez09 2005-01-31 19    16"	"Quercus.faginea"	2005	157
"Sanz-Perez09 2005-01-31 19    16"	"Quercus.faginea"	2005	185
"Sanz-Perez09 2005-01-31 19    16"	"Quercus.faginea"	2005	192
"Sanz-Perez09 2005-01-31 19    10"	"Quercus.faginea"	2005	87
"Sanz-Perez09 2005-01-31 19    10"	"Quercus.faginea"	2005	129
"Sanz-Perez09 2005-01-31 19    10"	"Quercus.faginea"	2005	136
"Sanz-Perez09 2005-01-31 19    10"	"Quercus.faginea"	2005	143
"Sanz-Perez09 2005-01-31 19    10"	"Quercus.faginea"	2005	150
"Sanz-Perez09 2005-01-31 19    10"	"Quercus.faginea"	2005	157
"Sanz-Perez09 2005-01-31 19    10"	"Quercus.faginea"	2005	171
"Sanz-Perez09 2005-01-31 19    10"	"Quercus.faginea"	2005	178
"Sanz-Perez09 2005-01-31 19    10"	"Quercus.faginea"	2005	185
"Sanz-Perez09 2005-01-31 19    10"	"Quercus.faginea"	2005	192
"Sanz-Perez09 2005-01-31 19    10"	"Quercus.faginea"	2005	199
"Sanz-Perez09 2005-01-31 12    16"	"Quercus.faginea"	2005	80
"Sanz-Perez09 2005-01-31 19    16"	"Quercus.faginea"	2005	199
"Sanz-Perez09 2005-01-31 19    10"	"Quercus.faginea"	2005	205
"Sanz-Perez09 2005-01-31 19    10"	"Quercus.faginea"	2005	80
"sanzperez10 2004-01-01 5.4    ambient"	"Quercus.coccifera"	2004	25
"sanzperez10 2004-01-01 5.2    ambient"	"Quercus.coccifera"	2004	55
"sanzperez10 2004-01-01 7.5    ambient"	"Quercus.coccifera"	2004	87
"sanzperez10 2004-01-01 9.7    ambient"	"Quercus.coccifera"	2004	101
"sanzperez10 2004-01-01 9.7    ambient"	"Quercus.coccifera"	2004	118
"sanzperez10 2004-01-01 ambient    ambient"	"Quercus.coccifera"	2004	118
"sanzperez10 2004-01-01 ambient    ambient"	"Quercus.coccifera"	2004	118
"sanzperez10 2004-01-01 ambient    ambient"	"Quercus.coccifera"	2004	118
"sanzperez10 2004-01-01 5.2    ambient"	"Quercus.coccifera"	2004	25
"sanzperez10 2004-01-01 4.8    ambient"	"Quercus.coccifera"	2004	55
"sanzperez10 2004-01-01 7.1    ambient"	"Quercus.coccifera"	2004	87
"sanzperez10 2004-01-01 9.2    ambient"	"Quercus.coccifera"	2004	101
"sanzperez10 2004-01-01 9.2    ambient"	"Quercus.coccifera"	2004	117
"sanzperez10 2004-01-01 ambient    ambient"	"Quercus.coccifera"	2004	117
"sanzperez10 2004-01-01 ambient    ambient"	"Quercus.coccifera"	2004	117
"sanzperez10 2004-01-01 6.2    13"	"Quercus.coccifera"	2004	25
"sanzperez10 2004-01-01 6.4    13"	"Quercus.coccifera"	2004	55
"sanzperez10 2004-01-01 8.9    13"	"Quercus.coccifera"	2004	86
"sanzperez10 2004-01-01 10.7    13"	"Quercus.coccifera"	2004	100
"sanzperez10 2004-01-01 10.7    13"	"Quercus.coccifera"	2004	118
"sanzperez10 2004-01-01 ambient    13"	"Quercus.coccifera"	2004	118
"sanzperez10 2004-01-01 ambient    13"	"Quercus.coccifera"	2004	118
"sanzperez10 2004-01-01 ambient    13"	"Quercus.coccifera"	2004	118
"sanzperez10 2004-01-01 5.4    ambient"	"Quercus.coccifera"	2004	27
"sanzperez10 2004-01-01 5.2    ambient"	"Quercus.coccifera"	2004	56
"sanzperez10 2004-01-01 7.5    ambient"	"Quercus.coccifera"	2004	87
"sanzperez10 2004-01-01 9.7    ambient"	"Quercus.coccifera"	2004	101
"sanzperez10 2004-01-01 9.7    ambient"	"Quercus.coccifera"	2004	118
"sanzperez10 2004-01-01 ambient    ambient"	"Quercus.coccifera"	2004	118
"sanzperez10 2004-01-01 ambient    ambient"	"Quercus.coccifera"	2004	118
"sanzperez10 2004-01-01 ambient    ambient"	"Quercus.coccifera"	2004	118
"sanzperez10 2004-01-01 5.2    ambient"	"Quercus.coccifera"	2004	27
"sanzperez10 2004-01-01 4.8    ambient"	"Quercus.coccifera"	2004	56
"sanzperez10 2004-01-01 9.2    ambient"	"Quercus.coccifera"	2004	101
"sanzperez10 2004-01-01 9.2    ambient"	"Quercus.coccifera"	2004	118
"sanzperez10 2004-01-01 ambient    ambient"	"Quercus.coccifera"	2004	118
"sanzperez10 2004-01-01 ambient    ambient"	"Quercus.coccifera"	2004	118
"sanzperez10 2004-01-01 ambient    ambient"	"Quercus.coccifera"	2004	118
"sanzperez10 2004-01-01 6.2    13"	"Quercus.coccifera"	2004	27
"sanzperez10 2004-01-01 6.4    13"	"Quercus.coccifera"	2004	56
"sanzperez10 2004-01-01 8.9    13"	"Quercus.coccifera"	2004	87
"sanzperez10 2004-01-01 10.7    13"	"Quercus.coccifera"	2004	101
"sanzperez10 2004-01-01 10.7    13"	"Quercus.coccifera"	2004	118
"sanzperez10 2004-01-01 ambient    13"	"Quercus.coccifera"	2004	118
"sanzperez10 2004-01-01 ambient    13"	"Quercus.coccifera"	2004	118
"sanzperez10 2004-01-01 ambient    13"	"Quercus.coccifera"	2004	118
"sanzperez10 2004-01-01 5.4    ambient"	"Quercus.coccifera"	2004	26
"sanzperez10 2004-01-01 5.2    ambient"	"Quercus.coccifera"	2004	56
"sanzperez10 2004-01-01 7.5    ambient"	"Quercus.coccifera"	2004	87
"sanzperez10 2004-01-01 9.7    ambient"	"Quercus.coccifera"	2004	118
"sanzperez10 2004-01-01 ambient    ambient"	"Quercus.coccifera"	2004	118
"sanzperez10 2004-01-01 ambient    ambient"	"Quercus.coccifera"	2004	118
"sanzperez10 2004-01-01 5.2    ambient"	"Quercus.coccifera"	2004	26
"sanzperez10 2004-01-01 4.8    ambient"	"Quercus.coccifera"	2004	56
"sanzperez10 2004-01-01 7.1    ambient"	"Quercus.coccifera"	2004	87
"sanzperez10 2004-01-01 9.2    ambient"	"Quercus.coccifera"	2004	118
"sanzperez10 2004-01-01 ambient    ambient"	"Quercus.coccifera"	2004	118
"sanzperez10 2004-01-01 ambient    ambient"	"Quercus.coccifera"	2004	118
"sanzperez10 2004-01-01 6.2    13"	"Quercus.coccifera"	2004	26
"sanzperez10 2004-01-01 6.4    13"	"Quercus.coccifera"	2004	56
"sanzperez10 2004-01-01 8.9    13"	"Quercus.coccifera"	2004	87
"sanzperez10 2004-01-01 10.7    13"	"Quercus.coccifera"	2004	118
"sanzperez10 2004-01-01 ambient    13"	"Quercus.coccifera"	2004	118
"sanzperez10 2004-01-01 ambient    13"	"Quercus.coccifera"	2004	118
"sanzperez10 2004-01-01 5.4    ambient"	"Quercus.coccifera"	2004	27
"sanzperez10 2004-01-01 5.2    ambient"	"Quercus.faginea"	2004	58
"sanzperez10 2004-01-01 7.5    ambient"	"Quercus.faginea"	2004	87
"sanzperez10 2004-01-01 9.7    ambient"	"Quercus.faginea"	2004	101
"sanzperez10 2004-01-01 ambient    ambient"	"Quercus.faginea"	2004	101
"sanzperez10 2004-01-01 ambient    ambient"	"Quercus.faginea"	2004	101
"sanzperez10 2004-01-01 ambient    ambient"	"Quercus.faginea"	2004	101
