"stn"	"species"	"year"	"doy"
"heide93 1989-12-15 21    24"	"Betula.pubescens"	1990	2
"heide93 1990-01-15 21    8"	"Betula.pubescens"	1990	33
"heide93 1990-02-15 21    24"	"Betula.pubescens"	1990	64
"heide93 1990-03-15 21    8"	"Betula.pubescens"	1990	92
"heide93 1989-11-15 15    24"	"Betula.pubescens"	1989	344
"heide93 1989-12-15 15    8"	"Betula.pubescens"	1990	9
"heide93 1990-01-15 15    24"	"Betula.pubescens"	1990	40
"heide93 1990-02-15 15    8"	"Betula.pubescens"	1990	71
"heide93 1990-03-15 15    24"	"Betula.pubescens"	1990	99
"heide93 1989-11-15 15    8"	"Betula.pubescens"	1989	344
"heide93 1989-12-15 15    24"	"Betula.pubescens"	1990	9
"heide93 1990-01-15 15    8"	"Betula.pubescens"	1990	40
"heide93 1990-02-15 15    24"	"Betula.pubescens"	1990	71
"heide93 1990-03-15 15    8"	"Betula.pubescens"	1990	99
"heide93 1989-11-15 9    24"	"Betula.pubescens"	1989	361
"heide93 1989-12-15 9    8"	"Betula.pubescens"	1990	26
"heide93 1990-01-15 9    24"	"Betula.pubescens"	1990	57
"heide93 1990-02-15 9    8"	"Betula.pubescens"	1990	88
"heide93 1990-03-15 9    24"	"Betula.pubescens"	1990	116
"heide93 1989-11-15 9    8"	"Betula.pubescens"	1989	361
"heide93 1989-12-15 9    24"	"Betula.pubescens"	1990	26
"heide93 1990-01-15 9    8"	"Betula.pubescens"	1990	57
"heide93 1990-02-15 9    24"	"Betula.pubescens"	1990	88
"heide93 1990-03-15 9    8"	"Betula.pubescens"	1990	116
"heide93 1989-11-15 21    24"	"Betula.pendula"	1989	337
"heide93 1989-12-15 21    8"	"Betula.pendula"	1990	2
"heide93 1990-01-15 21    24"	"Betula.pendula"	1990	33
"heide93 1990-01-15 9    24"	"Betula.pendula"	1990	57
"heide93 1990-02-15 9    8"	"Betula.pendula"	1990	88
"heide93 1990-03-15 9    24"	"Betula.pendula"	1990	116
"heide93 1989-11-15 9    8"	"Betula.pendula"	1989	361
"heide93 1989-12-15 9    24"	"Betula.pendula"	1990	26
"heide93 1990-01-15 9    8"	"Betula.pendula"	1990	57
"heide93 1990-02-15 9    24"	"Betula.pendula"	1990	88
"heide93 1990-03-15 9    8"	"Betula.pendula"	1990	116
"heide93 1989-11-15 21    24"	"Prunus.padus"	1989	337
"heide93 1989-12-15 21    8"	"Prunus.padus"	1990	2
"heide93 1990-01-15 21    24"	"Prunus.padus"	1990	33
"heide93 1990-02-15 21    8"	"Prunus.padus"	1990	64
"heide93 1990-03-15 21    24"	"Prunus.padus"	1990	92
"heide93 1989-11-15 21    8"	"Prunus.padus"	1989	337
"heide93 1989-12-15 21    24"	"Prunus.padus"	1990	2
"heide93 1990-01-15 21    8"	"Prunus.padus"	1990	33
"heide93 1990-02-15 21    24"	"Prunus.padus"	1990	64
"heide93 1990-03-15 21    8"	"Prunus.padus"	1990	92
"heide93 1989-11-15 15    24"	"Prunus.padus"	1989	344
"heide93 1989-12-15 15    8"	"Prunus.padus"	1990	9
"heide93 1990-01-15 15    24"	"Prunus.padus"	1990	40
"heide93 1990-02-15 15    8"	"Prunus.padus"	1990	71
"heide93 1990-03-15 15    24"	"Prunus.padus"	1990	99
"heide93 1989-11-15 15    8"	"Prunus.padus"	1989	344
"heide93 1989-12-15 15    24"	"Prunus.padus"	1990	9
"heide93 1990-01-15 15    8"	"Prunus.padus"	1990	40
"heide93 1990-02-15 15    24"	"Prunus.padus"	1990	71
"heide93 1990-03-15 15    8"	"Prunus.padus"	1990	99
"heide93 1989-11-15 9    24"	"Prunus.padus"	1989	361
"heide93 1989-12-15 9    8"	"Prunus.padus"	1990	26
"heide93 1990-01-15 9    24"	"Prunus.padus"	1990	57
"heide93 1990-02-15 9    8"	"Prunus.padus"	1990	88
"heide93 1990-03-15 21    8"	"Alnus.incana"	1990	92
"heide93 1989-11-15 15    24"	"Alnus.incana"	1989	344
"heide93 1989-12-15 15    8"	"Alnus.incana"	1990	9
"heide93 1990-01-15 15    24"	"Alnus.incana"	1990	40
"heide93 1990-02-15 15    8"	"Alnus.incana"	1990	71
"heide93 1990-03-15 15    24"	"Alnus.incana"	1990	99
"heide93 1989-11-15 15    8"	"Alnus.incana"	1989	344
"heide93 1989-12-15 15    24"	"Alnus.incana"	1990	9
"heide93 1990-01-15 15    8"	"Alnus.incana"	1990	40
"heide93 1990-02-15 15    24"	"Alnus.incana"	1990	71
"heide93 1990-03-15 15    8"	"Alnus.incana"	1990	99
"heide93 1989-11-15 9    24"	"Alnus.incana"	1989	361
"heide93 1989-12-15 9    8"	"Alnus.incana"	1990	26
"heide93 1990-01-15 9    24"	"Alnus.incana"	1990	57
"heide93 1990-02-15 9    8"	"Alnus.incana"	1990	88
"heide93 1990-03-15 9    24"	"Alnus.incana"	1990	116
"heide93 1989-11-15 9    8"	"Alnus.incana"	1989	361
"heide93 1989-12-15 9    24"	"Alnus.incana"	1990	26
"heide93 1990-01-15 9    8"	"Alnus.incana"	1990	57
"heide93 1990-02-15 9    24"	"Alnus.incana"	1990	88
"heide93 1990-03-15 9    8"	"Alnus.incana"	1990	116
"heide93 1989-11-15 21    24"	"Alnus.glutinosa"	1989	337
"heide93 1989-12-15 21    8"	"Alnus.glutinosa"	1990	2
"heide93 1990-01-15 21    24"	"Alnus.glutinosa"	1990	33
"heide93 1990-02-15 21    8"	"Alnus.glutinosa"	1990	64
"heide93 1990-03-15 21    24"	"Alnus.glutinosa"	1990	92
"heide93 1989-11-15 21    8"	"Alnus.glutinosa"	1989	337
"heide93 1989-12-15 21    24"	"Alnus.glutinosa"	1990	2
"heide93 1990-01-15 21    8"	"Alnus.glutinosa"	1990	33
"heide93 1990-02-15 21    24"	"Alnus.glutinosa"	1990	64
"heide93 1990-03-15 21    8"	"Alnus.glutinosa"	1990	92
"heide93 1989-11-15 15    24"	"Alnus.glutinosa"	1989	344
"heide93 1989-12-15 15    8"	"Alnus.glutinosa"	1990	9
"heide93 1990-01-15 15    24"	"Alnus.glutinosa"	1990	40
"heide93 1990-02-15 15    8"	"Alnus.glutinosa"	1990	71
"heide93 1990-03-15 15    24"	"Alnus.glutinosa"	1990	99
"heide93 1989-11-15 15    8"	"Alnus.glutinosa"	1989	344
"heide93 1989-12-15 15    24"	"Alnus.glutinosa"	1990	9
"heide93 1990-01-15 15    8"	"Alnus.glutinosa"	1990	40
"heide93 1990-02-15 15    24"	"Alnus.glutinosa"	1990	71
"heide93 1990-03-15 15    8"	"Alnus.glutinosa"	1990	99
"heide93 1989-11-15 9    24"	"Alnus.glutinosa"	1989	361
"heide93 1989-12-15 9    8"	"Alnus.glutinosa"	1990	26
"heide93 1990-01-15 9    24"	"Alnus.glutinosa"	1990	57
"heide93 1990-02-15 9    8"	"Alnus.glutinosa"	1990	88
"heide93 1990-03-15 9    24"	"Alnus.glutinosa"	1990	116
"heide93 1989-11-15 9    8"	"Alnus.glutinosa"	1989	361
"heide93 1989-12-15 9    24"	"Alnus.glutinosa"	1990	26
"heide93 1990-01-15 9    8"	"Alnus.glutinosa"	1990	57
"heide93 1990-02-15 9    24"	"Alnus.glutinosa"	1990	88
"heide93 1990-03-15 9    8"	"Alnus.glutinosa"	1990	116
"heide93 1990-11-15 21    24"	"Betula.pubescens"	1990	337
"heide93 1990-12-15 21    8"	"Betula.pubescens"	1991	2
"heide93 1991-01-15 21    24"	"Betula.pubescens"	1991	33
"heide93 1991-02-15 21    8"	"Betula.pubescens"	1991	64
"heide93 1991-03-15 21    24"	"Betula.pubescens"	1991	92
"heide93 1990-11-15 21    8"	"Betula.pubescens"	1990	337
"heide93 1990-12-15 21    24"	"Betula.pubescens"	1991	2
"heide93 1991-01-15 21    8"	"Betula.pubescens"	1991	33
"heide93 1991-02-15 21    24"	"Betula.pubescens"	1991	64
"heide93 1991-03-15 21    8"	"Betula.pubescens"	1991	92
"heide93 1990-11-15 15    24"	"Betula.pubescens"	1990	344
"heide93 1990-12-15 15    8"	"Betula.pubescens"	1991	9
"heide93 1991-01-15 15    24"	"Betula.pubescens"	1991	40
"heide93 1991-02-15 15    8"	"Betula.pubescens"	1991	71
"heide93 1991-03-15 15    24"	"Betula.pubescens"	1991	99
"heide93 1990-11-15 15    8"	"Betula.pubescens"	1990	344
"heide93 1990-12-15 15    24"	"Betula.pubescens"	1991	9
"heide93 1991-01-15 15    8"	"Betula.pubescens"	1991	40
"heide93 1991-02-15 15    24"	"Betula.pubescens"	1991	71
"heide93 1991-03-15 15    8"	"Betula.pubescens"	1991	99
"heide93 1990-11-15 9    24"	"Betula.pubescens"	1990	361
"heide93 1990-12-15 9    8"	"Betula.pubescens"	1991	26
"heide93 1991-01-15 9    24"	"Betula.pubescens"	1991	57
"heide93 1991-02-15 9    8"	"Betula.pubescens"	1991	88
"heide93 1991-03-15 9    24"	"Betula.pubescens"	1991	116
"heide93 1990-11-15 9    8"	"Betula.pubescens"	1990	361
"heide93 1990-12-15 9    24"	"Betula.pubescens"	1991	26
"heide93 1991-01-15 9    8"	"Betula.pubescens"	1991	57
"heide93 1991-02-15 9    24"	"Betula.pubescens"	1991	88
"heide93 1991-03-15 9    8"	"Betula.pubescens"	1991	116
"heide93 1990-11-15 21    24"	"Betula.pendula"	1990	337
"heide93 1990-12-15 21    8"	"Betula.pendula"	1991	2
"heide93 1991-01-15 21    24"	"Betula.pendula"	1991	33
"heide93 1991-02-15 21    8"	"Betula.pendula"	1991	64
"heide93 1991-03-15 21    24"	"Betula.pendula"	1991	92
"heide93 1990-11-15 21    8"	"Betula.pendula"	1990	337
"heide93 1990-12-15 21    24"	"Betula.pendula"	1991	2
"heide93 1991-01-15 21    8"	"Betula.pendula"	1991	33
"heide93 1991-02-15 21    24"	"Betula.pendula"	1991	64
"heide93 1991-03-15 21    8"	"Betula.pendula"	1991	92
"heide93 1990-11-15 15    24"	"Betula.pendula"	1990	344
"heide93 1990-12-15 15    8"	"Betula.pendula"	1991	9
"heide93 1991-01-15 15    24"	"Betula.pendula"	1991	40
"heide93 1991-02-15 15    8"	"Betula.pendula"	1991	71
"heide93 1991-03-15 15    24"	"Betula.pendula"	1991	99
"heide93 1990-11-15 15    8"	"Betula.pendula"	1990	344
"heide93 1990-12-15 15    24"	"Betula.pendula"	1991	9
"heide93 1991-01-15 15    8"	"Betula.pendula"	1991	40
"heide93 1991-02-15 15    24"	"Betula.pendula"	1991	71
"heide93 1991-03-15 15    8"	"Betula.pendula"	1991	99
"heide93 1990-11-15 9    24"	"Betula.pendula"	1990	361
"heide93 1990-12-15 9    8"	"Betula.pendula"	1991	26
"heide93 1991-01-15 9    24"	"Betula.pendula"	1991	57
"heide93 1991-02-15 9    8"	"Betula.pendula"	1991	88
"heide93 1991-03-15 9    24"	"Betula.pendula"	1991	116
"heide93 1990-11-15 9    8"	"Betula.pendula"	1990	361
"heide93 1990-12-15 9    24"	"Betula.pendula"	1991	26
"heide93 1991-01-15 9    8"	"Betula.pendula"	1991	57
"heide93 1991-02-15 9    24"	"Betula.pendula"	1991	88
"heide93 1991-03-15 9    8"	"Betula.pendula"	1991	116
"heide93 1990-11-15 21    24"	"Prunus.padus"	1990	337
"heide93 1990-12-15 21    8"	"Prunus.padus"	1991	2
"heide93 1991-01-15 21    24"	"Prunus.padus"	1991	33
"heide93 1991-02-15 21    8"	"Prunus.padus"	1991	64
"heide93 1991-03-15 21    24"	"Prunus.padus"	1991	92
"heide93 1990-11-15 21    8"	"Prunus.padus"	1990	337
"heide93 1990-12-15 21    24"	"Prunus.padus"	1991	2
"heide93 1991-01-15 21    8"	"Prunus.padus"	1991	33
"heide93 1991-02-15 21    24"	"Prunus.padus"	1991	64
"heide93 1991-03-15 21    8"	"Prunus.padus"	1991	92
"heide93 1990-11-15 15    24"	"Prunus.padus"	1990	344
"heide93 1990-12-15 15    8"	"Prunus.padus"	1991	9
"heide93 1991-01-15 15    24"	"Prunus.padus"	1991	40
"heide93 1991-02-15 15    8"	"Prunus.padus"	1991	71
"heide93 1991-03-15 15    24"	"Prunus.padus"	1991	99
"heide93 1990-11-15 15    8"	"Prunus.padus"	1990	344
"heide93 1990-12-15 15    24"	"Prunus.padus"	1991	9
"heide93 1991-01-15 15    8"	"Prunus.padus"	1991	40
"heide93 1991-02-15 15    24"	"Prunus.padus"	1991	71
"heide93 1991-03-15 15    8"	"Prunus.padus"	1991	99
"heide93 1990-11-15 9    24"	"Prunus.padus"	1990	361
"heide93 1990-12-15 9    8"	"Prunus.padus"	1991	26
"heide93 1991-01-15 9    24"	"Prunus.padus"	1991	57
"heide93 1991-02-15 9    8"	"Prunus.padus"	1991	88
"heide93 1991-03-15 9    24"	"Prunus.padus"	1991	116
"heide93 1990-11-15 9    8"	"Prunus.padus"	1990	361
"heide93 1990-12-15 9    24"	"Prunus.padus"	1991	26
"heide93 1991-01-15 9    8"	"Prunus.padus"	1991	57
"heide93 1991-02-15 9    24"	"Prunus.padus"	1991	88
"heide93 1991-03-15 9    8"	"Prunus.padus"	1991	116
"heide93 1990-11-15 21    24"	"Populus.tremula"	1990	337
"heide93 1990-12-15 21    8"	"Populus.tremula"	1991	2
"heide93 1991-01-15 21    24"	"Populus.tremula"	1991	33
"heide93 1991-02-15 21    8"	"Populus.tremula"	1991	64
"heide93 1991-03-15 21    24"	"Populus.tremula"	1991	92
"heide93 1990-11-15 21    8"	"Populus.tremula"	1990	337
"heide93 1990-12-15 21    24"	"Populus.tremula"	1991	2
"heide93 1991-01-15 21    8"	"Populus.tremula"	1991	33
"heide93 1991-02-15 21    24"	"Populus.tremula"	1991	64
"heide93 1991-03-15 21    8"	"Populus.tremula"	1991	92
"heide93 1990-11-15 15    24"	"Populus.tremula"	1990	344
"heide93 1990-12-15 15    8"	"Populus.tremula"	1991	9
"heide93 1991-01-15 15    24"	"Populus.tremula"	1991	40
"heide93 1991-02-15 15    8"	"Populus.tremula"	1991	71
"heide93 1991-03-15 15    24"	"Populus.tremula"	1991	99
"heide93 1990-11-15 15    8"	"Populus.tremula"	1990	344
"heide93 1990-12-15 15    24"	"Populus.tremula"	1991	9
"heide93 1991-02-15 21    8"	"Alnus.glutinosa"	1991	64
"heide93 1991-03-15 21    24"	"Alnus.glutinosa"	1991	92
"heide93 1990-11-15 21    8"	"Alnus.glutinosa"	1990	337
"heide93 1990-12-15 21    24"	"Alnus.glutinosa"	1991	2
"heide93 1991-01-15 21    8"	"Alnus.glutinosa"	1991	33
"heide93 1991-02-15 21    24"	"Alnus.glutinosa"	1991	64
"heide93 1991-03-15 21    8"	"Alnus.glutinosa"	1991	92
"heide93 1990-11-15 15    24"	"Alnus.glutinosa"	1990	344
"heide93 1990-12-15 15    8"	"Alnus.glutinosa"	1991	9
"heide93 1991-01-15 15    24"	"Alnus.glutinosa"	1991	40
"heide93 1991-02-15 15    8"	"Alnus.glutinosa"	1991	71
"heide93 1991-03-15 15    24"	"Alnus.glutinosa"	1991	99
"heide93 1990-11-15 15    8"	"Alnus.glutinosa"	1990	344
"heide93 1990-12-15 15    24"	"Alnus.glutinosa"	1991	9
"heide93 1991-01-15 15    8"	"Alnus.glutinosa"	1991	40
"heide93 1991-02-15 15    24"	"Alnus.glutinosa"	1991	71
"heide93 1991-03-15 15    8"	"Alnus.glutinosa"	1991	99
"heide93 1990-11-15 9    24"	"Alnus.glutinosa"	1990	361
"heide93 1990-12-15 9    8"	"Alnus.glutinosa"	1991	26
"heide93 1991-01-15 9    24"	"Alnus.glutinosa"	1991	57
"heide93 1991-02-15 9    8"	"Alnus.glutinosa"	1991	88
"heide93 1991-03-15 9    24"	"Alnus.glutinosa"	1991	116
"heide93 1990-11-15 9    8"	"Alnus.glutinosa"	1990	361
"heide93 1990-12-15 9    24"	"Alnus.glutinosa"	1991	26
"heide93 1991-01-15 9    8"	"Alnus.glutinosa"	1991	57
"heide93 1991-02-15 9    24"	"Alnus.glutinosa"	1991	88
"heide93 1991-03-15 9    8"	"Alnus.glutinosa"	1991	116
"heide93 1991-03-15 9    8"	"Alnus.glutinosa"	1991	116
"heide93 1991-03-15 9    8"	"Alnus.glutinosa"	1991	116
"heide93 1991-03-15 9    8"	"Alnus.glutinosa"	1991	116
"heide93 1991-03-15 9    8"	"Alnus.glutinosa"	1991	116
"jones12 2007-10-18 20 -5 119 8 ambient"	"Ribes.nigrum"	2008	89
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	82
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	117
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	117
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	117
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	89
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	82
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	110
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	110
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	110
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	110
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	110
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	96
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	103
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	103
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	89
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	103
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	103
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	103
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	103
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	103
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	82
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	82
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	89
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	89
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	89
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	96
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	89
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	89
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	110
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	110
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	110
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	110
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	110
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	110
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	110
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	110
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	110
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	117
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	117
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	117
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	117
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	117
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	117
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	117
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	96
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	96
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	96
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	96
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	96
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	96
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	96
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	96
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	82
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	96
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	103
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	103
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	103
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	103
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	103
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	103
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	103
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	103
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	103
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	103
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	110
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	103
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	103
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	103
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	103
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	103
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	103
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	103
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	117
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	117
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	117
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	110
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	117
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	117
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	117
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	103
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	103
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	103
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	110
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	96
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	96
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	96
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	96
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	96
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	117
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	117
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	117
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	117
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	89
"jones12 2007-10-18 20 -5 147 8 ambient"	"Ribes.nigrum"	2008	89
"jones12 2007-10-18 20 -5 35 8 ambient"	"Ribes.nigrum"	2008	5
"jones12 2007-10-18 20 -5 63 8 ambient"	"Ribes.nigrum"	2008	33
"jones12 2007-10-18 20 -5 91 8 ambient"	"Ribes.nigrum"	2008	61
"jones12 2007-10-18 20 -5 91 8 ambient"	"Ribes.nigrum"	2008	61
"jones12 2007-10-18 20 -5 91 8 ambient"	"Ribes.nigrum"	2008	61
"jones12 2007-10-18 20 0 119 8 ambient"	"Ribes.nigrum"	2008	89
"jones12 2007-10-18 20 0 147 8 ambient"	"Ribes.nigrum"	2008	117
"jones12 2007-10-18 20 0 35 8 ambient"	"Ribes.nigrum"	2008	5
"jones12 2008-10-02 20 0 42 8 ambient"	"Ribes.nigrum"	2008	362
"jones12 2007-10-18 20 0 63 8 ambient"	"Ribes.nigrum"	2008	33
"jones12 2008-10-02 20 0 84 8 ambient"	"Ribes.nigrum"	2009	38
"jones12 2007-10-18 20 0 91 8 ambient"	"Ribes.nigrum"	2008	61
"jones12 2007-10-18 20 10 119 8 ambient"	"Ribes.nigrum"	2008	89
"jones12 2007-10-18 20 10 35 8 ambient"	"Ribes.nigrum"	2008	5
"jones12 2007-10-18 20 10 63 8 ambient"	"Ribes.nigrum"	2008	33
"jones12 2007-10-18 20 10 91 8 ambient"	"Ribes.nigrum"	2008	61
"jones12 2007-10-18 20 10 91 8 ambient"	"Ribes.nigrum"	2008	61
"jones12 2007-10-18 20 10 91 8 ambient"	"Ribes.nigrum"	2008	61
"jones12 2008-10-02 20 4 42 8 ambient"	"Ribes.nigrum"	2008	362
"jones12 2008-10-02 20 4 84 8 ambient"	"Ribes.nigrum"	2009	38
"jones12 2007-10-18 20 5 119 8 ambient"	"Ribes.nigrum"	2008	89
"jones12 2007-10-18 20 5 147 8 ambient"	"Ribes.nigrum"	2008	117
"jones12 2007-10-18 20 5 35 8 ambient"	"Ribes.nigrum"	2008	5
"jones12 2007-10-18 20 5 63 8 ambient"	"Ribes.nigrum"	2008	33
"jones12 2007-10-18 20 5 91 8 ambient"	"Ribes.nigrum"	2008	61
"jones12 2007-10-18 20 5 91 8 ambient"	"Ribes.nigrum"	2008	61
"jones12 2007-10-18 20 5 91 8 ambient"	"Ribes.nigrum"	2008	61
"jones12 2007-10-18 20 5 91 8 ambient"	"Ribes.nigrum"	2008	61
"jones12 2007-10-18 20 5 91 8 ambient"	"Ribes.nigrum"	2008	61
"jones12 2007-10-18 20 5 91 8 ambient"	"Ribes.nigrum"	2008	61
"jones12 2007-10-18 20 5 91 8 ambient"	"Ribes.nigrum"	2008	61
"jones12 2007-10-18 20 5 91 8 ambient"	"Ribes.nigrum"	2008	61
"jones12 2007-10-18 20 5 91 8 ambient"	"Ribes.nigrum"	2008	61
"jones12 2007-10-18 20 5 91 8 ambient"	"Ribes.nigrum"	2008	61
"jones12 2007-10-18 20 5 91 8 ambient"	"Ribes.nigrum"	2008	61
"jones12 2007-10-18 20 5 91 8 ambient"	"Ribes.nigrum"	2008	61
"jones12 2007-10-18 20 5 91 8 ambient"	"Ribes.nigrum"	2008	61
"jones12 2007-10-18 20 5 91 8 ambient"	"Ribes.nigrum"	2008	61
"jones12 2007-10-18 20 5 91 8 ambient"	"Ribes.nigrum"	2008	61
